Orthogroup	AF303741.1	AF371960.1	AY521625.1	AY532606.1	AY779031.1	AY894343.1	BD143114.1	GQ273492.1	HF920633.1	HF920637.1	KC244182.1	KF938901.1	KT804738.1	KX643370	LS484712.1	MF599468.1	MG570131.1	MG570132.1	MK098185.1	MK098186.1	MK098187.1	MK689685.1	MK689686.1	MN432490.1	MN562489.1	MN803438.1	MT521409.1	MT798582.1	MT926123.1	MT986830.1	MW139932.1	NC_005946.1	NC_027778.1	OK042108.1	OK042109.1	OL774653.1	OL774654.1	OL774655.1	OM037668.1	ON075463.1	ON740976.1	ON743042.1	OP009387.1	OQ475017.1
OG0000068		AF371960.1_00099		AY532606.1_00102	AY779031.1_00106	AY894343.1_00099	BD143114.1_00101	GQ273492.1_00095			KC244182.1_00098		KT804738.1_00095			MF599468.1_00131	MG570131.1_00095	MG570132.1_00095	MK098185.1_00098	MK098186.1_00095	MK098187.1_00098	MK689685.1_00097	MK689686.1_00096	MN432490.1_00100				MT798582.1_00108	MT926123.1_00099	MT986830.1_00103	MW139932.1_00099			OK042108.1_00101	OK042109.1_00102	OL774653.1_00117	OL774654.1_00097	OL774655.1_00099		ON075463.1_00095	ON740976.1_00097	ON743042.1_00099	OP009387.1_00098	OQ475017.1_00096
OG0000069		AF371960.1_00101		AY532606.1_00104	AY779031.1_00110, AY779031.1_00111	AY894343.1_00101	BD143114.1_00099	GQ273492.1_00097			KC244182.1_00100		KT804738.1_00097				MG570131.1_00097	MG570132.1_00097	MK098185.1_00100	MK098186.1_00097	MK098187.1_00100	MK689685.1_00099	MK689686.1_00098	MN432490.1_00102				MT798582.1_00106	MT926123.1_00101	MT986830.1_00105	MW139932.1_00101			OK042108.1_00099	OK042109.1_00100	OL774653.1_00119	OL774654.1_00099	OL774655.1_00101		ON075463.1_00097	ON740976.1_00099	ON743042.1_00101	OP009387.1_00100	OQ475017.1_00098
OG0000070		AF371960.1_00004		AY532606.1_00003	AY779031.1_00004	AY894343.1_00004	BD143114.1_00071	GQ273492.1_00004			KC244182.1_00004		KT804738.1_00004				MG570131.1_00004	MG570132.1_00004	MK098185.1_00004	MK098186.1_00004	MK098187.1_00004	MK689685.1_00004	MK689686.1_00004	MN432490.1_00004				MT798582.1_00022	MT926123.1_00004	MT986830.1_00004	MW139932.1_00004			OK042108.1_00071	OK042109.1_00072	OL774653.1_00022	OL774654.1_00004	OL774655.1_00004		ON075463.1_00004	ON740976.1_00004	ON743042.1_00004	OP009387.1_00004	OQ475017.1_00004
OG0000071		AF371960.1_00009		AY532606.1_00008	AY779031.1_00009	AY894343.1_00009	BD143114.1_00066	GQ273492.1_00009			KC244182.1_00009		KT804738.1_00009				MG570131.1_00010	MG570132.1_00010	MK098185.1_00009	MK098186.1_00009	MK098187.1_00009	MK689685.1_00009	MK689686.1_00009	MN432490.1_00009				MT798582.1_00017	MT926123.1_00009	MT986830.1_00009	MW139932.1_00009			OK042108.1_00067	OK042109.1_00067	OL774653.1_00027	OL774654.1_00009	OL774655.1_00009		ON075463.1_00009	ON740976.1_00009	ON743042.1_00009	OP009387.1_00009	OQ475017.1_00009
OG0000072		AF371960.1_00012		AY532606.1_00011	AY779031.1_00012	AY894343.1_00011	BD143114.1_00063	GQ273492.1_00012			KC244182.1_00011		KT804738.1_00011				MG570131.1_00013	MG570132.1_00013	MK098185.1_00012	MK098186.1_00012	MK098187.1_00012	MK689685.1_00012	MK689686.1_00011	MN432490.1_00012				MT798582.1_00015	MT926123.1_00012	MT986830.1_00012	MW139932.1_00012			OK042108.1_00065	OK042109.1_00064	OL774653.1_00029	OL774654.1_00012	OL774655.1_00012		ON075463.1_00011	ON740976.1_00011	ON743042.1_00012	OP009387.1_00012	OQ475017.1_00012
OG0000073		AF371960.1_00016		AY532606.1_00015	AY779031.1_00017	AY894343.1_00016	BD143114.1_00059	GQ273492.1_00016			KC244182.1_00015		KT804738.1_00016				MG570131.1_00017	MG570132.1_00017	MK098185.1_00016	MK098186.1_00016	MK098187.1_00016	MK689685.1_00016	MK689686.1_00015	MN432490.1_00016				MT798582.1_00011	MT926123.1_00016	MT986830.1_00016	MW139932.1_00016			OK042108.1_00061	OK042109.1_00060	OL774653.1_00033	OL774654.1_00016	OL774655.1_00016		ON075463.1_00015	ON740976.1_00015	ON743042.1_00016	OP009387.1_00016	OQ475017.1_00016
OG0000074		AF371960.1_00035		AY532606.1_00034	AY779031.1_00038	AY894343.1_00033	BD143114.1_00041	GQ273492.1_00034			KC244182.1_00033		KT804738.1_00033				MG570131.1_00035	MG570132.1_00035	MK098185.1_00037	MK098186.1_00034	MK098187.1_00037	MK689685.1_00033	MK689686.1_00033	MN432490.1_00036				MT798582.1_00072	MT926123.1_00036	MT986830.1_00037	MW139932.1_00037			OK042108.1_00043	OK042109.1_00043	OL774653.1_00055	OL774654.1_00035	OL774655.1_00038		ON075463.1_00033	ON740976.1_00034	ON743042.1_00035	OP009387.1_00034	OQ475017.1_00034
OG0000075		AF371960.1_00038		AY532606.1_00037	AY779031.1_00041	AY894343.1_00036	BD143114.1_00038	GQ273492.1_00037			KC244182.1_00036		KT804738.1_00036				MG570131.1_00038	MG570132.1_00038	MK098185.1_00040	MK098186.1_00037	MK098187.1_00040	MK689685.1_00036	MK689686.1_00036	MN432490.1_00039				MT798582.1_00069	MT926123.1_00039	MT986830.1_00040	MW139932.1_00040			OK042108.1_00040	OK042109.1_00040	OL774653.1_00058	OL774654.1_00038	OL774655.1_00041		ON075463.1_00036	ON740976.1_00037	ON743042.1_00038	OP009387.1_00037	OQ475017.1_00037
OG0000076		AF371960.1_00041		AY532606.1_00040	AY779031.1_00044	AY894343.1_00039	BD143114.1_00035	GQ273492.1_00040			KC244182.1_00039		KT804738.1_00039				MG570131.1_00041	MG570132.1_00041	MK098185.1_00043	MK098186.1_00040	MK098187.1_00043	MK689685.1_00039	MK689686.1_00039	MN432490.1_00042				MT798582.1_00066	MT926123.1_00042	MT986830.1_00042	MW139932.1_00043			OK042108.1_00037	OK042109.1_00037	OL774653.1_00061	OL774654.1_00041	OL774655.1_00044		ON075463.1_00039	ON740976.1_00040	ON743042.1_00042	OP009387.1_00040	OQ475017.1_00040
OG0000077		AF371960.1_00042		AY532606.1_00042	AY779031.1_00045	AY894343.1_00040	BD143114.1_00034	GQ273492.1_00041			KC244182.1_00040		KT804738.1_00040				MG570131.1_00042	MG570132.1_00042	MK098185.1_00044	MK098186.1_00041	MK098187.1_00044	MK689685.1_00040	MK689686.1_00040	MN432490.1_00043				MT798582.1_00065	MT926123.1_00043	MT986830.1_00043	MW139932.1_00044			OK042108.1_00036	OK042109.1_00036	OL774653.1_00062	OL774654.1_00042	OL774655.1_00045		ON075463.1_00040	ON740976.1_00041	ON743042.1_00043	OP009387.1_00041	OQ475017.1_00041
OG0000078		AF371960.1_00046		AY532606.1_00045	AY779031.1_00050	AY894343.1_00044	BD143114.1_00030	GQ273492.1_00045			KC244182.1_00044		KT804738.1_00044				MG570131.1_00046	MG570132.1_00046	MK098185.1_00048	MK098186.1_00045	MK098187.1_00048	MK689685.1_00044	MK689686.1_00044	MN432490.1_00047				MT798582.1_00061	MT926123.1_00047	MT986830.1_00047	MW139932.1_00048			OK042108.1_00032	OK042109.1_00032	OL774653.1_00066	OL774654.1_00046	OL774655.1_00049		ON075463.1_00044	ON740976.1_00045	ON743042.1_00047	OP009387.1_00045	OQ475017.1_00045
OG0000079		AF371960.1_00047		AY532606.1_00046	AY779031.1_00051	AY894343.1_00045	BD143114.1_00029	GQ273492.1_00046			KC244182.1_00045		KT804738.1_00045				MG570131.1_00047	MG570132.1_00047	MK098185.1_00049	MK098186.1_00046	MK098187.1_00049	MK689685.1_00045	MK689686.1_00045	MN432490.1_00048				MT798582.1_00060	MT926123.1_00048	MT986830.1_00048	MW139932.1_00049			OK042108.1_00031	OK042109.1_00031	OL774653.1_00067	OL774654.1_00047	OL774655.1_00050		ON075463.1_00045	ON740976.1_00046	ON743042.1_00048	OP009387.1_00046	OQ475017.1_00046
OG0000080		AF371960.1_00051		AY532606.1_00051	AY779031.1_00055	AY894343.1_00050	BD143114.1_00025	GQ273492.1_00050			KC244182.1_00050		KT804738.1_00049				MG570131.1_00051	MG570132.1_00051	MK098185.1_00053	MK098186.1_00050	MK098187.1_00053	MK689685.1_00049	MK689686.1_00050	MN432490.1_00052				MT798582.1_00055	MT926123.1_00052	MT986830.1_00053	MW139932.1_00053			OK042108.1_00026	OK042109.1_00026	OL774653.1_00071	OL774654.1_00051	OL774655.1_00054		ON075463.1_00049	ON740976.1_00051	ON743042.1_00053	OP009387.1_00051	OQ475017.1_00050
OG0000081		AF371960.1_00052		AY532606.1_00052	AY779031.1_00056	AY894343.1_00051	BD143114.1_00024	GQ273492.1_00051			KC244182.1_00051		KT804738.1_00050				MG570131.1_00052	MG570132.1_00052	MK098185.1_00054	MK098186.1_00051	MK098187.1_00054	MK689685.1_00050	MK689686.1_00051	MN432490.1_00053				MT798582.1_00054	MT926123.1_00053	MT986830.1_00054	MW139932.1_00054			OK042108.1_00025	OK042109.1_00025	OL774653.1_00072	OL774654.1_00052	OL774655.1_00055		ON075463.1_00050	ON740976.1_00052	ON743042.1_00054	OP009387.1_00052	OQ475017.1_00051
OG0000082		AF371960.1_00053		AY532606.1_00053	AY779031.1_00057	AY894343.1_00052	BD143114.1_00023	GQ273492.1_00052			KC244182.1_00052		KT804738.1_00051				MG570131.1_00053	MG570132.1_00053	MK098185.1_00055	MK098186.1_00052	MK098187.1_00055	MK689685.1_00051	MK689686.1_00052	MN432490.1_00054				MT798582.1_00053	MT926123.1_00054	MT986830.1_00055	MW139932.1_00055			OK042108.1_00024	OK042109.1_00024	OL774653.1_00073	OL774654.1_00053	OL774655.1_00056		ON075463.1_00051	ON740976.1_00053	ON743042.1_00055	OP009387.1_00053	OQ475017.1_00052
OG0000083		AF371960.1_00063		AY532606.1_00063	AY779031.1_00067	AY894343.1_00062	BD143114.1_00014	GQ273492.1_00062			KC244182.1_00062		KT804738.1_00059				MG570131.1_00062	MG570132.1_00062	MK098185.1_00063	MK098186.1_00060	MK098187.1_00063	MK689685.1_00060	MK689686.1_00061	MN432490.1_00063				MT798582.1_00101	MT926123.1_00064	MT986830.1_00064	MW139932.1_00064			OK042108.1_00014	OK042109.1_00014	OL774653.1_00081	OL774654.1_00062	OL774655.1_00065		ON075463.1_00060	ON740976.1_00062	ON743042.1_00064	OP009387.1_00063	OQ475017.1_00061
OG0000084		AF371960.1_00066		AY532606.1_00067	AY779031.1_00070	AY894343.1_00065	BD143114.1_00011	GQ273492.1_00065			KC244182.1_00065		KT804738.1_00062				MG570131.1_00065	MG570132.1_00065	MK098185.1_00066	MK098186.1_00063	MK098187.1_00066	MK689685.1_00063	MK689686.1_00064	MN432490.1_00066				MT798582.1_00098	MT926123.1_00067	MT986830.1_00067	MW139932.1_00067			OK042108.1_00011	OK042109.1_00012	OL774653.1_00084	OL774654.1_00065	OL774655.1_00068		ON075463.1_00063	ON740976.1_00065	ON743042.1_00067	OP009387.1_00066	OQ475017.1_00064
OG0000085		AF371960.1_00069		AY532606.1_00070	AY779031.1_00073	AY894343.1_00068	BD143114.1_00008	GQ273492.1_00067			KC244182.1_00067		KT804738.1_00065				MG570131.1_00067	MG570132.1_00067	MK098185.1_00069	MK098186.1_00066	MK098187.1_00069	MK689685.1_00066	MK689686.1_00067	MN432490.1_00069				MT798582.1_00095	MT926123.1_00070	MT986830.1_00071	MW139932.1_00070			OK042108.1_00008	OK042109.1_00009	OL774653.1_00087	OL774654.1_00068	OL774655.1_00071		ON075463.1_00066	ON740976.1_00068	ON743042.1_00070	OP009387.1_00068	OQ475017.1_00066
OG0000086		AF371960.1_00070		AY532606.1_00071	AY779031.1_00076	AY894343.1_00069	BD143114.1_00007	GQ273492.1_00068			KC244182.1_00068		KT804738.1_00066				MG570131.1_00068	MG570132.1_00068	MK098185.1_00070	MK098186.1_00067	MK098187.1_00070	MK689685.1_00067	MK689686.1_00068	MN432490.1_00070				MT798582.1_00094	MT926123.1_00071	MT986830.1_00072	MW139932.1_00071			OK042108.1_00007	OK042109.1_00008	OL774653.1_00088	OL774654.1_00069	OL774655.1_00072		ON075463.1_00067	ON740976.1_00069	ON743042.1_00071	OP009387.1_00069	OQ475017.1_00067
OG0000087		AF371960.1_00075		AY532606.1_00076	AY779031.1_00081	AY894343.1_00073	BD143114.1_00003	GQ273492.1_00071			KC244182.1_00073		KT804738.1_00070				MG570131.1_00071	MG570132.1_00071	MK098185.1_00074	MK098186.1_00071	MK098187.1_00074	MK689685.1_00072	MK689686.1_00072	MN432490.1_00075				MT798582.1_00090	MT926123.1_00076	MT986830.1_00077	MW139932.1_00075			OK042108.1_00003	OK042109.1_00004	OL774653.1_00092	OL774654.1_00073	OL774655.1_00076		ON075463.1_00071	ON740976.1_00073	ON743042.1_00075	OP009387.1_00074	OQ475017.1_00071
OG0000088		AF371960.1_00076		AY532606.1_00077	AY779031.1_00082	AY894343.1_00074	BD143114.1_00002	GQ273492.1_00072			KC244182.1_00074		KT804738.1_00071				MG570131.1_00072	MG570132.1_00072	MK098185.1_00075	MK098186.1_00072	MK098187.1_00075	MK689685.1_00073	MK689686.1_00073	MN432490.1_00076				MT798582.1_00089	MT926123.1_00077	MT986830.1_00078	MW139932.1_00076			OK042108.1_00002	OK042109.1_00003	OL774653.1_00093	OL774654.1_00074	OL774655.1_00077		ON075463.1_00072	ON740976.1_00074	ON743042.1_00076	OP009387.1_00075	OQ475017.1_00072
OG0000089		AF371960.1_00086		AY532606.1_00086	AY779031.1_00092	AY894343.1_00084	BD143114.1_00116	GQ273492.1_00081			KC244182.1_00084		KT804738.1_00080				MG570131.1_00081	MG570132.1_00081	MK098185.1_00084	MK098186.1_00081	MK098187.1_00084	MK689685.1_00083	MK689686.1_00082	MN432490.1_00086				MT798582.1_00122	MT926123.1_00087	MT986830.1_00088	MW139932.1_00085			OK042108.1_00115	OK042109.1_00116	OL774653.1_00102	OL774654.1_00083	OL774655.1_00085		ON075463.1_00081	ON740976.1_00083	ON743042.1_00085	OP009387.1_00085	OQ475017.1_00081
OG0000090		AF371960.1_00087		AY532606.1_00087	AY779031.1_00093	AY894343.1_00085	BD143114.1_00115	GQ273492.1_00082			KC244182.1_00085		KT804738.1_00081				MG570131.1_00082	MG570132.1_00082	MK098185.1_00085	MK098186.1_00082	MK098187.1_00085	MK689685.1_00084	MK689686.1_00083	MN432490.1_00087				MT798582.1_00121	MT926123.1_00088	MT986830.1_00089	MW139932.1_00086			OK042108.1_00114	OK042109.1_00115	OL774653.1_00103	OL774654.1_00084	OL774655.1_00086		ON075463.1_00082	ON740976.1_00084	ON743042.1_00086	OP009387.1_00086	OQ475017.1_00082
OG0000091		AF371960.1_00098		AY532606.1_00101	AY779031.1_00105	AY894343.1_00098	BD143114.1_00102	GQ273492.1_00094			KC244182.1_00097		KT804738.1_00094				MG570131.1_00094	MG570132.1_00094	MK098185.1_00097	MK098186.1_00094	MK098187.1_00097	MK689685.1_00096	MK689686.1_00095	MN432490.1_00099				MT798582.1_00109	MT926123.1_00098	MT986830.1_00102	MW139932.1_00098			OK042108.1_00102	OK042109.1_00103	OL774653.1_00116	OL774654.1_00096	OL774655.1_00098		ON075463.1_00094	ON740976.1_00096	ON743042.1_00098	OP009387.1_00097	OQ475017.1_00095
OG0000092		AF371960.1_00102		AY532606.1_00105	AY779031.1_00112	AY894343.1_00102	BD143114.1_00098	GQ273492.1_00098			KC244182.1_00101		KT804738.1_00098				MG570131.1_00098	MG570132.1_00098	MK098185.1_00101	MK098186.1_00098	MK098187.1_00101	MK689685.1_00100	MK689686.1_00099	MN432490.1_00103				MT798582.1_00105	MT926123.1_00102	MT986830.1_00106	MW139932.1_00102			OK042108.1_00098	OK042109.1_00099	OL774653.1_00120	OL774654.1_00100	OL774655.1_00102		ON075463.1_00098	ON740976.1_00100	ON743042.1_00102	OP009387.1_00101	OQ475017.1_00099
OG0000093		AF371960.1_00105		AY532606.1_00109	AY779031.1_00114	AY894343.1_00106	BD143114.1_00094	GQ273492.1_00101			KC244182.1_00105		KT804738.1_00102				MG570131.1_00101	MG570132.1_00101	MK098185.1_00105	MK098186.1_00102	MK098187.1_00105	MK689685.1_00103	MK689686.1_00103	MN432490.1_00106				MT798582.1_00044	MT926123.1_00105	MT986830.1_00109	MW139932.1_00106			OK042108.1_00094	OK042109.1_00095	OL774653.1_00124	OL774654.1_00104	OL774655.1_00106		ON075463.1_00102	ON740976.1_00104	ON743042.1_00106	OP009387.1_00105	OQ475017.1_00103
OG0000094		AF371960.1_00108		AY532606.1_00112	AY779031.1_00117	AY894343.1_00109	BD143114.1_00091	GQ273492.1_00104			KC244182.1_00108		KT804738.1_00105				MG570131.1_00104	MG570132.1_00104	MK098185.1_00108	MK098186.1_00105	MK098187.1_00108	MK689685.1_00106	MK689686.1_00106	MN432490.1_00109				MT798582.1_00041	MT926123.1_00108	MT986830.1_00112	MW139932.1_00109			OK042108.1_00091	OK042109.1_00092	OL774653.1_00002	OL774654.1_00107	OL774655.1_00109		ON075463.1_00105	ON740976.1_00107	ON743042.1_00109	OP009387.1_00108	OQ475017.1_00106
OG0000095		AF371960.1_00109		AY532606.1_00113	AY779031.1_00118	AY894343.1_00110	BD143114.1_00090	GQ273492.1_00105			KC244182.1_00109		KT804738.1_00106				MG570131.1_00105	MG570132.1_00105	MK098185.1_00109	MK098186.1_00106	MK098187.1_00109	MK689685.1_00107	MK689686.1_00107	MN432490.1_00110				MT798582.1_00040	MT926123.1_00109	MT986830.1_00113	MW139932.1_00110			OK042108.1_00090	OK042109.1_00091	OL774653.1_00003	OL774654.1_00108	OL774655.1_00110		ON075463.1_00106	ON740976.1_00108	ON743042.1_00110	OP009387.1_00109	OQ475017.1_00107
OG0000096		AF371960.1_00114		AY532606.1_00121	AY779031.1_00124	AY894343.1_00116	BD143114.1_00084	GQ273492.1_00111			KC244182.1_00115		KT804738.1_00112				MG570131.1_00111	MG570132.1_00111	MK098185.1_00115	MK098186.1_00112	MK098187.1_00115	MK689685.1_00112	MK689686.1_00113	MN432490.1_00115				MT798582.1_00035	MT926123.1_00114	MT986830.1_00118	MW139932.1_00116			OK042108.1_00084	OK042109.1_00085	OL774653.1_00009	OL774654.1_00114	OL774655.1_00116		ON075463.1_00112	ON740976.1_00114	ON743042.1_00116	OP009387.1_00114	OQ475017.1_00113
OG0000097		AF371960.1_00116		AY532606.1_00123	AY779031.1_00126	AY894343.1_00118	BD143114.1_00082	GQ273492.1_00113			KC244182.1_00117		KT804738.1_00114				MG570131.1_00113	MG570132.1_00113	MK098185.1_00117	MK098186.1_00114	MK098187.1_00117	MK689685.1_00114	MK689686.1_00115	MN432490.1_00117				MT798582.1_00033	MT926123.1_00116	MT986830.1_00120	MW139932.1_00118			OK042108.1_00082	OK042109.1_00083	OL774653.1_00011	OL774654.1_00116	OL774655.1_00118		ON075463.1_00114	ON740976.1_00116	ON743042.1_00118	OP009387.1_00116	OQ475017.1_00115
OG0000098		AF371960.1_00119				AY894343.1_00121	BD143114.1_00079	GQ273492.1_00116					KT804738.1_00117				MG570131.1_00116	MG570132.1_00116	MK098185.1_00120	MK098186.1_00117	MK098187.1_00120	MK689685.1_00116	MK689686.1_00118	MN432490.1_00120	MN562489.1_00045		MT521409.1_00046	MT798582.1_00030	MT926123.1_00118	MT986830.1_00123	MW139932.1_00121		NC_027778.1_00025	OK042108.1_00079	OK042109.1_00080	OL774653.1_00014	OL774654.1_00119	OL774655.1_00121	OM037668.1_00091		ON740976.1_00119	ON743042.1_00121	OP009387.1_00119	OQ475017.1_00118
OG0000099		AF371960.1_00003		AY532606.1_00002	AY779031.1_00003	AY894343.1_00003		GQ273492.1_00003			KC244182.1_00003		KT804738.1_00003				MG570131.1_00003	MG570132.1_00003	MK098185.1_00003	MK098186.1_00003	MK098187.1_00003	MK689685.1_00003	MK689686.1_00003	MN432490.1_00003				MT798582.1_00023	MT926123.1_00003	MT986830.1_00003	MW139932.1_00003			OK042108.1_00072	OK042109.1_00073	OL774653.1_00021	OL774654.1_00003	OL774655.1_00003		ON075463.1_00003	ON740976.1_00003	ON743042.1_00003	OP009387.1_00003	OQ475017.1_00003
OG0000100		AF371960.1_00040		AY532606.1_00039	AY779031.1_00043	AY894343.1_00038	BD143114.1_00036	GQ273492.1_00039			KC244182.1_00038		KT804738.1_00038				MG570131.1_00040	MG570132.1_00040	MK098185.1_00042	MK098186.1_00039	MK098187.1_00042	MK689685.1_00038	MK689686.1_00038	MN432490.1_00041				MT798582.1_00067	MT926123.1_00041		MW139932.1_00042			OK042108.1_00038	OK042109.1_00038	OL774653.1_00060	OL774654.1_00040	OL774655.1_00043		ON075463.1_00038	ON740976.1_00039	ON743042.1_00041	OP009387.1_00039	OQ475017.1_00039
OG0000101		AF371960.1_00044			AY779031.1_00048	AY894343.1_00042	BD143114.1_00032	GQ273492.1_00043			KC244182.1_00042		KT804738.1_00042				MG570131.1_00044	MG570132.1_00044	MK098185.1_00046	MK098186.1_00043	MK098187.1_00046	MK689685.1_00042	MK689686.1_00042	MN432490.1_00045				MT798582.1_00063	MT926123.1_00045	MT986830.1_00045	MW139932.1_00046			OK042108.1_00034	OK042109.1_00034	OL774653.1_00064	OL774654.1_00044	OL774655.1_00047		ON075463.1_00042	ON740976.1_00043	ON743042.1_00045	OP009387.1_00043	OQ475017.1_00043
OG0000102		AF371960.1_00071		AY532606.1_00073	AY779031.1_00077	AY894343.1_00070	BD143114.1_00006				KC244182.1_00070		KT804738.1_00067				MG570131.1_00069	MG570132.1_00069	MK098185.1_00071	MK098186.1_00068	MK098187.1_00071	MK689685.1_00068	MK689686.1_00069	MN432490.1_00071				MT798582.1_00093	MT926123.1_00072	MT986830.1_00073	MW139932.1_00072			OK042108.1_00006	OK042109.1_00007	OL774653.1_00089	OL774654.1_00070	OL774655.1_00073		ON075463.1_00068	ON740976.1_00070	ON743042.1_00072	OP009387.1_00070	OQ475017.1_00068
OG0000103		AF371960.1_00081		AY532606.1_00081	AY779031.1_00087	AY894343.1_00079	BD143114.1_00121	GQ273492.1_00076			KC244182.1_00079		KT804738.1_00075				MG570131.1_00076	MG570132.1_00076	MK098185.1_00079	MK098186.1_00076	MK098187.1_00079	MK689685.1_00078	MK689686.1_00077	MN432490.1_00081				MT798582.1_00085	MT926123.1_00082	MT986830.1_00083	MW139932.1_00080			OK042108.1_00120	OK042109.1_00121	OL774653.1_00097	OL774654.1_00078			ON075463.1_00076	ON740976.1_00078	ON743042.1_00080	OP009387.1_00080	OQ475017.1_00076
OG0000104		AF371960.1_00103		AY532606.1_00106		AY894343.1_00103	BD143114.1_00097	GQ273492.1_00099			KC244182.1_00102		KT804738.1_00099				MG570131.1_00099	MG570132.1_00099	MK098185.1_00102	MK098186.1_00099	MK098187.1_00102	MK689685.1_00101	MK689686.1_00100	MN432490.1_00104				MT798582.1_00104	MT926123.1_00103	MT986830.1_00107	MW139932.1_00103			OK042108.1_00097	OK042109.1_00098	OL774653.1_00121	OL774654.1_00101	OL774655.1_00103		ON075463.1_00099	ON740976.1_00101	ON743042.1_00103	OP009387.1_00102	OQ475017.1_00100
OG0000105		AF371960.1_00104		AY532606.1_00107		AY894343.1_00104	BD143114.1_00096	GQ273492.1_00100			KC244182.1_00103		KT804738.1_00100				MG570131.1_00100	MG570132.1_00100	MK098185.1_00103	MK098186.1_00100	MK098187.1_00103	MK689685.1_00102	MK689686.1_00101	MN432490.1_00105				MT798582.1_00103	MT926123.1_00104	MT986830.1_00108	MW139932.1_00104			OK042108.1_00096	OK042109.1_00097	OL774653.1_00122	OL774654.1_00102	OL774655.1_00104		ON075463.1_00100	ON740976.1_00102	ON743042.1_00104	OP009387.1_00103	OQ475017.1_00101
OG0000106		AF371960.1_00106		AY532606.1_00110	AY779031.1_00115	AY894343.1_00107	BD143114.1_00093	GQ273492.1_00102			KC244182.1_00106		KT804738.1_00103				MG570131.1_00102	MG570132.1_00102	MK098185.1_00106	MK098186.1_00103	MK098187.1_00106	MK689685.1_00104	MK689686.1_00104	MN432490.1_00107				MT798582.1_00043	MT926123.1_00106	MT986830.1_00110	MW139932.1_00107			OK042108.1_00093	OK042109.1_00094		OL774654.1_00105	OL774655.1_00107		ON075463.1_00103	ON740976.1_00105	ON743042.1_00107	OP009387.1_00106	OQ475017.1_00104
OG0000107		AF371960.1_00029		AY532606.1_00028	AY779031.1_00032	AY894343.1_00027	BD143114.1_00047	GQ273492.1_00028			KC244182.1_00027		KT804738.1_00027				MG570131.1_00029	MG570132.1_00029	MK098185.1_00031	MK098186.1_00028	MK098187.1_00031	MK689685.1_00027	MK689686.1_00027	MN432490.1_00030				MT798582.1_00078	MT926123.1_00030	MT986830.1_00031	MW139932.1_00031				OK042109.1_00049	OL774653.1_00049	OL774654.1_00029	OL774655.1_00032		ON075463.1_00027	ON740976.1_00028	ON743042.1_00029	OP009387.1_00028	
OG0000108		AF371960.1_00120				AY894343.1_00122	BD143114.1_00078	GQ273492.1_00117			KC244182.1_00120		KT804738.1_00118				MG570131.1_00117	MG570132.1_00117	MK098185.1_00121	MK098186.1_00118	MK098187.1_00121	MK689685.1_00117	MK689686.1_00119	MN432490.1_00121				MT798582.1_00029	MT926123.1_00119	MT986830.1_00124	MW139932.1_00122			OK042108.1_00078	OK042109.1_00079	OL774653.1_00015	OL774654.1_00120	OL774655.1_00122		ON075463.1_00117	ON740976.1_00120	ON743042.1_00122	OP009387.1_00120	OQ475017.1_00119
OG0000109		AF371960.1_00072		AY532606.1_00074	AY779031.1_00079	AY894343.1_00071	BD143114.1_00005				KC244182.1_00071		KT804738.1_00068						MK098185.1_00072	MK098186.1_00069	MK098187.1_00072	MK689685.1_00069	MK689686.1_00070	MN432490.1_00072				MT798582.1_00092	MT926123.1_00073	MT986830.1_00074	MW139932.1_00073			OK042108.1_00005	OK042109.1_00006	OL774653.1_00090	OL774654.1_00071	OL774655.1_00074		ON075463.1_00069	ON740976.1_00071	ON743042.1_00073	OP009387.1_00071	OQ475017.1_00069
OG0000110		AF371960.1_00118			AY779031.1_00128	AY894343.1_00120	BD143114.1_00080	GQ273492.1_00115			KC244182.1_00119		KT804738.1_00116				MG570131.1_00115	MG570132.1_00115	MK098185.1_00119	MK098186.1_00116	MK098187.1_00119		MK689686.1_00117	MN432490.1_00119				MT798582.1_00031		MT986830.1_00122	MW139932.1_00120			OK042108.1_00080	OK042109.1_00081	OL774653.1_00013	OL774654.1_00118	OL774655.1_00120		ON075463.1_00116	ON740976.1_00118	ON743042.1_00120	OP009387.1_00118	OQ475017.1_00117
OG0000111				AY532606.1_00082	AY779031.1_00088	AY894343.1_00080	BD143114.1_00120	GQ273492.1_00077			KC244182.1_00080		KT804738.1_00076				MG570131.1_00077	MG570132.1_00077	MK098185.1_00080	MK098186.1_00077	MK098187.1_00080		MK689686.1_00078	MN432490.1_00082						MT986830.1_00084	MW139932.1_00081	NC_005946.1_00006		OK042108.1_00119	OK042109.1_00120	OL774653.1_00098	OL774654.1_00079	OL774655.1_00081		ON075463.1_00077	ON740976.1_00079	ON743042.1_00081	OP009387.1_00081	OQ475017.1_00077
OG0000112				AY532606.1_00096	AY779031.1_00101	AY894343.1_00094	BD143114.1_00106	GQ273492.1_00090			KC244182.1_00093		KT804738.1_00090				MG570131.1_00090	MG570132.1_00090	MK098185.1_00093	MK098186.1_00090	MK098187.1_00093	MK689685.1_00092	MK689686.1_00091	MN432490.1_00095				MT798582.1_00113		MT986830.1_00098	MW139932.1_00094			OK042108.1_00106	OK042109.1_00107	OL774653.1_00112	OL774654.1_00092	OL774655.1_00094		ON075463.1_00090	ON740976.1_00092	ON743042.1_00094		OQ475017.1_00091
