Orthogroup	AF303741	AF371960	AY521625	AY894343	BD143114	GQ273492	HF920633	HF920637	KC244182	KF938901	KT804738	KX643370	LS484712	MF599468	MG570131	MG570132	MK098185	MK098186	MK098187	MK689685	MK689686	MN432490	MN562489	MN803438	MT521409	MT798582	MT926123	MT986830	MW139932	NC_005946	OK042108	OK042109	OL774653	OL774654	OL774655	OM037668	ON075463	ON740976	ON743042	OP009387	OQ475017
OG0000175	hypothetical protein AF303741.1_00009							HF920637.1 - hypothetical protein translation HF920637.1_00013															hypothetical protein OM037668.1_00022		hypothetical protein OM037668.1_00022											hypothetical protein OM037668.1_00022					
OG0000176	DNA topoisomerase 2 AF303741.1_00015						DNA topoisomerase 2 HF920633.1_00149	HF920637.1 - DNA topoisomerase 2 translation HF920637.1_00100		DNA topoisomerase 2 KF938901.1_00141				MF599468.1 - hypothetical protein translation MF599468.1_00079																											
OG0000177	hypothetical protein AF303741.1_00017						hypothetical protein HF920633.1_00165	HF920637.1 - hypothetical protein translation HF920637.1_00212		hypothetical protein KF938901.1_00014				MF599468.1 - hypothetical protein translation MF599468.1_00037																											
OG0000178	hypothetical protein AF303741.1_00085						hypothetical protein HF920633.1_00103	HF920637.1 - hypothetical protein translation HF920637.1_00047		hypothetical protein KF938901.1_00100				MF599468.1 - hypothetical protein translation MF599468.1_00025																											
OG0000179	hypothetical protein AF303741.1_00086						hypothetical protein HF920633.1_00020, hypothetical protein HF920633.1_00021	HF920637.1 - hypothetical protein translation HF920637.1_00048		hypothetical protein KF938901.1_00099																															
OG0000180	hypothetical protein AF303741.1_00104						hypothetical protein HF920633.1_00032			hypothetical protein KF938901.1_00073				MF599468.1 - hypothetical protein translation MF599468.1_00052, MF599468.1 - hypothetical protein translation MF599468.1_00061																											
OG0000181	hypothetical protein AF303741.1_00112						hypothetical protein HF920633.1_00022	HF920637.1 - hypothetical protein translation HF920637.1_00085		hypothetical protein KF938901.1_00152				MF599468.1 - hypothetical protein translation MF599468.1_00043																											
OG0000182	hypothetical protein AF303741.1_00117													MF599468.1 - Thymidylate kinase translation MF599468.1_00098									hypothetical protein OM037668.1_00023		hypothetical protein OM037668.1_00023											hypothetical protein OM037668.1_00023					
OG0000183	hypothetical protein AF303741.1_00122						hypothetical protein HF920633.1_00131	HF920637.1 - hypothetical protein translation HF920637.1_00019		hypothetical protein KF938901.1_00063			hypothetical protein LS484712.1_00196																												
OG0000184	hypothetical protein AF303741.1_00136						hypothetical protein HF920633.1_00120	HF920637.1 - hypothetical protein translation HF920637.1_00193		hypothetical protein KF938901.1_00134				MF599468.1 - hypothetical protein translation MF599468.1_00015																											
OG0000185	hypothetical protein AF303741.1_00146						hypothetical protein HF920633.1_00146	HF920637.1 - hypothetical protein translation HF920637.1_00043		hypothetical protein KF938901.1_00139			hypothetical protein LS484712.1_00224																												
OG0000186	hypothetical protein AF303741.1_00148						hypothetical protein HF920633.1_00056	HF920637.1 - hypothetical protein translation HF920637.1_00160		hypothetical protein KF938901.1_00070				MF599468.1 - hypothetical protein translation MF599468.1_00172																											
OG0000187	hypothetical protein AF303741.1_00150						hypothetical protein HF920633.1_00123	HF920637.1 - hypothetical protein translation HF920637.1_00192		hypothetical protein KF938901.1_00146				MF599468.1 - hypothetical protein translation MF599468.1_00044																											
OG0000188	hypothetical protein AF303741.1_00151						hypothetical protein HF920633.1_00050	HF920637.1 - hypothetical protein translation HF920637.1_00070		hypothetical protein KF938901.1_00077			hypothetical protein LS484712.1_00060																												
OG0000189	hypothetical protein AF303741.1_00161						hypothetical protein HF920633.1_00098	HF920637.1 - hypothetical protein translation HF920637.1_00194		hypothetical protein KF938901.1_00079				MF599468.1 - hypothetical protein translation MF599468.1_00065																											
OG0000190	hypothetical protein AF303741.1_00174							HF920637.1 - hypothetical protein translation HF920637.1_00133, HF920637.1 - hypothetical protein translation HF920637.1_00136, HF920637.1 - hypothetical protein translation HF920637.1_00142						MF599468.1 - hypothetical protein translation MF599468.1_00016																											
OG0000191	hypothetical protein AF303741.1_00177						hypothetical protein HF920633.1_00035	HF920637.1 - hypothetical protein translation HF920637.1_00035		hypothetical protein KF938901.1_00010			hypothetical protein LS484712.1_00163																												
OG0000192	hypothetical protein AF303741.1_00184						hypothetical protein HF920633.1_00029	HF920637.1 - hypothetical protein translation HF920637.1_00009		hypothetical protein KF938901.1_00008			hypothetical protein LS484712.1_00120																												
OG0000193	hypothetical protein AF303741.1_00193						hypothetical protein HF920633.1_00121	HF920637.1 - hypothetical protein translation HF920637.1_00149		hypothetical protein KF938901.1_00113			hypothetical protein LS484712.1_00106																												
OG0000194	hypothetical protein AF303741.1_00197						hypothetical protein HF920633.1_00125	HF920637.1 - hypothetical protein translation HF920637.1_00005		hypothetical protein KF938901.1_00148				MF599468.1 - hypothetical protein translation MF599468.1_00125																											
OG0000195			AY521625.1 - hypothetical protein translation AY521625.1_00066									hypothetical protein Lymph_LDV3_KX643370_00021		MF599468.1 - hypothetical protein translation MF599468.1_00006										hypothetical protein MN803438.1_00044						hypothetical protein NC_005946.1_00062											
OG0000196			AY521625.1 - hypothetical protein translation AY521625.1_00076, AY521625.1 - hypothetical protein translation AY521625.1_00106, AY521625.1 - hypothetical protein translation AY521625.1_00107, AY521625.1 - hypothetical protein translation AY521625.1_00108, AY521625.1 - hypothetical protein translation AY521625.1_00109																																						
OG0000197			AY521625.1 - hypothetical protein translation AY521625.1_00097									hypothetical protein Lymph_LDV3_KX643370_00014, hypothetical protein Lymph_LDV3_KX643370_00064, hypothetical protein Lymph_LDV3_KX643370_00128												hypothetical protein MN803438.1_00121																	
OG0000198							hypothetical protein HF920633.1_00139	HF920637.1 - hypothetical protein translation HF920637.1_00024		hypothetical protein KF938901.1_00137		hypothetical protein Lymph_LDV3_KX643370_00020												hypothetical protein MN803438.1_00045																	
OG0000199												hypothetical protein Lymph_LDV3_KX643370_00114											hypothetical protein OM037668.1_00088	hypothetical protein MN803438.1_00130	hypothetical protein OM037668.1_00088											hypothetical protein OM037668.1_00088					
OG0000200	hypothetical protein AF303741.1_00008						hypothetical protein HF920633.1_00101	HF920637.1 - hypothetical protein translation HF920637.1_00215					hypothetical protein LS484712.1_00052																												
OG0000201	hypothetical protein AF303741.1_00012							HF920637.1 - hypothetical protein translation HF920637.1_00065, HF920637.1 - hypothetical protein translation HF920637.1_00115, HF920637.1 - hypothetical protein translation HF920637.1_00177																																	
OG0000202	hypothetical protein AF303741.1_00018						hypothetical protein HF920633.1_00008	HF920637.1 - hypothetical protein translation HF920637.1_00211		hypothetical protein KF938901.1_00130																															
OG0000203	hypothetical protein AF303741.1_00024							HF920637.1 - hypothetical protein translation HF920637.1_00008, HF920637.1 - hypothetical protein translation HF920637.1_00083, HF920637.1 - hypothetical protein translation HF920637.1_00200																																	
OG0000204	hypothetical protein AF303741.1_00042						hypothetical protein HF920633.1_00063	HF920637.1 - hypothetical protein translation HF920637.1_00188		hypothetical protein KF938901.1_00057																															
OG0000205	hypothetical protein AF303741.1_00044						hypothetical protein HF920633.1_00160	HF920637.1 - hypothetical protein translation HF920637.1_00187		hypothetical protein KF938901.1_00082																															
OG0000206	hypothetical protein AF303741.1_00064						hypothetical protein HF920633.1_00061	HF920637.1 - hypothetical protein translation HF920637.1_00074		hypothetical protein KF938901.1_00109																															
OG0000207	hypothetical protein AF303741.1_00074						hypothetical protein HF920633.1_00018			hypothetical protein KF938901.1_00029			hypothetical protein LS484712.1_00233																												
OG0000208	hypothetical protein AF303741.1_00107						hypothetical protein HF920633.1_00023	HF920637.1 - hypothetical protein translation HF920637.1_00204		hypothetical protein KF938901.1_00098																															
OG0000209	hypothetical protein AF303741.1_00120						hypothetical protein HF920633.1_00102	HF920637.1 - hypothetical protein translation HF920637.1_00124		hypothetical protein KF938901.1_00136																															
OG0000210	hypothetical protein AF303741.1_00124						hypothetical protein HF920633.1_00074	HF920637.1 - hypothetical protein translation HF920637.1_00144		hypothetical protein KF938901.1_00045																															
OG0000211	hypothetical protein AF303741.1_00135						hypothetical protein HF920633.1_00087	HF920637.1 - hypothetical protein translation HF920637.1_00167		hypothetical protein KF938901.1_00090																															
OG0000212	hypothetical protein AF303741.1_00159						hypothetical protein HF920633.1_00041	HF920637.1 - hypothetical protein translation HF920637.1_00040		hypothetical protein KF938901.1_00155																															
OG0000213	hypothetical protein AF303741.1_00160						hypothetical protein HF920633.1_00013	HF920637.1 - hypothetical protein translation HF920637.1_00195		hypothetical protein KF938901.1_00035																															
OG0000214	hypothetical protein AF303741.1_00175						hypothetical protein HF920633.1_00113	HF920637.1 - hypothetical protein translation HF920637.1_00012		hypothetical protein KF938901.1_00062																															
OG0000215	hypothetical protein AF303741.1_00203						hypothetical protein HF920633.1_00037	HF920637.1 - hypothetical protein translation HF920637.1_00022		hypothetical protein KF938901.1_00107																															
OG0000216	hypothetical protein AF303741.1_00204						hypothetical protein HF920633.1_00155	HF920637.1 - hypothetical protein translation HF920637.1_00021		hypothetical protein KF938901.1_00154																															
OG0000217		hypothetical protein AF371960.1_00059				hypothetical protein GQ273492.1_00058														hypothetical protein AF371960.1_00059							hypothetical protein AF371960.1_00059														
OG0000218			AY521625.1 - hypothetical protein translation AY521625.1_00023									hypothetical protein Lymph_LDV3_KX643370_00106												hypothetical protein MN803438.1_00110						hypothetical protein NC_005946.1_00051											
OG0000219			AY521625.1 - hypothetical protein translation AY521625.1_00057									hypothetical protein Lymph_LDV3_KX643370_00005		MF599468.1 - hypothetical protein translation MF599468.1_00062										hypothetical protein MN803438.1_00140																	
OG0000220			AY521625.1 - hypothetical protein translation AY521625.1_00061									hypothetical protein Lymph_LDV3_KX643370_00046												hypothetical protein MN803438.1_00008						hypothetical protein NC_005946.1_00088											
OG0000221			AY521625.1 - hypothetical protein translation AY521625.1_00094									hypothetical protein Lymph_LDV3_KX643370_00054												hypothetical protein MN803438.1_00026						hypothetical protein NC_005946.1_00096											
OG0000222			AY521625.1 - hypothetical protein translation AY521625.1_00116									hypothetical protein Lymph_LDV3_KX643370_00146												hypothetical protein MN803438.1_00136						hypothetical protein NC_005946.1_00015											
OG0000223			AY521625.1 - hypothetical protein translation AY521625.1_00128									hypothetical protein Lymph_LDV3_KX643370_00102												hypothetical protein MN803438.1_00099						hypothetical protein NC_005946.1_00073											
OG0000224												G-protein coupled receptor US28 Lymph_LDV3_KX643370_00024, hypothetical protein Lymph_LDV3_KX643370_00019												G-protein coupled receptor US28 MN803438.1_00039, G-protein coupled receptor US28 MN803438.1_00081																	
OG0000225												hypothetical protein Lymph_LDV3_KX643370_00035, hypothetical protein Lymph_LDV3_KX643370_00071												hypothetical protein MN803438.1_00050, hypothetical protein MN803438.1_00061																	
OG0000226												hypothetical protein Lymph_LDV3_KX643370_00062, hypothetical protein Lymph_LDV3_KX643370_00142												hypothetical protein MN803438.1_00072, hypothetical protein MN803438.1_00133																	
OG0000227												hypothetical protein Lymph_LDV3_KX643370_00074, hypothetical protein Lymph_LDV3_KX643370_00084												hypothetical protein MN803438.1_00058, hypothetical protein MN803438.1_00087																	
OG0000228													Golgi anti-apoptotic protein LS484712.1_00024										Golgi anti-apoptotic protein OM037668.1_00017		Golgi anti-apoptotic protein OM037668.1_00017											Golgi anti-apoptotic protein OM037668.1_00017					
OG0000229													hypothetical protein LS484712.1_00154, hypothetical protein LS484712.1_00156, hypothetical protein LS484712.1_00158, hypothetical protein LS484712.1_00161																												
OG0000230													hypothetical protein LS484712.1_00227, hypothetical protein LS484712.1_00229, hypothetical protein LS484712.1_00231, hypothetical protein LS484712.1_00249																												
OG0000231																							hypothetical protein OM037668.1_00063		hypothetical protein OM037668.1_00063					hypothetical protein NC_005946.1_00007						hypothetical protein OM037668.1_00063					
OG0000232	hypothetical protein AF303741.1_00028						hypothetical protein HF920633.1_00016			hypothetical protein KF938901.1_00038																															
OG0000233	hypothetical protein AF303741.1_00053							HF920637.1 - hypothetical protein translation HF920637.1_00053		hypothetical protein KF938901.1_00015																															
OG0000234	hypothetical protein AF303741.1_00077							HF920637.1 - hypothetical protein translation HF920637.1_00090						MF599468.1 - hypothetical protein translation MF599468.1_00072																											
OG0000235	hypothetical protein AF303741.1_00093							HF920637.1 - hypothetical protein translation HF920637.1_00174		hypothetical protein KF938901.1_00016																															
OG0000236	hypothetical protein AF303741.1_00115						hypothetical protein HF920633.1_00070			hypothetical protein KF938901.1_00018																															
OG0000237	hypothetical protein AF303741.1_00116						hypothetical protein HF920633.1_00167			hypothetical protein KF938901.1_00040																															
OG0000238	hypothetical protein AF303741.1_00190							HF920637.1 - hypothetical protein translation HF920637.1_00203						MF599468.1 - hypothetical protein translation MF599468.1_00039																											
OG0000239	hypothetical protein AF303741.1_00201							HF920637.1 - hypothetical protein translation HF920637.1_00063		hypothetical protein KF938901.1_00122																															
OG0000240	hypothetical protein AF303741.1_00202							HF920637.1 - hypothetical protein translation HF920637.1_00064						MF599468.1 - hypothetical protein translation MF599468.1_00107																											
OG0000241			AY521625.1 - hypothetical protein translation AY521625.1_00010									hypothetical protein Lymph_LDV3_KX643370_00037																		hypothetical protein NC_005946.1_00034											
OG0000242			AY521625.1 - hypothetical protein translation AY521625.1_00043									hypothetical protein Lymph_LDV3_KX643370_00151																		hypothetical protein NC_005946.1_00064											
OG0000243			AY521625.1 - hypothetical protein translation AY521625.1_00055									hypothetical protein Lymph_LDV3_KX643370_00148												hypothetical protein MN803438.1_00004																	
OG0000244							hypothetical protein HF920633.1_00012			hypothetical protein KF938901.1_00032, hypothetical protein KF938901.1_00034																															
OG0000245							hypothetical protein HF920633.1_00060			hypothetical protein KF938901.1_00050			hypothetical protein LS484712.1_00207																												
OG0000246							hypothetical protein HF920633.1_00159			hypothetical protein KF938901.1_00083			hypothetical protein LS484712.1_00206																												
OG0000247							hypothetical protein HF920633.1_00164			hypothetical protein KF938901.1_00013			hypothetical protein LS484712.1_00201																												
OG0000248												hypothetical protein Lymph_LDV3_KX643370_00045, hypothetical protein Lymph_LDV3_KX643370_00087												hypothetical protein MN803438.1_00075																	
OG0000249												hypothetical protein Lymph_LDV3_KX643370_00105												hypothetical protein MN803438.1_00053, hypothetical protein MN803438.1_00103																	
OG0000250													hypothetical protein LS484712.1_00155, hypothetical protein LS484712.1_00157, hypothetical protein LS484712.1_00160																												
OG0000251													hypothetical protein LS484712.1_00228, hypothetical protein LS484712.1_00230, hypothetical protein LS484712.1_00232																												
OG0000252													hypothetical protein LS484712.1_00263, hypothetical protein LS484712.1_00264, hypothetical protein LS484712.1_00265																												
OG0000253													hypothetical protein LS484712.1_00271, hypothetical protein LS484712.1_00272, hypothetical protein LS484712.1_00273																												
OG0000254																							hypothetical protein OM037668.1_00002		hypothetical protein OM037668.1_00002											hypothetical protein OM037668.1_00002					
OG0000255																							hypothetical protein OM037668.1_00007		hypothetical protein OM037668.1_00007											hypothetical protein OM037668.1_00007					
OG0000256																							hypothetical protein OM037668.1_00010		hypothetical protein OM037668.1_00010											hypothetical protein OM037668.1_00010					
OG0000257																							hypothetical protein OM037668.1_00012		hypothetical protein OM037668.1_00012											hypothetical protein OM037668.1_00012					
OG0000258																							hypothetical protein OM037668.1_00014		hypothetical protein OM037668.1_00014											hypothetical protein OM037668.1_00014					
OG0000259																							hypothetical protein OM037668.1_00025		hypothetical protein OM037668.1_00025											hypothetical protein OM037668.1_00025					
OG0000260																							hypothetical protein OM037668.1_00026		hypothetical protein OM037668.1_00026											hypothetical protein OM037668.1_00026					
OG0000261																							hypothetical protein OM037668.1_00027		hypothetical protein OM037668.1_00027											hypothetical protein OM037668.1_00027					
OG0000262																							hypothetical protein OM037668.1_00029		hypothetical protein OM037668.1_00029											hypothetical protein OM037668.1_00029					
OG0000263																							hypothetical protein OM037668.1_00034		hypothetical protein OM037668.1_00034											hypothetical protein OM037668.1_00034					
OG0000264																							hypothetical protein OM037668.1_00037		hypothetical protein OM037668.1_00037											hypothetical protein OM037668.1_00037					
OG0000265																							hypothetical protein OM037668.1_00039		hypothetical protein OM037668.1_00039											hypothetical protein OM037668.1_00039					
OG0000266																							hypothetical protein OM037668.1_00044		hypothetical protein OM037668.1_00044											hypothetical protein OM037668.1_00044					
OG0000267																							hypothetical protein OM037668.1_00049		hypothetical protein OM037668.1_00049											hypothetical protein OM037668.1_00049					
OG0000268																							hypothetical protein OM037668.1_00052		hypothetical protein OM037668.1_00052											hypothetical protein OM037668.1_00052					
OG0000269																							hypothetical protein OM037668.1_00055		hypothetical protein OM037668.1_00055											hypothetical protein OM037668.1_00055					
OG0000270																							hypothetical protein OM037668.1_00058		hypothetical protein OM037668.1_00058											hypothetical protein OM037668.1_00058					
OG0000271																							hypothetical protein OM037668.1_00060		hypothetical protein OM037668.1_00060											hypothetical protein OM037668.1_00060					
OG0000272																							hypothetical protein OM037668.1_00061		hypothetical protein OM037668.1_00061											hypothetical protein OM037668.1_00061					
OG0000273																							hypothetical protein OM037668.1_00065		hypothetical protein OM037668.1_00065											hypothetical protein OM037668.1_00065					
OG0000274																							hypothetical protein OM037668.1_00069		hypothetical protein OM037668.1_00069											hypothetical protein OM037668.1_00069					
OG0000275																							hypothetical protein OM037668.1_00070		hypothetical protein OM037668.1_00070											hypothetical protein OM037668.1_00070					
OG0000276																							hypothetical protein OM037668.1_00072		hypothetical protein OM037668.1_00072											hypothetical protein OM037668.1_00072					
OG0000277																							hypothetical protein OM037668.1_00092		hypothetical protein OM037668.1_00092											hypothetical protein OM037668.1_00092					
OG0000278																							hypothetical protein OM037668.1_00093		hypothetical protein OM037668.1_00093											hypothetical protein OM037668.1_00093					
OG0000279																							hypothetical protein OM037668.1_00094		hypothetical protein OM037668.1_00094											hypothetical protein OM037668.1_00094					
OG0000280																							hypothetical protein OM037668.1_00102		hypothetical protein OM037668.1_00102											hypothetical protein OM037668.1_00102					
OG0000281																							hypothetical protein OM037668.1_00103		hypothetical protein OM037668.1_00103											hypothetical protein OM037668.1_00103					
OG0000282																							hypothetical protein OM037668.1_00104		hypothetical protein OM037668.1_00104											hypothetical protein OM037668.1_00104					
OG0000283																							hypothetical protein OM037668.1_00107		hypothetical protein OM037668.1_00107											hypothetical protein OM037668.1_00107					
OG0000284																							hypothetical protein OM037668.1_00108		hypothetical protein OM037668.1_00108											hypothetical protein OM037668.1_00108					
OG0000285																							hypothetical protein OM037668.1_00109		hypothetical protein OM037668.1_00109											hypothetical protein OM037668.1_00109					
OG0000286																							hypothetical protein OM037668.1_00111		hypothetical protein OM037668.1_00111											hypothetical protein OM037668.1_00111					
OG0000287																							hypothetical protein OM037668.1_00112		hypothetical protein OM037668.1_00112											hypothetical protein OM037668.1_00112					
OG0000288																							hypothetical protein OM037668.1_00114		hypothetical protein OM037668.1_00114											hypothetical protein OM037668.1_00114					
OG0000289																							hypothetical protein OM037668.1_00116		hypothetical protein OM037668.1_00116											hypothetical protein OM037668.1_00116					
OG0000290																							hypothetical protein OM037668.1_00117		hypothetical protein OM037668.1_00117											hypothetical protein OM037668.1_00117					
OG0000291																							hypothetical protein OM037668.1_00118		hypothetical protein OM037668.1_00118											hypothetical protein OM037668.1_00118					
OG0000292																							hypothetical protein OM037668.1_00119		hypothetical protein OM037668.1_00119											hypothetical protein OM037668.1_00119					
OG0000293																							hypothetical protein OM037668.1_00120		hypothetical protein OM037668.1_00120											hypothetical protein OM037668.1_00120					
OG0000294																							mRNA decay activator protein SDDV_ORF016		mRNA decay activator protein SDDV_ORF016											mRNA decay activator protein SDDV_ORF016					
OG0000295	hypothetical protein AF303741.1_00002						hypothetical protein HF920633.1_00075																																		
OG0000296	hypothetical protein AF303741.1_00010							HF920637.1 - hypothetical protein translation HF920637.1_00214																																	
OG0000297	hypothetical protein AF303741.1_00014							HF920637.1 - hypothetical protein translation HF920637.1_00154																																	
OG0000298	hypothetical protein AF303741.1_00016						hypothetical protein HF920633.1_00002																																		
OG0000299	hypothetical protein AF303741.1_00020							HF920637.1 - hypothetical protein translation HF920637.1_00155																																	
OG0000300	hypothetical protein AF303741.1_00025							HF920637.1 - hypothetical protein translation HF920637.1_00131																																	
OG0000301	hypothetical protein AF303741.1_00027							HF920637.1 - hypothetical protein translation HF920637.1_00107																																	
OG0000302	hypothetical protein AF303741.1_00034							HF920637.1 - hypothetical protein translation HF920637.1_00103																																	
OG0000303	hypothetical protein AF303741.1_00040							HF920637.1 - hypothetical protein translation HF920637.1_00191																																	
OG0000304	hypothetical protein AF303741.1_00043						hypothetical protein HF920633.1_00178																																		
OG0000305	hypothetical protein AF303741.1_00045							HF920637.1 - hypothetical protein translation HF920637.1_00186																																	
OG0000306	hypothetical protein AF303741.1_00048						hypothetical protein HF920633.1_00166																																		
OG0000307	hypothetical protein AF303741.1_00050							HF920637.1 - hypothetical protein translation HF920637.1_00179																																	
OG0000308	hypothetical protein AF303741.1_00052							HF920637.1 - hypothetical protein translation HF920637.1_00055																																	
OG0000309	hypothetical protein AF303741.1_00055							HF920637.1 - hypothetical protein translation HF920637.1_00050																																	
OG0000310	hypothetical protein AF303741.1_00060							HF920637.1 - hypothetical protein translation HF920637.1_00082																																	
OG0000311	hypothetical protein AF303741.1_00061							HF920637.1 - hypothetical protein translation HF920637.1_00081																																	
OG0000312	hypothetical protein AF303741.1_00069						hypothetical protein HF920633.1_00065																																		
OG0000313	hypothetical protein AF303741.1_00092							HF920637.1 - hypothetical protein translation HF920637.1_00104																																	
OG0000314	hypothetical protein AF303741.1_00097							HF920637.1 - hypothetical protein translation HF920637.1_00046																																	
OG0000315	hypothetical protein AF303741.1_00098							HF920637.1 - hypothetical protein translation HF920637.1_00171																																	
OG0000316	hypothetical protein AF303741.1_00102							HF920637.1 - hypothetical protein translation HF920637.1_00088																																	
OG0000317	hypothetical protein AF303741.1_00111						hypothetical protein HF920633.1_00140																																		
OG0000318	hypothetical protein AF303741.1_00113							HF920637.1 - hypothetical protein translation HF920637.1_00006																																	
OG0000319	hypothetical protein AF303741.1_00118							HF920637.1 - hypothetical protein translation HF920637.1_00126																																	
OG0000320	hypothetical protein AF303741.1_00119							HF920637.1 - hypothetical protein translation HF920637.1_00125																																	
OG0000321	hypothetical protein AF303741.1_00131							HF920637.1 - hypothetical protein translation HF920637.1_00135																																	
OG0000322	hypothetical protein AF303741.1_00139							HF920637.1 - hypothetical protein translation HF920637.1_00207																																	
OG0000323	hypothetical protein AF303741.1_00140							HF920637.1 - hypothetical protein translation HF920637.1_00202																																	
OG0000324	hypothetical protein AF303741.1_00143							HF920637.1 - hypothetical protein translation HF920637.1_00209																																	
OG0000325	hypothetical protein AF303741.1_00155							HF920637.1 - hypothetical protein translation HF920637.1_00032																																	
OG0000326	hypothetical protein AF303741.1_00163							HF920637.1 - hypothetical protein translation HF920637.1_00023																																	
OG0000327	hypothetical protein AF303741.1_00166							HF920637.1 - hypothetical protein translation HF920637.1_00002																																	
OG0000328	hypothetical protein AF303741.1_00167							HF920637.1 - hypothetical protein translation HF920637.1_00185																																	
OG0000329	hypothetical protein AF303741.1_00172							HF920637.1 - hypothetical protein translation HF920637.1_00134																																	
OG0000330	hypothetical protein AF303741.1_00180						hypothetical protein HF920633.1_00176																																		
OG0000331	hypothetical protein AF303741.1_00186						hypothetical protein HF920633.1_00055																																		
OG0000332	hypothetical protein AF303741.1_00187							HF920637.1 - hypothetical protein translation HF920637.1_00173																																	
OG0000333	hypothetical protein AF303741.1_00196							HF920637.1 - hypothetical protein translation HF920637.1_00030																																	
OG0000334	hypothetical protein AF303741.1_00198							HF920637.1 - hypothetical protein translation HF920637.1_00007																																	
OG0000335	hypothetical protein AF303741.1_00199							HF920637.1 - hypothetical protein translation HF920637.1_00076																																	
OG0000336			AY521625.1 - hypothetical protein translation AY521625.1_00008																											hypothetical protein NC_005946.1_00035											
OG0000337			AY521625.1 - hypothetical protein translation AY521625.1_00013																											hypothetical protein NC_005946.1_00005											
OG0000338			AY521625.1 - hypothetical protein translation AY521625.1_00015																											hypothetical protein NC_005946.1_00003											
OG0000339			AY521625.1 - hypothetical protein translation AY521625.1_00020																											hypothetical protein NC_005946.1_00047											
OG0000340			AY521625.1 - hypothetical protein translation AY521625.1_00039																											hypothetical protein NC_005946.1_00018											
OG0000341			AY521625.1 - hypothetical protein translation AY521625.1_00052																											hypothetical protein NC_005946.1_00012											
OG0000342			AY521625.1 - hypothetical protein translation AY521625.1_00063																											hypothetical protein NC_005946.1_00090											
OG0000343			AY521625.1 - hypothetical protein translation AY521625.1_00068, AY521625.1 - hypothetical protein translation AY521625.1_00088																																						
OG0000344			AY521625.1 - hypothetical protein translation AY521625.1_00072																											hypothetical protein NC_005946.1_00081											
OG0000345			AY521625.1 - hypothetical protein translation AY521625.1_00075																											hypothetical protein NC_005946.1_00084											
OG0000346			AY521625.1 - viral Ubiquitin translation AY521625.1_00089											MF599468.1 - viral Ubiquitin translation MF599468.1_00076																											
OG0000347			AY521625.1 - hypothetical protein translation AY521625.1_00090																											hypothetical protein NC_005946.1_00013											
OG0000348			AY521625.1 - hypothetical protein translation AY521625.1_00102																											hypothetical protein NC_005946.1_00079											
OG0000349			AY521625.1 - hypothetical protein translation AY521625.1_00104																											hypothetical protein NC_005946.1_00080											
OG0000350			AY521625.1 - hypothetical protein translation AY521625.1_00105																											hypothetical protein NC_005946.1_00059											
OG0000351			AY521625.1 - hypothetical protein translation AY521625.1_00113																											hypothetical protein NC_005946.1_00017											
OG0000352			AY521625.1 - hypothetical protein translation AY521625.1_00117																											hypothetical protein NC_005946.1_00077											
OG0000353			AY521625.1 - hypothetical protein translation AY521625.1_00118																											hypothetical protein NC_005946.1_00076											
OG0000354			AY521625.1 - hypothetical protein translation AY521625.1_00119																											hypothetical protein NC_005946.1_00072											
OG0000355			AY521625.1 - hypothetical protein translation AY521625.1_00123																											hypothetical protein NC_005946.1_00069											
OG0000356			AY521625.1 - hypothetical protein translation AY521625.1_00124, AY521625.1 - hypothetical protein translation AY521625.1_00125																																						
OG0000357			AY521625.1 - hypothetical protein translation AY521625.1_00131																											hypothetical protein NC_005946.1_00056											
OG0000358			AY521625.1 - hypothetical protein translation AY521625.1_00137																											hypothetical protein NC_005946.1_00058											
OG0000359							hypothetical protein HF920633.1_00005			hypothetical protein KF938901.1_00026																															
OG0000360							hypothetical protein HF920633.1_00006			hypothetical protein KF938901.1_00028																															
OG0000361							hypothetical protein HF920633.1_00015			hypothetical protein KF938901.1_00037																															
OG0000362							hypothetical protein HF920633.1_00033			hypothetical protein KF938901.1_00149																															
OG0000363							hypothetical protein HF920633.1_00042			hypothetical protein KF938901.1_00110																															
OG0000364							hypothetical protein HF920633.1_00045			hypothetical protein KF938901.1_00041																															
OG0000365							hypothetical protein HF920633.1_00048			hypothetical protein KF938901.1_00068																															
OG0000366							hypothetical protein HF920633.1_00049			hypothetical protein KF938901.1_00004																															
OG0000367							hypothetical protein HF920633.1_00051			hypothetical protein KF938901.1_00078																															
OG0000368							hypothetical protein HF920633.1_00052			hypothetical protein KF938901.1_00011																															
OG0000369							hypothetical protein HF920633.1_00066			hypothetical protein KF938901.1_00059																															
OG0000370							hypothetical protein HF920633.1_00078			hypothetical protein KF938901.1_00042																															
OG0000371							hypothetical protein HF920633.1_00089			hypothetical protein KF938901.1_00096																															
OG0000372							hypothetical protein HF920633.1_00090			hypothetical protein KF938901.1_00051																															
OG0000373							hypothetical protein HF920633.1_00095			hypothetical protein KF938901.1_00002																															
OG0000374							hypothetical protein HF920633.1_00111			hypothetical protein KF938901.1_00132																															
OG0000375							hypothetical protein HF920633.1_00112	HF920637.1 - hypothetical protein translation HF920637.1_00170																																	
OG0000376							hypothetical protein HF920633.1_00115			hypothetical protein KF938901.1_00144																															
OG0000377							mRNA-decapping protein D10 HF920633.1_00136			hypothetical protein KF938901.1_00087																															
OG0000378							hypothetical protein HF920633.1_00137	HF920637.1 - hypothetical protein translation HF920637.1_00027																																	
