HOG	OG	Gene Tree Parent Clade	AF303741.1	AF371960.1	AY521625.1	AY532606.1	AY779031.1	AY894343.1	BD143114.1	GQ273492.1	HF920633.1	HF920637.1	KC244182.1	KF938901.1	KT804738.1	L63545.1	LS484712.1	MF599468.1	MG570131.1	MG570132.1	MK098185.1	MK098186.1	MK098187.1	MK689685.1	MK689686.1	MN432490.1	MN562489.1	MN803438.1	MT521409.1	MT798582.1	MT926123.1	MT986830.1	MW139932.1	NC_005946.1	NC_027778.1	OK042108.1	OK042109.1	OL310752.1	OL774653.1	OL774654.1	OL774655.1	OM037668.1	ON075463.1	ON740976.1	ON743042.1	OP009387.1	OQ475017.1
N17.HOG0000199	OG0000199	n0	AF303741.1_00161								HF920633.1_00098	HF920637.1_00194		KF938901.1_00079				MF599468.1_00065																													
N17.HOG0000200	OG0000200	n0	AF303741.1_00174									HF920637.1_00133, HF920637.1_00142, HF920637.1_00136						MF599468.1_00016																													
N17.HOG0000201	OG0000201	n0	AF303741.1_00177								HF920633.1_00035	HF920637.1_00035		KF938901.1_00010			LS484712.1_00163																														
N17.HOG0000202	OG0000202	n0	AF303741.1_00184								HF920633.1_00029	HF920637.1_00009		KF938901.1_00008			LS484712.1_00120																														
N17.HOG0000203	OG0000203	n0	AF303741.1_00193								HF920633.1_00121	HF920637.1_00149		KF938901.1_00113			LS484712.1_00106																														
N17.HOG0000204	OG0000204	n0	AF303741.1_00197								HF920633.1_00125	HF920637.1_00005		KF938901.1_00148				MF599468.1_00125																													
N17.HOG0000205	OG0000205	n0		AF371960.1_00059						GQ273492.1_00058														MK689685.1_00056							MT926123.1_00060																
N17.HOG0000206	OG0000206	n0			AY521625.1_00066											L63545.1_00106		MF599468.1_00006										MN803438.1_00044						NC_005946.1_00062													
N17.HOG0000207	OG0000207	n0			AY521625.1_00076, AY521625.1_00106, AY521625.1_00107, AY521625.1_00108, AY521625.1_00109																																										
N17.HOG0000208	OG0000208	n0					AY779031.1_00058																																								
N17.HOG0000209	OG0000210	n0									HF920633.1_00139	HF920637.1_00024		KF938901.1_00137		L63545.1_00105												MN803438.1_00045																			
N17.HOG0000210	OG0000211	n0															LS484712.1_00024										MN562489.1_00120		MT521409.1_00121						NC_027778.1_00102							OM037668.1_00017					
N17.HOG0000211	OG0000212	n0																									MN562489.1_00048	MN803438.1_00130	MT521409.1_00049						NC_027778.1_00028							OM037668.1_00088					
N17.HOG0000212	OG0000213	n0																									MN562489.1_00074		MT521409.1_00075					NC_005946.1_00007	NC_027778.1_00055							OM037668.1_00063					
N17.HOG0000213	OG0000214	n0	AF303741.1_00008								HF920633.1_00101	HF920637.1_00215					LS484712.1_00052																														
N17.HOG0000214	OG0000215	n0	AF303741.1_00012									HF920637.1_00065, HF920637.1_00115, HF920637.1_00177																																			
N17.HOG0000215	OG0000216	n0	AF303741.1_00018								HF920633.1_00008	HF920637.1_00211		KF938901.1_00130																																	
N17.HOG0000216	OG0000217	n0	AF303741.1_00024									HF920637.1_00008, HF920637.1_00200, HF920637.1_00083																																			
N17.HOG0000217	OG0000218	n0	AF303741.1_00042								HF920633.1_00063	HF920637.1_00188		KF938901.1_00057																																	
N17.HOG0000218	OG0000219	n0	AF303741.1_00044								HF920633.1_00160	HF920637.1_00187		KF938901.1_00082																																	
N17.HOG0000219	OG0000220	n0	AF303741.1_00064								HF920633.1_00061	HF920637.1_00074		KF938901.1_00109																																	
N17.HOG0000220	OG0000221	n0	AF303741.1_00074								HF920633.1_00018			KF938901.1_00029			LS484712.1_00233																														
N17.HOG0000221	OG0000222	n0	AF303741.1_00107								HF920633.1_00023	HF920637.1_00204		KF938901.1_00098																																	
N17.HOG0000222	OG0000223	n0	AF303741.1_00120								HF920633.1_00102	HF920637.1_00124		KF938901.1_00136																																	
N17.HOG0000223	OG0000224	n0	AF303741.1_00124								HF920633.1_00074	HF920637.1_00144		KF938901.1_00045																																	
N17.HOG0000224	OG0000225	n0	AF303741.1_00135								HF920633.1_00087	HF920637.1_00167		KF938901.1_00090																																	
N17.HOG0000225	OG0000226	n0	AF303741.1_00159								HF920633.1_00041	HF920637.1_00040		KF938901.1_00155																																	
N17.HOG0000226	OG0000227	n0	AF303741.1_00160								HF920633.1_00013	HF920637.1_00195		KF938901.1_00035																																	
N17.HOG0000227	OG0000228	n0	AF303741.1_00175								HF920633.1_00113	HF920637.1_00012		KF938901.1_00062																																	
N17.HOG0000228	OG0000229	n0	AF303741.1_00203								HF920633.1_00037	HF920637.1_00022		KF938901.1_00107																																	
N17.HOG0000229	OG0000230	n0	AF303741.1_00204								HF920633.1_00155	HF920637.1_00021		KF938901.1_00154																																	
N17.HOG0000230	OG0000231	n0		AF371960.1_00024																						MN432490.1_00026					MT926123.1_00025	MT986830.1_00025															
N17.HOG0000231	OG0000232	n0			AY521625.1_00023											L63545.1_00025												MN803438.1_00110						NC_005946.1_00051													
N17.HOG0000232	OG0000233	n0			AY521625.1_00057											L63545.1_00082		MF599468.1_00062										MN803438.1_00140																			
N17.HOG0000233	OG0000234	n0			AY521625.1_00061											L63545.1_00021												MN803438.1_00008						NC_005946.1_00088													
N17.HOG0000234	OG0000235	n0			AY521625.1_00094											L63545.1_00109												MN803438.1_00026						NC_005946.1_00096													
N17.HOG0000235	OG0000236	n0			AY521625.1_00116											L63545.1_00022												MN803438.1_00136						NC_005946.1_00015													
N17.HOG0000236	OG0000237	n0			AY521625.1_00128											L63545.1_00032												MN803438.1_00099						NC_005946.1_00073													
N17.HOG0000237	OG0000238	n0					AY779031.1_00064																																								
N17.HOG0000238	OG0000239	n0														L63545.1_00102												MN803438.1_00053, MN803438.1_00103, MN803438.1_00064																			
N17.HOG0000239	OG0000240	n0															LS484712.1_00154, LS484712.1_00156, LS484712.1_00161, LS484712.1_00158																														
N17.HOG0000240	OG0000241	n0															LS484712.1_00228, LS484712.1_00230, LS484712.1_00232, LS484712.1_00249																														
N17.HOG0000241	OG0000242	n0																									MN562489.1_00006		MT521409.1_00006						NC_027778.1_00127							OM037668.1_00129					
N17.HOG0000242	OG0000243	n0																									MN562489.1_00021		MT521409.1_00022						NC_027778.1_00001							OM037668.1_00114					
N17.HOG0000243	OG0000244	n0																									MN562489.1_00024		MT521409.1_00025						NC_027778.1_00004							OM037668.1_00112					
N17.HOG0000244	OG0000245	n0																									MN562489.1_00025		MT521409.1_00026						NC_027778.1_00005							OM037668.1_00111					
N17.HOG0000245	OG0000246	n0																									MN562489.1_00027		MT521409.1_00028						NC_027778.1_00007							OM037668.1_00109					
N17.HOG0000246	OG0000247	n0																									MN562489.1_00028		MT521409.1_00029						NC_027778.1_00008							OM037668.1_00108					
N17.HOG0000247	OG0000248	n0																									MN562489.1_00029		MT521409.1_00030						NC_027778.1_00009							OM037668.1_00107					
N17.HOG0000248	OG0000249	n0																									MN562489.1_00032		MT521409.1_00033						NC_027778.1_00012							OM037668.1_00104					
N17.HOG0000249	OG0000250	n0																									MN562489.1_00033		MT521409.1_00034						NC_027778.1_00013							OM037668.1_00103					
N17.HOG0000250	OG0000251	n0																									MN562489.1_00034		MT521409.1_00035						NC_027778.1_00014							OM037668.1_00102					
N17.HOG0000251	OG0000252	n0																									MN562489.1_00042		MT521409.1_00043						NC_027778.1_00022							OM037668.1_00094					
N17.HOG0000252	OG0000253	n0																									MN562489.1_00043		MT521409.1_00044						NC_027778.1_00023							OM037668.1_00093					
N17.HOG0000253	OG0000254	n0																									MN562489.1_00044		MT521409.1_00045						NC_027778.1_00024							OM037668.1_00092					
N17.HOG0000254	OG0000255	n0																									MN562489.1_00065		MT521409.1_00066						NC_027778.1_00045							OM037668.1_00072					
N17.HOG0000255	OG0000256	n0																									MN562489.1_00067		MT521409.1_00068						NC_027778.1_00047							OM037668.1_00070					
N17.HOG0000256	OG0000257	n0																									MN562489.1_00068		MT521409.1_00069						NC_027778.1_00048							OM037668.1_00069					
N17.HOG0000257	OG0000258	n0																									MN562489.1_00072		MT521409.1_00073						NC_027778.1_00053							OM037668.1_00065					
N17.HOG0000258	OG0000259	n0																									MN562489.1_00076		MT521409.1_00077						NC_027778.1_00057							OM037668.1_00061					
N17.HOG0000259	OG0000260	n0																									MN562489.1_00077		MT521409.1_00078						NC_027778.1_00058							OM037668.1_00060					
N17.HOG0000260	OG0000261	n0																									MN562489.1_00078		MT521409.1_00079						NC_027778.1_00059							OM037668.1_00059					
N17.HOG0000261	OG0000262	n0																									MN562489.1_00079		MT521409.1_00080						NC_027778.1_00060							OM037668.1_00058					
N17.HOG0000262	OG0000263	n0																									MN562489.1_00082		MT521409.1_00083						NC_027778.1_00063							OM037668.1_00055					
N17.HOG0000263	OG0000264	n0																									MN562489.1_00085		MT521409.1_00086						NC_027778.1_00066							OM037668.1_00052					
N17.HOG0000264	OG0000265	n0																									MN562489.1_00088		MT521409.1_00089						NC_027778.1_00069							OM037668.1_00049					
N17.HOG0000265	OG0000266	n0																									MN562489.1_00093		MT521409.1_00094						NC_027778.1_00074							OM037668.1_00044					
N17.HOG0000266	OG0000267	n0																									MN562489.1_00098		MT521409.1_00099						NC_027778.1_00079							OM037668.1_00039					
N17.HOG0000267	OG0000268	n0																									MN562489.1_00100		MT521409.1_00101						NC_027778.1_00081							OM037668.1_00037					
N17.HOG0000268	OG0000269	n0																									MN562489.1_00103		MT521409.1_00104						NC_027778.1_00084							OM037668.1_00034					
N17.HOG0000269	OG0000270	n0																									MN562489.1_00108		MT521409.1_00109						NC_027778.1_00089							OM037668.1_00029					
N17.HOG0000270	OG0000271	n0																									MN562489.1_00110		MT521409.1_00111						NC_027778.1_00091							OM037668.1_00027					
N17.HOG0000271	OG0000272	n0																									MN562489.1_00111		MT521409.1_00112						NC_027778.1_00092							OM037668.1_00026					
N17.HOG0000272	OG0000273	n0																									MN562489.1_00112		MT521409.1_00113						NC_027778.1_00093							OM037668.1_00025					
N17.HOG0000273	OG0000274	n0																									MN562489.1_00121		MT521409.1_00122						NC_027778.1_00103							OM037668.1_00016					
N17.HOG0000274	OG0000275	n0																									MN562489.1_00123		MT521409.1_00124						NC_027778.1_00105							OM037668.1_00014					
N17.HOG0000275	OG0000276	n0																									MN562489.1_00125		MT521409.1_00126						NC_027778.1_00107							OM037668.1_00012					
N17.HOG0000276	OG0000277	n0																									MN562489.1_00127		MT521409.1_00128						NC_027778.1_00109							OM037668.1_00010					
N17.HOG0000277	OG0000278	n0																									MN562489.1_00129		MT521409.1_00130						NC_027778.1_00112							OM037668.1_00008					
N17.HOG0000278	OG0000279	n0																									MN562489.1_00130		MT521409.1_00131						NC_027778.1_00113							OM037668.1_00007					
N17.HOG0000279	OG0000280	n0																									MN562489.1_00135		MT521409.1_00136						NC_027778.1_00118							OM037668.1_00002					
N17.HOG0000280	OG0000281	-	AF303741.1_00028								HF920633.1_00016			KF938901.1_00038																																	
N17.HOG0000281	OG0000282	-	AF303741.1_00053									HF920637.1_00053		KF938901.1_00015																																	
N17.HOG0000282	OG0000283	-	AF303741.1_00077									HF920637.1_00090						MF599468.1_00072																													
N17.HOG0000283	OG0000284	-	AF303741.1_00093									HF920637.1_00174		KF938901.1_00016																																	
N17.HOG0000284	OG0000285	-	AF303741.1_00115								HF920633.1_00070			KF938901.1_00018																																	
N17.HOG0000285	OG0000286	-	AF303741.1_00116								HF920633.1_00167			KF938901.1_00040																																	
N17.HOG0000286	OG0000287	-	AF303741.1_00201									HF920637.1_00063		KF938901.1_00122																																	
N17.HOG0000287	OG0000288	-	AF303741.1_00202									HF920637.1_00064						MF599468.1_00107																													
N17.HOG0000288	OG0000289	-		AF371960.1_00085																				MK689685.1_00082							MT926123.1_00086																
N17.HOG0000289	OG0000290	-			AY521625.1_00010											L63545.1_00061																		NC_005946.1_00034													
N17.HOG0000290	OG0000291	-			AY521625.1_00055											L63545.1_00067												MN803438.1_00004																			
N17.HOG0000291	OG0000292	-									HF920633.1_00012			KF938901.1_00034, KF938901.1_00032																																	
N17.HOG0000292	OG0000293	-									HF920633.1_00060			KF938901.1_00050			LS484712.1_00207																														
N17.HOG0000293	OG0000294	-									HF920633.1_00159			KF938901.1_00083			LS484712.1_00206																														
N17.HOG0000294	OG0000295	-									HF920633.1_00164			KF938901.1_00013			LS484712.1_00201																														
N17.HOG0000295	OG0000296	-														L63545.1_00095												MN803438.1_00133, MN803438.1_00072																			
N17.HOG0000296	OG0000297	-															LS484712.1_00155, LS484712.1_00157, LS484712.1_00160																														
N17.HOG0000297	OG0000298	-															LS484712.1_00227, LS484712.1_00229, LS484712.1_00231																														
N17.HOG0000298	OG0000299	-															LS484712.1_00263, LS484712.1_00264, LS484712.1_00265																														
N17.HOG0000299	OG0000300	-															LS484712.1_00272, LS484712.1_00273, LS484712.1_00271																														
N17.HOG0000300	OG0000301	-																								MN432490.1_00029						MT986830.1_00030														OP009387.1_00027	
N17.HOG0000301	OG0000302	-																									MN562489.1_00015		MT521409.1_00015													OM037668.1_00120					
N17.HOG0000302	OG0000303	-																									MN562489.1_00016		MT521409.1_00016													OM037668.1_00119					
N17.HOG0000303	OG0000304	-																									MN562489.1_00017		MT521409.1_00017													OM037668.1_00118					
N17.HOG0000304	OG0000305	-																									MN562489.1_00018		MT521409.1_00018													OM037668.1_00117					
N17.HOG0000305	OG0000306	-																									MN562489.1_00019		MT521409.1_00019													OM037668.1_00116					
N17.HOG0000306	OG0000307	-																									MN562489.1_00020		MT521409.1_00020													OM037668.1_00115					
N17.HOG0000307	OG0000308	-																									MN562489.1_00022		MT521409.1_00023						NC_027778.1_00002												
N17.HOG0000308	OG0000309	-																									MN562489.1_00064		MT521409.1_00065						NC_027778.1_00044												
N17.HOG0000309	OG0000310	-	AF303741.1_00002								HF920633.1_00075																																				
N17.HOG0000310	OG0000311	-	AF303741.1_00010									HF920637.1_00214																																			
N17.HOG0000311	OG0000312	-	AF303741.1_00014									HF920637.1_00154																																			
N17.HOG0000312	OG0000313	-	AF303741.1_00016								HF920633.1_00002																																				
N17.HOG0000313	OG0000314	-	AF303741.1_00020									HF920637.1_00155																																			
N17.HOG0000314	OG0000315	-	AF303741.1_00025									HF920637.1_00131																																			
N17.HOG0000315	OG0000316	-	AF303741.1_00027									HF920637.1_00107																																			
N17.HOG0000316	OG0000317	-	AF303741.1_00034									HF920637.1_00103																																			
N17.HOG0000317	OG0000318	-	AF303741.1_00040									HF920637.1_00191																																			
N17.HOG0000318	OG0000319	-	AF303741.1_00043								HF920633.1_00178																																				
N17.HOG0000319	OG0000320	-	AF303741.1_00045									HF920637.1_00186																																			
N17.HOG0000320	OG0000321	-	AF303741.1_00048								HF920633.1_00166																																				
N17.HOG0000321	OG0000322	-	AF303741.1_00050									HF920637.1_00179																																			
N17.HOG0000322	OG0000323	-	AF303741.1_00052									HF920637.1_00055																																			
N17.HOG0000323	OG0000324	-	AF303741.1_00055									HF920637.1_00050																																			
N17.HOG0000324	OG0000325	-	AF303741.1_00060									HF920637.1_00082																																			
N17.HOG0000325	OG0000326	-	AF303741.1_00061									HF920637.1_00081																																			
N17.HOG0000326	OG0000327	-	AF303741.1_00069								HF920633.1_00065																																				
N17.HOG0000327	OG0000328	-	AF303741.1_00092									HF920637.1_00104																																			
N17.HOG0000328	OG0000329	-	AF303741.1_00097									HF920637.1_00046																																			
N17.HOG0000329	OG0000330	-	AF303741.1_00098									HF920637.1_00171																																			
N17.HOG0000330	OG0000331	-	AF303741.1_00102									HF920637.1_00088																																			
N17.HOG0000331	OG0000332	-	AF303741.1_00106									HF920637.1_00018																																			
N17.HOG0000332	OG0000333	-	AF303741.1_00111								HF920633.1_00140																																				
N17.HOG0000333	OG0000334	-	AF303741.1_00113									HF920637.1_00006																																			
N17.HOG0000334	OG0000335	-	AF303741.1_00118									HF920637.1_00126																																			
N17.HOG0000335	OG0000336	-	AF303741.1_00119									HF920637.1_00125																																			
N17.HOG0000336	OG0000337	-	AF303741.1_00131									HF920637.1_00135																																			
N17.HOG0000337	OG0000338	-	AF303741.1_00139									HF920637.1_00207																																			
N17.HOG0000338	OG0000339	-	AF303741.1_00140									HF920637.1_00202																																			
N17.HOG0000339	OG0000340	-	AF303741.1_00143									HF920637.1_00209																																			
N17.HOG0000340	OG0000341	-	AF303741.1_00155									HF920637.1_00032																																			
N17.HOG0000341	OG0000342	-	AF303741.1_00163									HF920637.1_00023																																			
N17.HOG0000342	OG0000343	-	AF303741.1_00166									HF920637.1_00002																																			
N17.HOG0000343	OG0000344	-	AF303741.1_00167									HF920637.1_00185																																			
N17.HOG0000344	OG0000345	-	AF303741.1_00172									HF920637.1_00134																																			
N17.HOG0000345	OG0000346	-	AF303741.1_00180								HF920633.1_00176																																				
N17.HOG0000346	OG0000347	-	AF303741.1_00186								HF920633.1_00055																																				
N17.HOG0000347	OG0000348	-	AF303741.1_00187									HF920637.1_00173																																			
N17.HOG0000348	OG0000349	-	AF303741.1_00190									HF920637.1_00203																																			
N17.HOG0000349	OG0000350	-	AF303741.1_00196									HF920637.1_00030																																			
N17.HOG0000350	OG0000351	-	AF303741.1_00198									HF920637.1_00007																																			
N17.HOG0000351	OG0000352	-	AF303741.1_00199									HF920637.1_00076																																			
N17.HOG0000352	OG0000353	-		AF371960.1_00028																											MT926123.1_00029																
N17.HOG0000353	OG0000354	-			AY521625.1_00008																													NC_005946.1_00035													
N17.HOG0000354	OG0000355	-			AY521625.1_00013																													NC_005946.1_00005													
N17.HOG0000355	OG0000356	-			AY521625.1_00015																													NC_005946.1_00003													
N17.HOG0000356	OG0000357	-			AY521625.1_00020																													NC_005946.1_00047													
N17.HOG0000357	OG0000358	-			AY521625.1_00039																													NC_005946.1_00018													
N17.HOG0000358	OG0000359	-			AY521625.1_00043																													NC_005946.1_00064													
N17.HOG0000359	OG0000360	-			AY521625.1_00052																													NC_005946.1_00012													
N17.HOG0000360	OG0000361	-			AY521625.1_00063																													NC_005946.1_00090													
N17.HOG0000361	OG0000362	-			AY521625.1_00068, AY521625.1_00088																																										
N17.HOG0000362	OG0000363	-			AY521625.1_00072																													NC_005946.1_00081													
N17.HOG0000363	OG0000364	-			AY521625.1_00075																													NC_005946.1_00084													
N17.HOG0000364	OG0000365	-			AY521625.1_00089													MF599468.1_00076																													
N17.HOG0000365	OG0000366	-			AY521625.1_00090																													NC_005946.1_00013													
N17.HOG0000366	OG0000367	-			AY521625.1_00097																							MN803438.1_00121																			
N17.HOG0000367	OG0000368	-			AY521625.1_00104																													NC_005946.1_00080													
N17.HOG0000368	OG0000369	-			AY521625.1_00105																													NC_005946.1_00059													
N17.HOG0000369	OG0000370	-			AY521625.1_00113																													NC_005946.1_00017													
N17.HOG0000370	OG0000371	-			AY521625.1_00117																													NC_005946.1_00077													
N17.HOG0000371	OG0000372	-			AY521625.1_00118																													NC_005946.1_00076													
N17.HOG0000372	OG0000373	-			AY521625.1_00119																													NC_005946.1_00072													
N17.HOG0000373	OG0000374	-			AY521625.1_00123																													NC_005946.1_00069													
N17.HOG0000374	OG0000375	-			AY521625.1_00125, AY521625.1_00124																																										
N17.HOG0000375	OG0000376	-			AY521625.1_00131																													NC_005946.1_00056													
N17.HOG0000376	OG0000377	-			AY521625.1_00137																													NC_005946.1_00058													
N17.HOG0000377	OG0000379	-					AY779031.1_00031																	MK689685.1_00026																							
N17.HOG0000378	OG0000381	-									HF920633.1_00005			KF938901.1_00026																																	
N17.HOG0000379	OG0000382	-									HF920633.1_00006			KF938901.1_00028																																	
N17.HOG0000380	OG0000383	-									HF920633.1_00015			KF938901.1_00037																																	
N17.HOG0000381	OG0000384	-									HF920633.1_00033			KF938901.1_00149																																	
N17.HOG0000382	OG0000385	-									HF920633.1_00042			KF938901.1_00110																																	
N17.HOG0000383	OG0000386	-									HF920633.1_00045			KF938901.1_00041																																	
N17.HOG0000384	OG0000387	-									HF920633.1_00048			KF938901.1_00068																																	
N17.HOG0000385	OG0000388	-									HF920633.1_00049			KF938901.1_00004																																	
N17.HOG0000386	OG0000389	-									HF920633.1_00051			KF938901.1_00078																																	
N17.HOG0000387	OG0000390	-									HF920633.1_00052			KF938901.1_00011																																	
N17.HOG0000388	OG0000391	-									HF920633.1_00066			KF938901.1_00059																																	
N17.HOG0000389	OG0000392	-									HF920633.1_00078			KF938901.1_00042																																	
N17.HOG0000390	OG0000393	-									HF920633.1_00089			KF938901.1_00096																																	
N17.HOG0000391	OG0000394	-									HF920633.1_00090			KF938901.1_00051																																	
N17.HOG0000392	OG0000395	-									HF920633.1_00095			KF938901.1_00002																																	
N17.HOG0000393	OG0000396	-									HF920633.1_00111			KF938901.1_00132																																	
N17.HOG0000394	OG0000397	-									HF920633.1_00112	HF920637.1_00170																																			
N17.HOG0000395	OG0000398	-									HF920633.1_00115			KF938901.1_00144																																	
N17.HOG0000396	OG0000399	-									HF920633.1_00136			KF938901.1_00087																																	
N17.HOG0000397	OG0000400	-									HF920633.1_00137	HF920637.1_00027																																			
N17.HOG0000398	OG0000401	-									HF920633.1_00141			KF938901.1_00061																																	
N17.HOG0000399	OG0000402	-									HF920633.1_00142			KF938901.1_00071																																	
N17.HOG0000400	OG0000403	-									HF920633.1_00151			KF938901.1_00003																																	
N17.HOG0000401	OG0000404	-									HF920633.1_00157			KF938901.1_00129																																	
N17.HOG0000402	OG0000405	-									HF920633.1_00162			KF938901.1_00088																																	
N17.HOG0000403	OG0000406	-										HF920637.1_00038, HF920637.1_00036																																			
N17.HOG0000404	OG0000407	-										HF920637.1_00039, HF920637.1_00037																																			
N17.HOG0000405	OG0000408	-										HF920637.1_00157, HF920637.1_00051																																			
N17.HOG0000406	OG0000409	-										HF920637.1_00066, HF920637.1_00178																																			
N17.HOG0000407	OG0000410	-										HF920637.1_00078		KF938901.1_00157																																	
N17.HOG0000408	OG0000411	-										HF920637.1_00113					LS484712.1_00006																														
N17.HOG0000409	OG0000412	-														L63545.1_00006												MN803438.1_00083																			
N17.HOG0000410	OG0000413	-														L63545.1_00010												MN803438.1_00001																			
N17.HOG0000411	OG0000414	-														L63545.1_00014												MN803438.1_00015																			
N17.HOG0000412	OG0000415	-														L63545.1_00017												MN803438.1_00002																			
N17.HOG0000413	OG0000416	-														L63545.1_00019												MN803438.1_00095																			
N17.HOG0000414	OG0000417	-														L63545.1_00020												MN803438.1_00079																			
N17.HOG0000415	OG0000418	-														L63545.1_00026												MN803438.1_00040																			
N17.HOG0000416	OG0000419	-														L63545.1_00028												MN803438.1_00025																			
N17.HOG0000417	OG0000420	-														L63545.1_00031												MN803438.1_00075																			
N17.HOG0000418	OG0000421	-														L63545.1_00034												MN803438.1_00102																			
N17.HOG0000419	OG0000422	-														L63545.1_00036												MN803438.1_00062																			
N17.HOG0000420	OG0000423	-														L63545.1_00037												MN803438.1_00063																			
N17.HOG0000421	OG0000424	-														L63545.1_00038												MN803438.1_00074																			
N17.HOG0000422	OG0000425	-														L63545.1_00039												MN803438.1_00019																			
N17.HOG0000423	OG0000426	-														L63545.1_00041												MN803438.1_00085																			
N17.HOG0000424	OG0000427	-														L63545.1_00044												MN803438.1_00088																			
N17.HOG0000425	OG0000428	-														L63545.1_00045												MN803438.1_00132																			
N17.HOG0000426	OG0000429	-														L63545.1_00046												MN803438.1_00131																			
N17.HOG0000427	OG0000430	-														L63545.1_00049												MN803438.1_00091																			
N17.HOG0000428	OG0000431	-														L63545.1_00052												MN803438.1_00114																			
N17.HOG0000429	OG0000432	-														L63545.1_00053												MN803438.1_00076																			
N17.HOG0000430	OG0000433	-														L63545.1_00060												MN803438.1_00032																			
N17.HOG0000431	OG0000434	-														L63545.1_00062												MN803438.1_00086																			
N17.HOG0000432	OG0000435	-														L63545.1_00065												MN803438.1_00031																			
N17.HOG0000433	OG0000436	-														L63545.1_00070												MN803438.1_00129																			
N17.HOG0000434	OG0000437	-														L63545.1_00074												MN803438.1_00033																			
N17.HOG0000435	OG0000438	-														L63545.1_00075												MN803438.1_00090																			
N17.HOG0000436	OG0000439	-														L63545.1_00077												MN803438.1_00043																			
N17.HOG0000437	OG0000440	-														L63545.1_00078												MN803438.1_00042																			
N17.HOG0000438	OG0000441	-														L63545.1_00080												MN803438.1_00017																			
N17.HOG0000439	OG0000442	-														L63545.1_00084												MN803438.1_00139																			
N17.HOG0000440	OG0000443	-														L63545.1_00086												MN803438.1_00057																			
N17.HOG0000441	OG0000444	-														L63545.1_00089												MN803438.1_00119																			
N17.HOG0000442	OG0000445	-														L63545.1_00094												MN803438.1_00073																			
N17.HOG0000443	OG0000446	-														L63545.1_00096												MN803438.1_00134																			
N17.HOG0000444	OG0000447	-														L63545.1_00097												MN803438.1_00034																			
N17.HOG0000445	OG0000448	-														L63545.1_00099												MN803438.1_00016																			
N17.HOG0000446	OG0000449	-														L63545.1_00101												MN803438.1_00141																			
N17.HOG0000447	OG0000450	-														L63545.1_00103												MN803438.1_00060																			
N17.HOG0000448	OG0000451	-														L63545.1_00104												MN803438.1_00059																			
N17.HOG0000449	OG0000452	-														L63545.1_00107												MN803438.1_00144																			
N17.HOG0000450	OG0000453	-															LS484712.1_00042, LS484712.1_00056																														
N17.HOG0000451	OG0000454	-															LS484712.1_00099, LS484712.1_00100																														
N17.HOG0000452	OG0000455	-															LS484712.1_00125, LS484712.1_00127																														
N17.HOG0000453	OG0000456	-															LS484712.1_00171, LS484712.1_00170																														
N17.HOG0000454	OG0000457	-															LS484712.1_00213, LS484712.1_00214																														
N17.HOG0000455	OG0000458	-															LS484712.1_00216, LS484712.1_00215																														
N17.HOG0000456	OG0000459	-															LS484712.1_00245, LS484712.1_00238																														
N17.HOG0000457	OG0000460	-															LS484712.1_00279, LS484712.1_00277																														
N17.HOG0000458	OG0000461	-																MF599468.1_00094, MF599468.1_00031																													
N17.HOG0000459	OG0000462	-																MF599468.1_00078, MF599468.1_00077																													
N17.HOG0000460	OG0000463	-																MF599468.1_00144, MF599468.1_00134																													
N17.HOG0000461	OG0000464	-																MF599468.1_00169, MF599468.1_00143																													
N17.HOG0000462	OG0000465	-																								MN432490.1_00068						MT986830.1_00070															
N17.HOG0000463	OG0000466	-																										MN803438.1_00081, MN803438.1_00039																			
N17.HOG0000464	OG0000467	-																										MN803438.1_00050, MN803438.1_00061																			
N17.HOG0000465	OG0000468	-																										MN803438.1_00087, MN803438.1_00058																			
N17.HOG0000466	OG0000470	-																																NC_005946.1_00024, NC_005946.1_00025													
