HOG	OG	Gene Tree Parent Clade	Chlor_AMIV_KF938901.1	Chlor_IIV22_HF920633.1	Daphi_LS484712.1	Decap_MF599468.1	Irido_IIV31_HF920637.1	Irido_IIV6_AF303741.1	Lymph_LCD4_MN803438.1	Lymph_LDV1_L63545.1	MCV_ML1_SDDV_MN562489.1	MCV_ML1_SDDV_MT521409.1	MCV_ML1_SDDV_NC_027778.1	MCV_ML1_SDDV_OM037668.1	MCV_MP1_BCFI_MN432490.1	MCV_MP1_BCFI_MT926123.1	MCV_MP1_GSPI_KT804738.1	MCV_MP1_ISKNV_AF371960.1	MCV_MP1_ISKNV_MK689685.1	MCV_MP1_LBUSV_OP009387.1	MCV_MP1_LYCI_AY779031.1	MCV_MP1_LYCI_MW139932.1	MCV_MP1_LYCI_OL774653.1	MCV_MP1_LYCI_OL774654.1	MCV_MP1_LYCI_OL774655.1	MCV_MP1_OSGI_AY894343.1	MCV_MP1_PI_MK098185.1	MCV_MP1_PI_MK098186.1	MCV_MP1_PI_MK098187.1	MCV_MP1_RBIV_AY532606.1	MCV_MP1_RBIV_KC244182.1	MCV_MP1_RSIV_BD143114.1	MCV_MP1_RSIV_MK689686.1	MCV_MP1_RSIV_MT798582.1	MCV_MP1_RSIV_OK042108.1	MCV_MP1_RSIV_OK042109.1	MCV_MP1_RSIV_ON740976.1	MCV_MP1_RSIV_ON743042.1	MCV_MP1_SKIV_MT986830.1	MCV_MP1_SKIV_ON075463.1	MCV_MP1_TRBIV_GQ273492.1	MCV_Unclassified_MG570131.1	MCV_Unclassified_MG570132.1	MCV_Unclassified_OQ475017.1	MCV_Unlassified_OL310752.1	Rana_FV3_NC_005946.1	Rana_SGIV_AY521625.1
N27.HOG0000147	OG0000209	n0									MCV_ML1_SDDV_MN562489.1_00074	MCV_ML1_SDDV_MT521409.1_00075	MCV_ML1_SDDV_NC_027778.1_00055	MCV_ML1_SDDV_OM037668.1_00063																																Rana_FV3_NC_005946.1_00007	
N27.HOG0000148	OG0000213	n0																																													Rana_SGIV_AY521625.1_00076, Rana_SGIV_AY521625.1_00106, Rana_SGIV_AY521625.1_00107, Rana_SGIV_AY521625.1_00108, Rana_SGIV_AY521625.1_00109
N27.HOG0000149	OG0000214	n0	Chlor_AMIV_KF938901.1_00029	Chlor_IIV22_HF920633.1_00018	Daphi_LS484712.1_00233			Irido_IIV6_AF303741.1_00074																																							
N27.HOG0000150	OG0000215	n0	Chlor_AMIV_KF938901.1_00035	Chlor_IIV22_HF920633.1_00013			Irido_IIV31_HF920637.1_00195	Irido_IIV6_AF303741.1_00160																																							
N27.HOG0000151	OG0000216	n0	Chlor_AMIV_KF938901.1_00045	Chlor_IIV22_HF920633.1_00074			Irido_IIV31_HF920637.1_00144	Irido_IIV6_AF303741.1_00124																																							
N27.HOG0000152	OG0000217	n0	Chlor_AMIV_KF938901.1_00057	Chlor_IIV22_HF920633.1_00063			Irido_IIV31_HF920637.1_00188	Irido_IIV6_AF303741.1_00042																																							
N27.HOG0000153	OG0000218	n0	Chlor_AMIV_KF938901.1_00062	Chlor_IIV22_HF920633.1_00113			Irido_IIV31_HF920637.1_00012	Irido_IIV6_AF303741.1_00175																																							
N27.HOG0000154	OG0000219	n0	Chlor_AMIV_KF938901.1_00082	Chlor_IIV22_HF920633.1_00160			Irido_IIV31_HF920637.1_00187	Irido_IIV6_AF303741.1_00044																																							
N27.HOG0000155	OG0000220	n0	Chlor_AMIV_KF938901.1_00090	Chlor_IIV22_HF920633.1_00087			Irido_IIV31_HF920637.1_00167	Irido_IIV6_AF303741.1_00135																																							
N27.HOG0000156	OG0000221	n0	Chlor_AMIV_KF938901.1_00098	Chlor_IIV22_HF920633.1_00023			Irido_IIV31_HF920637.1_00204	Irido_IIV6_AF303741.1_00107																																							
N27.HOG0000157	OG0000222	n0	Chlor_AMIV_KF938901.1_00107	Chlor_IIV22_HF920633.1_00037			Irido_IIV31_HF920637.1_00022	Irido_IIV6_AF303741.1_00203																																							
N27.HOG0000158	OG0000223	n0	Chlor_AMIV_KF938901.1_00109	Chlor_IIV22_HF920633.1_00061			Irido_IIV31_HF920637.1_00074	Irido_IIV6_AF303741.1_00064																																							
N27.HOG0000159	OG0000224	n0	Chlor_AMIV_KF938901.1_00130	Chlor_IIV22_HF920633.1_00008			Irido_IIV31_HF920637.1_00211	Irido_IIV6_AF303741.1_00018																																							
N27.HOG0000160	OG0000225	n0	Chlor_AMIV_KF938901.1_00136	Chlor_IIV22_HF920633.1_00102			Irido_IIV31_HF920637.1_00124	Irido_IIV6_AF303741.1_00120																																							
N27.HOG0000161	OG0000226	n0	Chlor_AMIV_KF938901.1_00154	Chlor_IIV22_HF920633.1_00155			Irido_IIV31_HF920637.1_00021	Irido_IIV6_AF303741.1_00204																																							
N27.HOG0000162	OG0000227	n0	Chlor_AMIV_KF938901.1_00155	Chlor_IIV22_HF920633.1_00041			Irido_IIV31_HF920637.1_00040	Irido_IIV6_AF303741.1_00159																																							
N27.HOG0000163	OG0000228	n0		Chlor_IIV22_HF920633.1_00101	Daphi_LS484712.1_00052		Irido_IIV31_HF920637.1_00215	Irido_IIV6_AF303741.1_00008																																							
N27.HOG0000164	OG0000229	n0			Daphi_LS484712.1_00154, Daphi_LS484712.1_00156, Daphi_LS484712.1_00161, Daphi_LS484712.1_00158																																										
N27.HOG0000165	OG0000230	n0			Daphi_LS484712.1_00228, Daphi_LS484712.1_00230, Daphi_LS484712.1_00232, Daphi_LS484712.1_00249																																										
N27.HOG0000166	OG0000231	n0				Decap_MF599468.1_00062			Lymph_LCD4_MN803438.1_00140	Lymph_LDV1_L63545.1_00082																																					Rana_SGIV_AY521625.1_00057
N27.HOG0000167	OG0000232	n0					Irido_IIV31_HF920637.1_00083, Irido_IIV31_HF920637.1_00008, Irido_IIV31_HF920637.1_00200	Irido_IIV6_AF303741.1_00024																																							
N27.HOG0000168	OG0000233	n0					Irido_IIV31_HF920637.1_00177, Irido_IIV31_HF920637.1_00065, Irido_IIV31_HF920637.1_00115	Irido_IIV6_AF303741.1_00012																																							
N27.HOG0000169	OG0000234	n0							Lymph_LCD4_MN803438.1_00008	Lymph_LDV1_L63545.1_00021																																				Rana_FV3_NC_005946.1_00088	Rana_SGIV_AY521625.1_00061
N27.HOG0000170	OG0000235	n0							Lymph_LCD4_MN803438.1_00026	Lymph_LDV1_L63545.1_00109																																				Rana_FV3_NC_005946.1_00096	Rana_SGIV_AY521625.1_00094
N27.HOG0000171	OG0000236	n0							Lymph_LCD4_MN803438.1_00064, Lymph_LCD4_MN803438.1_00053, Lymph_LCD4_MN803438.1_00103	Lymph_LDV1_L63545.1_00102																																					
N27.HOG0000172	OG0000237	n0							Lymph_LCD4_MN803438.1_00099	Lymph_LDV1_L63545.1_00032																																				Rana_FV3_NC_005946.1_00073	Rana_SGIV_AY521625.1_00128
N27.HOG0000173	OG0000238	n0							Lymph_LCD4_MN803438.1_00110	Lymph_LDV1_L63545.1_00025																																				Rana_FV3_NC_005946.1_00051	Rana_SGIV_AY521625.1_00023
N27.HOG0000174	OG0000239	n0							Lymph_LCD4_MN803438.1_00136	Lymph_LDV1_L63545.1_00022																																				Rana_FV3_NC_005946.1_00015	Rana_SGIV_AY521625.1_00116
N27.HOG0000175	OG0000240	n0									MCV_ML1_SDDV_MN562489.1_00006	MCV_ML1_SDDV_MT521409.1_00006	MCV_ML1_SDDV_NC_027778.1_00127	MCV_ML1_SDDV_OM037668.1_00129																																	
N27.HOG0000176	OG0000241	n0									MCV_ML1_SDDV_MN562489.1_00021	MCV_ML1_SDDV_MT521409.1_00022	MCV_ML1_SDDV_NC_027778.1_00001	MCV_ML1_SDDV_OM037668.1_00114																																	
N27.HOG0000177	OG0000242	n0									MCV_ML1_SDDV_MN562489.1_00024	MCV_ML1_SDDV_MT521409.1_00025	MCV_ML1_SDDV_NC_027778.1_00004	MCV_ML1_SDDV_OM037668.1_00112																																	
N27.HOG0000178	OG0000243	n0									MCV_ML1_SDDV_MN562489.1_00025	MCV_ML1_SDDV_MT521409.1_00026	MCV_ML1_SDDV_NC_027778.1_00005	MCV_ML1_SDDV_OM037668.1_00111																																	
N27.HOG0000179	OG0000244	n0									MCV_ML1_SDDV_MN562489.1_00027	MCV_ML1_SDDV_MT521409.1_00028	MCV_ML1_SDDV_NC_027778.1_00007	MCV_ML1_SDDV_OM037668.1_00109																																	
N27.HOG0000180	OG0000245	n0									MCV_ML1_SDDV_MN562489.1_00028	MCV_ML1_SDDV_MT521409.1_00029	MCV_ML1_SDDV_NC_027778.1_00008	MCV_ML1_SDDV_OM037668.1_00108																																	
N27.HOG0000181	OG0000246	n0									MCV_ML1_SDDV_MN562489.1_00029	MCV_ML1_SDDV_MT521409.1_00030	MCV_ML1_SDDV_NC_027778.1_00009	MCV_ML1_SDDV_OM037668.1_00107																																	
N27.HOG0000182	OG0000247	n0									MCV_ML1_SDDV_MN562489.1_00032	MCV_ML1_SDDV_MT521409.1_00033	MCV_ML1_SDDV_NC_027778.1_00012	MCV_ML1_SDDV_OM037668.1_00104																																	
N27.HOG0000183	OG0000248	n0									MCV_ML1_SDDV_MN562489.1_00033	MCV_ML1_SDDV_MT521409.1_00034	MCV_ML1_SDDV_NC_027778.1_00013	MCV_ML1_SDDV_OM037668.1_00103																																	
N27.HOG0000184	OG0000249	n0									MCV_ML1_SDDV_MN562489.1_00034	MCV_ML1_SDDV_MT521409.1_00035	MCV_ML1_SDDV_NC_027778.1_00014	MCV_ML1_SDDV_OM037668.1_00102																																	
N27.HOG0000185	OG0000250	n0									MCV_ML1_SDDV_MN562489.1_00042	MCV_ML1_SDDV_MT521409.1_00043	MCV_ML1_SDDV_NC_027778.1_00022	MCV_ML1_SDDV_OM037668.1_00094																																	
N27.HOG0000186	OG0000251	n0									MCV_ML1_SDDV_MN562489.1_00043	MCV_ML1_SDDV_MT521409.1_00044	MCV_ML1_SDDV_NC_027778.1_00023	MCV_ML1_SDDV_OM037668.1_00093																																	
N27.HOG0000187	OG0000252	n0									MCV_ML1_SDDV_MN562489.1_00044	MCV_ML1_SDDV_MT521409.1_00045	MCV_ML1_SDDV_NC_027778.1_00024	MCV_ML1_SDDV_OM037668.1_00092																																	
N27.HOG0000188	OG0000253	n0									MCV_ML1_SDDV_MN562489.1_00065	MCV_ML1_SDDV_MT521409.1_00066	MCV_ML1_SDDV_NC_027778.1_00045	MCV_ML1_SDDV_OM037668.1_00072																																	
N27.HOG0000189	OG0000254	n0									MCV_ML1_SDDV_MN562489.1_00067	MCV_ML1_SDDV_MT521409.1_00068	MCV_ML1_SDDV_NC_027778.1_00047	MCV_ML1_SDDV_OM037668.1_00070																																	
N27.HOG0000190	OG0000255	n0									MCV_ML1_SDDV_MN562489.1_00068	MCV_ML1_SDDV_MT521409.1_00069	MCV_ML1_SDDV_NC_027778.1_00048	MCV_ML1_SDDV_OM037668.1_00069																																	
N27.HOG0000191	OG0000256	n0									MCV_ML1_SDDV_MN562489.1_00072	MCV_ML1_SDDV_MT521409.1_00073	MCV_ML1_SDDV_NC_027778.1_00053	MCV_ML1_SDDV_OM037668.1_00065																																	
N27.HOG0000192	OG0000257	n0									MCV_ML1_SDDV_MN562489.1_00076	MCV_ML1_SDDV_MT521409.1_00077	MCV_ML1_SDDV_NC_027778.1_00057	MCV_ML1_SDDV_OM037668.1_00061																																	
N27.HOG0000193	OG0000258	n0									MCV_ML1_SDDV_MN562489.1_00077	MCV_ML1_SDDV_MT521409.1_00078	MCV_ML1_SDDV_NC_027778.1_00058	MCV_ML1_SDDV_OM037668.1_00060																																	
N27.HOG0000194	OG0000259	n0									MCV_ML1_SDDV_MN562489.1_00078	MCV_ML1_SDDV_MT521409.1_00079	MCV_ML1_SDDV_NC_027778.1_00059	MCV_ML1_SDDV_OM037668.1_00059																																	
N27.HOG0000195	OG0000260	n0									MCV_ML1_SDDV_MN562489.1_00079	MCV_ML1_SDDV_MT521409.1_00080	MCV_ML1_SDDV_NC_027778.1_00060	MCV_ML1_SDDV_OM037668.1_00058																																	
N27.HOG0000196	OG0000261	n0									MCV_ML1_SDDV_MN562489.1_00082	MCV_ML1_SDDV_MT521409.1_00083	MCV_ML1_SDDV_NC_027778.1_00063	MCV_ML1_SDDV_OM037668.1_00055																																	
N27.HOG0000197	OG0000262	n0									MCV_ML1_SDDV_MN562489.1_00085	MCV_ML1_SDDV_MT521409.1_00086	MCV_ML1_SDDV_NC_027778.1_00066	MCV_ML1_SDDV_OM037668.1_00052																																	
N27.HOG0000198	OG0000263	n0									MCV_ML1_SDDV_MN562489.1_00088	MCV_ML1_SDDV_MT521409.1_00089	MCV_ML1_SDDV_NC_027778.1_00069	MCV_ML1_SDDV_OM037668.1_00049																																	
N27.HOG0000199	OG0000264	n0									MCV_ML1_SDDV_MN562489.1_00093	MCV_ML1_SDDV_MT521409.1_00094	MCV_ML1_SDDV_NC_027778.1_00074	MCV_ML1_SDDV_OM037668.1_00044																																	
N27.HOG0000200	OG0000265	n0									MCV_ML1_SDDV_MN562489.1_00098	MCV_ML1_SDDV_MT521409.1_00099	MCV_ML1_SDDV_NC_027778.1_00079	MCV_ML1_SDDV_OM037668.1_00039																																	
N27.HOG0000201	OG0000266	n0									MCV_ML1_SDDV_MN562489.1_00100	MCV_ML1_SDDV_MT521409.1_00101	MCV_ML1_SDDV_NC_027778.1_00081	MCV_ML1_SDDV_OM037668.1_00037																																	
N27.HOG0000202	OG0000267	n0									MCV_ML1_SDDV_MN562489.1_00103	MCV_ML1_SDDV_MT521409.1_00104	MCV_ML1_SDDV_NC_027778.1_00084	MCV_ML1_SDDV_OM037668.1_00034																																	
N27.HOG0000203	OG0000268	n0									MCV_ML1_SDDV_MN562489.1_00108	MCV_ML1_SDDV_MT521409.1_00109	MCV_ML1_SDDV_NC_027778.1_00089	MCV_ML1_SDDV_OM037668.1_00029																																	
N27.HOG0000204	OG0000269	n0									MCV_ML1_SDDV_MN562489.1_00110	MCV_ML1_SDDV_MT521409.1_00111	MCV_ML1_SDDV_NC_027778.1_00091	MCV_ML1_SDDV_OM037668.1_00027																																	
N27.HOG0000205	OG0000270	n0									MCV_ML1_SDDV_MN562489.1_00111	MCV_ML1_SDDV_MT521409.1_00112	MCV_ML1_SDDV_NC_027778.1_00092	MCV_ML1_SDDV_OM037668.1_00026																																	
N27.HOG0000206	OG0000271	n0									MCV_ML1_SDDV_MN562489.1_00112	MCV_ML1_SDDV_MT521409.1_00113	MCV_ML1_SDDV_NC_027778.1_00093	MCV_ML1_SDDV_OM037668.1_00025																																	
N27.HOG0000207	OG0000272	n0									MCV_ML1_SDDV_MN562489.1_00121	MCV_ML1_SDDV_MT521409.1_00122	MCV_ML1_SDDV_NC_027778.1_00103	MCV_ML1_SDDV_OM037668.1_00016																																	
N27.HOG0000208	OG0000273	n0									MCV_ML1_SDDV_MN562489.1_00123	MCV_ML1_SDDV_MT521409.1_00124	MCV_ML1_SDDV_NC_027778.1_00105	MCV_ML1_SDDV_OM037668.1_00014																																	
N27.HOG0000209	OG0000274	n0									MCV_ML1_SDDV_MN562489.1_00125	MCV_ML1_SDDV_MT521409.1_00126	MCV_ML1_SDDV_NC_027778.1_00107	MCV_ML1_SDDV_OM037668.1_00012																																	
N27.HOG0000210	OG0000275	n0									MCV_ML1_SDDV_MN562489.1_00127	MCV_ML1_SDDV_MT521409.1_00128	MCV_ML1_SDDV_NC_027778.1_00109	MCV_ML1_SDDV_OM037668.1_00010																																	
N27.HOG0000211	OG0000276	n0									MCV_ML1_SDDV_MN562489.1_00129	MCV_ML1_SDDV_MT521409.1_00130	MCV_ML1_SDDV_NC_027778.1_00112	MCV_ML1_SDDV_OM037668.1_00008																																	
N27.HOG0000212	OG0000277	n0									MCV_ML1_SDDV_MN562489.1_00130	MCV_ML1_SDDV_MT521409.1_00131	MCV_ML1_SDDV_NC_027778.1_00113	MCV_ML1_SDDV_OM037668.1_00007																																	
N27.HOG0000213	OG0000278	n0									MCV_ML1_SDDV_MN562489.1_00135	MCV_ML1_SDDV_MT521409.1_00136	MCV_ML1_SDDV_NC_027778.1_00118	MCV_ML1_SDDV_OM037668.1_00002																																	
N27.HOG0000214	OG0000281	-	Chlor_AMIV_KF938901.1_00013	Chlor_IIV22_HF920633.1_00164	Daphi_LS484712.1_00201																																										
N27.HOG0000215	OG0000282	-	Chlor_AMIV_KF938901.1_00015				Irido_IIV31_HF920637.1_00053	Irido_IIV6_AF303741.1_00053																																							
N27.HOG0000216	OG0000283	-	Chlor_AMIV_KF938901.1_00016				Irido_IIV31_HF920637.1_00174	Irido_IIV6_AF303741.1_00093																																							
N27.HOG0000217	OG0000284	-	Chlor_AMIV_KF938901.1_00018	Chlor_IIV22_HF920633.1_00070				Irido_IIV6_AF303741.1_00115																																							
N27.HOG0000218	OG0000285	-	Chlor_AMIV_KF938901.1_00032, Chlor_AMIV_KF938901.1_00034	Chlor_IIV22_HF920633.1_00012																																											
N27.HOG0000219	OG0000286	-	Chlor_AMIV_KF938901.1_00038	Chlor_IIV22_HF920633.1_00016				Irido_IIV6_AF303741.1_00028																																							
N27.HOG0000220	OG0000287	-	Chlor_AMIV_KF938901.1_00040	Chlor_IIV22_HF920633.1_00167				Irido_IIV6_AF303741.1_00116																																							
N27.HOG0000221	OG0000288	-	Chlor_AMIV_KF938901.1_00050	Chlor_IIV22_HF920633.1_00060	Daphi_LS484712.1_00207																																										
N27.HOG0000222	OG0000289	-	Chlor_AMIV_KF938901.1_00083	Chlor_IIV22_HF920633.1_00159	Daphi_LS484712.1_00206																																										
N27.HOG0000223	OG0000290	-	Chlor_AMIV_KF938901.1_00122				Irido_IIV31_HF920637.1_00063	Irido_IIV6_AF303741.1_00201																																							
N27.HOG0000224	OG0000291	-			Daphi_LS484712.1_00157, Daphi_LS484712.1_00155, Daphi_LS484712.1_00160																																										
N27.HOG0000225	OG0000292	-			Daphi_LS484712.1_00229, Daphi_LS484712.1_00227, Daphi_LS484712.1_00231																																										
N27.HOG0000226	OG0000293	-			Daphi_LS484712.1_00265, Daphi_LS484712.1_00263, Daphi_LS484712.1_00264																																										
N27.HOG0000227	OG0000294	-			Daphi_LS484712.1_00272, Daphi_LS484712.1_00273, Daphi_LS484712.1_00271																																										
N27.HOG0000228	OG0000295	-				Decap_MF599468.1_00072	Irido_IIV31_HF920637.1_00090	Irido_IIV6_AF303741.1_00077																																							
N27.HOG0000229	OG0000296	-				Decap_MF599468.1_00107	Irido_IIV31_HF920637.1_00064	Irido_IIV6_AF303741.1_00202																																							
N27.HOG0000230	OG0000297	-							Lymph_LCD4_MN803438.1_00004	Lymph_LDV1_L63545.1_00067																																					Rana_SGIV_AY521625.1_00055
N27.HOG0000231	OG0000298	-							Lymph_LCD4_MN803438.1_00072, Lymph_LCD4_MN803438.1_00133	Lymph_LDV1_L63545.1_00095																																					
N27.HOG0000232	OG0000299	-								Lymph_LDV1_L63545.1_00061																																				Rana_FV3_NC_005946.1_00034	Rana_SGIV_AY521625.1_00010
N27.HOG0000233	OG0000300	-									MCV_ML1_SDDV_MN562489.1_00015	MCV_ML1_SDDV_MT521409.1_00015		MCV_ML1_SDDV_OM037668.1_00120																																	
N27.HOG0000234	OG0000301	-									MCV_ML1_SDDV_MN562489.1_00016	MCV_ML1_SDDV_MT521409.1_00016		MCV_ML1_SDDV_OM037668.1_00119																																	
N27.HOG0000235	OG0000302	-									MCV_ML1_SDDV_MN562489.1_00017	MCV_ML1_SDDV_MT521409.1_00017		MCV_ML1_SDDV_OM037668.1_00118																																	
N27.HOG0000236	OG0000303	-									MCV_ML1_SDDV_MN562489.1_00018	MCV_ML1_SDDV_MT521409.1_00018		MCV_ML1_SDDV_OM037668.1_00117																																	
N27.HOG0000237	OG0000304	-									MCV_ML1_SDDV_MN562489.1_00019	MCV_ML1_SDDV_MT521409.1_00019		MCV_ML1_SDDV_OM037668.1_00116																																	
N27.HOG0000238	OG0000305	-									MCV_ML1_SDDV_MN562489.1_00020	MCV_ML1_SDDV_MT521409.1_00020		MCV_ML1_SDDV_OM037668.1_00115																																	
N27.HOG0000239	OG0000306	-									MCV_ML1_SDDV_MN562489.1_00022	MCV_ML1_SDDV_MT521409.1_00023	MCV_ML1_SDDV_NC_027778.1_00002																																		
N27.HOG0000240	OG0000307	-									MCV_ML1_SDDV_MN562489.1_00064	MCV_ML1_SDDV_MT521409.1_00065	MCV_ML1_SDDV_NC_027778.1_00044																																		
N27.HOG0000241	OG0000310	-	Chlor_AMIV_KF938901.1_00002	Chlor_IIV22_HF920633.1_00095																																											
N27.HOG0000242	OG0000311	-	Chlor_AMIV_KF938901.1_00003	Chlor_IIV22_HF920633.1_00151																																											
N27.HOG0000243	OG0000312	-	Chlor_AMIV_KF938901.1_00004	Chlor_IIV22_HF920633.1_00049																																											
N27.HOG0000244	OG0000313	-	Chlor_AMIV_KF938901.1_00011	Chlor_IIV22_HF920633.1_00052																																											
N27.HOG0000245	OG0000314	-	Chlor_AMIV_KF938901.1_00026	Chlor_IIV22_HF920633.1_00005																																											
N27.HOG0000246	OG0000315	-	Chlor_AMIV_KF938901.1_00028	Chlor_IIV22_HF920633.1_00006																																											
N27.HOG0000247	OG0000316	-	Chlor_AMIV_KF938901.1_00037	Chlor_IIV22_HF920633.1_00015																																											
N27.HOG0000248	OG0000317	-	Chlor_AMIV_KF938901.1_00041	Chlor_IIV22_HF920633.1_00045																																											
N27.HOG0000249	OG0000318	-	Chlor_AMIV_KF938901.1_00042	Chlor_IIV22_HF920633.1_00078																																											
N27.HOG0000250	OG0000319	-	Chlor_AMIV_KF938901.1_00051	Chlor_IIV22_HF920633.1_00090																																											
N27.HOG0000251	OG0000320	-	Chlor_AMIV_KF938901.1_00059	Chlor_IIV22_HF920633.1_00066																																											
N27.HOG0000252	OG0000321	-	Chlor_AMIV_KF938901.1_00061	Chlor_IIV22_HF920633.1_00141																																											
N27.HOG0000253	OG0000322	-	Chlor_AMIV_KF938901.1_00068	Chlor_IIV22_HF920633.1_00048																																											
N27.HOG0000254	OG0000323	-	Chlor_AMIV_KF938901.1_00071	Chlor_IIV22_HF920633.1_00142																																											
N27.HOG0000255	OG0000324	-	Chlor_AMIV_KF938901.1_00078	Chlor_IIV22_HF920633.1_00051																																											
N27.HOG0000256	OG0000325	-	Chlor_AMIV_KF938901.1_00087	Chlor_IIV22_HF920633.1_00136																																											
N27.HOG0000257	OG0000326	-	Chlor_AMIV_KF938901.1_00088	Chlor_IIV22_HF920633.1_00162																																											
N27.HOG0000258	OG0000327	-	Chlor_AMIV_KF938901.1_00096	Chlor_IIV22_HF920633.1_00089																																											
N27.HOG0000259	OG0000328	-	Chlor_AMIV_KF938901.1_00110	Chlor_IIV22_HF920633.1_00042																																											
N27.HOG0000260	OG0000329	-	Chlor_AMIV_KF938901.1_00129	Chlor_IIV22_HF920633.1_00157																																											
N27.HOG0000261	OG0000330	-	Chlor_AMIV_KF938901.1_00132	Chlor_IIV22_HF920633.1_00111																																											
N27.HOG0000262	OG0000331	-	Chlor_AMIV_KF938901.1_00144	Chlor_IIV22_HF920633.1_00115																																											
N27.HOG0000263	OG0000332	-	Chlor_AMIV_KF938901.1_00149	Chlor_IIV22_HF920633.1_00033																																											
N27.HOG0000264	OG0000333	-	Chlor_AMIV_KF938901.1_00157				Irido_IIV31_HF920637.1_00078																																								
N27.HOG0000265	OG0000334	-		Chlor_IIV22_HF920633.1_00002				Irido_IIV6_AF303741.1_00016																																							
N27.HOG0000266	OG0000335	-		Chlor_IIV22_HF920633.1_00055				Irido_IIV6_AF303741.1_00186																																							
N27.HOG0000267	OG0000336	-		Chlor_IIV22_HF920633.1_00065				Irido_IIV6_AF303741.1_00069																																							
N27.HOG0000268	OG0000337	-		Chlor_IIV22_HF920633.1_00075				Irido_IIV6_AF303741.1_00002																																							
N27.HOG0000269	OG0000338	-		Chlor_IIV22_HF920633.1_00112			Irido_IIV31_HF920637.1_00170																																								
N27.HOG0000270	OG0000339	-		Chlor_IIV22_HF920633.1_00137			Irido_IIV31_HF920637.1_00027																																								
N27.HOG0000271	OG0000340	-		Chlor_IIV22_HF920633.1_00140				Irido_IIV6_AF303741.1_00111																																							
N27.HOG0000272	OG0000341	-		Chlor_IIV22_HF920633.1_00166				Irido_IIV6_AF303741.1_00048																																							
N27.HOG0000273	OG0000342	-		Chlor_IIV22_HF920633.1_00176				Irido_IIV6_AF303741.1_00180																																							
N27.HOG0000274	OG0000343	-		Chlor_IIV22_HF920633.1_00178				Irido_IIV6_AF303741.1_00043																																							
N27.HOG0000275	OG0000344	-			Daphi_LS484712.1_00006		Irido_IIV31_HF920637.1_00113																																								
N27.HOG0000276	OG0000345	-			Daphi_LS484712.1_00042, Daphi_LS484712.1_00056																																										
N27.HOG0000277	OG0000346	-			Daphi_LS484712.1_00100, Daphi_LS484712.1_00099																																										
N27.HOG0000278	OG0000347	-			Daphi_LS484712.1_00127, Daphi_LS484712.1_00125																																										
N27.HOG0000279	OG0000348	-			Daphi_LS484712.1_00171, Daphi_LS484712.1_00170																																										
N27.HOG0000280	OG0000349	-			Daphi_LS484712.1_00214, Daphi_LS484712.1_00213																																										
N27.HOG0000281	OG0000350	-			Daphi_LS484712.1_00215, Daphi_LS484712.1_00216																																										
N27.HOG0000282	OG0000351	-			Daphi_LS484712.1_00245, Daphi_LS484712.1_00238																																										
N27.HOG0000283	OG0000352	-			Daphi_LS484712.1_00279, Daphi_LS484712.1_00277																																										
N27.HOG0000284	OG0000353	-				Decap_MF599468.1_00031, Decap_MF599468.1_00094																																									
N27.HOG0000285	OG0000354	-				Decap_MF599468.1_00076																																									Rana_SGIV_AY521625.1_00089
N27.HOG0000286	OG0000355	-				Decap_MF599468.1_00077, Decap_MF599468.1_00078																																									
N27.HOG0000287	OG0000356	-				Decap_MF599468.1_00134, Decap_MF599468.1_00144																																									
N27.HOG0000288	OG0000357	-				Decap_MF599468.1_00143, Decap_MF599468.1_00169																																									
N27.HOG0000289	OG0000358	-					Irido_IIV31_HF920637.1_00002	Irido_IIV6_AF303741.1_00166																																							
N27.HOG0000290	OG0000359	-					Irido_IIV31_HF920637.1_00006	Irido_IIV6_AF303741.1_00113																																							
N27.HOG0000291	OG0000360	-					Irido_IIV31_HF920637.1_00007	Irido_IIV6_AF303741.1_00198																																							
N27.HOG0000292	OG0000361	-					Irido_IIV31_HF920637.1_00018	Irido_IIV6_AF303741.1_00106																																							
N27.HOG0000293	OG0000362	-					Irido_IIV31_HF920637.1_00023	Irido_IIV6_AF303741.1_00163																																							
N27.HOG0000294	OG0000363	-					Irido_IIV31_HF920637.1_00030	Irido_IIV6_AF303741.1_00196																																							
N27.HOG0000295	OG0000364	-					Irido_IIV31_HF920637.1_00032	Irido_IIV6_AF303741.1_00155																																							
N27.HOG0000296	OG0000365	-					Irido_IIV31_HF920637.1_00038, Irido_IIV31_HF920637.1_00036																																								
N27.HOG0000297	OG0000366	-					Irido_IIV31_HF920637.1_00037, Irido_IIV31_HF920637.1_00039																																								
N27.HOG0000298	OG0000367	-					Irido_IIV31_HF920637.1_00046	Irido_IIV6_AF303741.1_00097																																							
N27.HOG0000299	OG0000368	-					Irido_IIV31_HF920637.1_00050	Irido_IIV6_AF303741.1_00055																																							
N27.HOG0000300	OG0000369	-					Irido_IIV31_HF920637.1_00051, Irido_IIV31_HF920637.1_00157																																								
N27.HOG0000301	OG0000370	-					Irido_IIV31_HF920637.1_00055	Irido_IIV6_AF303741.1_00052																																							
N27.HOG0000302	OG0000371	-					Irido_IIV31_HF920637.1_00066, Irido_IIV31_HF920637.1_00178																																								
N27.HOG0000303	OG0000372	-					Irido_IIV31_HF920637.1_00076	Irido_IIV6_AF303741.1_00199																																							
