Orthogroup	AF303741	AF371960	AY521625	AY532606	AY779031	AY894343	BD143114	GQ273492	HF920633	HF920637	KC244182	KF938901	KT804738	KX643370	LS484712	MF599468	MG570131	MG570132	MK098185	MK098186	MK098187	MK689685	MK689686	MN432490	MN562489	MN803438	MT521409	MT798582	MT926123	MT986830	MW139932	NC_005946	NC_027778	OK042108	OK042109	OL310752	OL774653	OL774654	OL774655	OM037668	ON075463	ON740976	ON743042	OP009387	OQ475017
OG0000088		AF371960_00076		AY532606_00077	AY779031_00082	AY894343_00074	BD143114_00002	GQ273492_00072			KC244182_00074		KT804738_00071				MG570131_00072	MG570132_00072	MK098185_00075	MK098186_00072	MK098187_00075	MK689685_00073	MK689686_00073	MN432490_00076				MT798582_00089	MT926123_00077	MT986830_00078	MW139932_00076			OK042108_00002	OK042109_00003	OL310752_00079	OL774653_00093	OL774654_00074	OL774655_00077		ON075463_00072	ON740976_00074	ON743042_00076	OP009387_00075	OQ475017_00072
OG0000089		AF371960_00086		AY532606_00086	AY779031_00092	AY894343_00084	BD143114_00116	GQ273492_00081			KC244182_00084		KT804738_00080				MG570131_00081	MG570132_00081	MK098185_00084	MK098186_00081	MK098187_00084	MK689685_00083	MK689686_00082	MN432490_00086				MT798582_00122	MT926123_00087	MT986830_00088	MW139932_00085			OK042108_00115	OK042109_00116	OL310752_00048	OL774653_00102	OL774654_00083	OL774655_00085		ON075463_00081	ON740976_00083	ON743042_00085	OP009387_00085	OQ475017_00081
OG0000090		AF371960_00087		AY532606_00087	AY779031_00093	AY894343_00085	BD143114_00115	GQ273492_00082			KC244182_00085		KT804738_00081				MG570131_00082	MG570132_00082	MK098185_00085	MK098186_00082	MK098187_00085	MK689685_00084	MK689686_00083	MN432490_00087				MT798582_00121	MT926123_00088	MT986830_00089	MW139932_00086			OK042108_00114	OK042109_00115	OL310752_00047	OL774653_00103	OL774654_00084	OL774655_00086		ON075463_00082	ON740976_00084	ON743042_00086	OP009387_00086	OQ475017_00082
OG0000091		AF371960_00098		AY532606_00101	AY779031_00105	AY894343_00098	BD143114_00102	GQ273492_00094			KC244182_00097		KT804738_00094				MG570131_00094	MG570132_00094	MK098185_00097	MK098186_00094	MK098187_00097	MK689685_00096	MK689686_00095	MN432490_00099				MT798582_00109	MT926123_00098	MT986830_00102	MW139932_00098			OK042108_00102	OK042109_00103	OL310752_00034	OL774653_00116	OL774654_00096	OL774655_00098		ON075463_00094	ON740976_00096	ON743042_00098	OP009387_00097	OQ475017_00095
OG0000092		AF371960_00102		AY532606_00105	AY779031_00112	AY894343_00102	BD143114_00098	GQ273492_00098			KC244182_00101		KT804738_00098				MG570131_00098	MG570132_00098	MK098185_00101	MK098186_00098	MK098187_00101	MK689685_00100	MK689686_00099	MN432490_00103				MT798582_00105	MT926123_00102	MT986830_00106	MW139932_00102			OK042108_00098	OK042109_00099	OL310752_00110	OL774653_00120	OL774654_00100	OL774655_00102		ON075463_00098	ON740976_00100	ON743042_00102	OP009387_00101	OQ475017_00099
OG0000093		AF371960_00105		AY532606_00109	AY779031_00114	AY894343_00106	BD143114_00094	GQ273492_00101			KC244182_00105		KT804738_00102				MG570131_00101	MG570132_00101	MK098185_00105	MK098186_00102	MK098187_00105	MK689685_00103	MK689686_00103	MN432490_00106				MT798582_00044	MT926123_00105	MT986830_00109	MW139932_00106			OK042108_00094	OK042109_00095	OL310752_00098	OL774653_00124	OL774654_00104	OL774655_00106		ON075463_00102	ON740976_00104	ON743042_00106	OP009387_00105	OQ475017_00103
OG0000094		AF371960_00108		AY532606_00112	AY779031_00117	AY894343_00109	BD143114_00091	GQ273492_00104			KC244182_00108		KT804738_00105				MG570131_00104	MG570132_00104	MK098185_00108	MK098186_00105	MK098187_00108	MK689685_00106	MK689686_00106	MN432490_00109				MT798582_00041	MT926123_00108	MT986830_00112	MW139932_00109			OK042108_00091	OK042109_00092	OL310752_00064	OL774653_00002	OL774654_00107	OL774655_00109		ON075463_00105	ON740976_00107	ON743042_00109	OP009387_00108	OQ475017_00106
OG0000095		AF371960_00109		AY532606_00113	AY779031_00118	AY894343_00110	BD143114_00090	GQ273492_00105			KC244182_00109		KT804738_00106				MG570131_00105	MG570132_00105	MK098185_00109	MK098186_00106	MK098187_00109	MK689685_00107	MK689686_00107	MN432490_00110				MT798582_00040	MT926123_00109	MT986830_00113	MW139932_00110			OK042108_00090	OK042109_00091	OL310752_00063	OL774653_00003	OL774654_00108	OL774655_00110		ON075463_00106	ON740976_00108	ON743042_00110	OP009387_00109	OQ475017_00107
OG0000096		AF371960_00119				AY894343_00121	BD143114_00079	GQ273492_00116					KT804738_00117				MG570131_00116	MG570132_00116	MK098185_00120	MK098186_00117	MK098187_00120	MK689685_00116	MK689686_00118	MN432490_00120	MN562489_00045		MT521409_00046	MT798582_00030	MT926123_00118	MT986830_00123	MW139932_00121		NC_027778_00025	OK042108_00079	OK042109_00080	OL310752_00069	OL774653_00014	OL774654_00119	OL774655_00121	OM037668_00091		ON740976_00119	ON743042_00121	OP009387_00119	OQ475017_00118
OG0000097		AF371960_00003		AY532606_00002	AY779031_00003	AY894343_00003		GQ273492_00003			KC244182_00003		KT804738_00003				MG570131_00003	MG570132_00003	MK098185_00003	MK098186_00003	MK098187_00003	MK689685_00003	MK689686_00003	MN432490_00003				MT798582_00023	MT926123_00003	MT986830_00003	MW139932_00003			OK042108_00072	OK042109_00073	OL310752_00076	OL774653_00021	OL774654_00003	OL774655_00003		ON075463_00003	ON740976_00003	ON743042_00003	OP009387_00003	OQ475017_00003
OG0000098		AF371960_00004		AY532606_00003	AY779031_00004	AY894343_00004	BD143114_00071	GQ273492_00004			KC244182_00004		KT804738_00004				MG570131_00004	MG570132_00004	MK098185_00004	MK098186_00004	MK098187_00004	MK689685_00004	MK689686_00004	MN432490_00004				MT798582_00022	MT926123_00004	MT986830_00004	MW139932_00004			OK042108_00071	OK042109_00072		OL774653_00022	OL774654_00004	OL774655_00004		ON075463_00004	ON740976_00004	ON743042_00004	OP009387_00004	OQ475017_00004
OG0000099		AF371960_00040		AY532606_00039	AY779031_00043	AY894343_00038	BD143114_00036	GQ273492_00039			KC244182_00038		KT804738_00038				MG570131_00040	MG570132_00040	MK098185_00042	MK098186_00039	MK098187_00042	MK689685_00038	MK689686_00038	MN432490_00041				MT798582_00067	MT926123_00041		MW139932_00042			OK042108_00038	OK042109_00038	OL310752_00057	OL774653_00060	OL774654_00040	OL774655_00043		ON075463_00038	ON740976_00039	ON743042_00041	OP009387_00039	OQ475017_00039
OG0000100		AF371960_00044			AY779031_00048	AY894343_00042	BD143114_00032	GQ273492_00043			KC244182_00042		KT804738_00042				MG570131_00044	MG570132_00044	MK098185_00046	MK098186_00043	MK098187_00046	MK689685_00042	MK689686_00042	MN432490_00045				MT798582_00063	MT926123_00045	MT986830_00045	MW139932_00046			OK042108_00034	OK042109_00034	OL310752_00053	OL774653_00064	OL774654_00044	OL774655_00047		ON075463_00042	ON740976_00043	ON743042_00045	OP009387_00043	OQ475017_00043
OG0000101		AF371960_00071		AY532606_00073	AY779031_00077	AY894343_00070	BD143114_00006				KC244182_00070		KT804738_00067				MG570131_00069	MG570132_00069	MK098185_00071	MK098186_00068	MK098187_00071	MK689685_00068	MK689686_00069	MN432490_00071				MT798582_00093	MT926123_00072	MT986830_00073	MW139932_00072			OK042108_00006	OK042109_00007	OL310752_00101	OL774653_00089	OL774654_00070	OL774655_00073		ON075463_00068	ON740976_00070	ON743042_00072	OP009387_00070	OQ475017_00068
OG0000102		AF371960_00081		AY532606_00081	AY779031_00087	AY894343_00079	BD143114_00121	GQ273492_00076			KC244182_00079		KT804738_00075				MG570131_00076	MG570132_00076	MK098185_00079	MK098186_00076	MK098187_00079	MK689685_00078	MK689686_00077	MN432490_00081				MT798582_00085	MT926123_00082	MT986830_00083	MW139932_00080			OK042108_00120	OK042109_00121	OL310752_00122	OL774653_00097	OL774654_00078			ON075463_00076	ON740976_00078	ON743042_00080	OP009387_00080	OQ475017_00076
OG0000103		AF371960_00103		AY532606_00106		AY894343_00103	BD143114_00097	GQ273492_00099			KC244182_00102		KT804738_00099				MG570131_00099	MG570132_00099	MK098185_00102	MK098186_00099	MK098187_00102	MK689685_00101	MK689686_00100	MN432490_00104				MT798582_00104	MT926123_00103	MT986830_00107	MW139932_00103			OK042108_00097	OK042109_00098	OL310752_00109	OL774653_00121	OL774654_00101	OL774655_00103		ON075463_00099	ON740976_00101	ON743042_00103	OP009387_00102	OQ475017_00100
OG0000104		AF371960_00106		AY532606_00110	AY779031_00115	AY894343_00107	BD143114_00093	GQ273492_00102			KC244182_00106		KT804738_00103				MG570131_00102	MG570132_00102	MK098185_00106	MK098186_00103	MK098187_00106	MK689685_00104	MK689686_00104	MN432490_00107				MT798582_00043	MT926123_00106	MT986830_00110	MW139932_00107			OK042108_00093	OK042109_00094	OL310752_00066		OL774654_00105	OL774655_00107		ON075463_00103	ON740976_00105	ON743042_00107	OP009387_00106	OQ475017_00104
OG0000105		AF371960_00116		AY532606_00123	AY779031_00126	AY894343_00118	BD143114_00082	GQ273492_00113			KC244182_00117		KT804738_00114				MG570131_00113	MG570132_00113	MK098185_00117	MK098186_00114	MK098187_00117	MK689685_00114	MK689686_00115	MN432490_00117				MT798582_00033	MT926123_00116	MT986830_00120	MW139932_00118			OK042108_00082	OK042109_00083		OL774653_00011	OL774654_00116	OL774655_00118		ON075463_00114	ON740976_00116	ON743042_00118	OP009387_00116	OQ475017_00115
OG0000106		AF371960_00029		AY532606_00028	AY779031_00032	AY894343_00027	BD143114_00047	GQ273492_00028			KC244182_00027		KT804738_00027				MG570131_00029	MG570132_00029	MK098185_00031	MK098186_00028	MK098187_00031	MK689685_00027	MK689686_00027	MN432490_00030				MT798582_00078	MT926123_00030	MT986830_00031	MW139932_00031				OK042109_00049	OL310752_00106	OL774653_00049	OL774654_00029	OL774655_00032		ON075463_00027	ON740976_00028	ON743042_00029	OP009387_00028	
OG0000107		AF371960_00104		AY532606_00107		AY894343_00104	BD143114_00096	GQ273492_00100			KC244182_00103		KT804738_00100				MG570131_00100	MG570132_00100	MK098185_00103	MK098186_00100	MK098187_00103	MK689685_00102	MK689686_00101	MN432490_00105				MT798582_00103	MT926123_00104	MT986830_00108	MW139932_00104			OK042108_00096	OK042109_00097		OL774653_00122	OL774654_00102	OL774655_00104		ON075463_00100	ON740976_00102	ON743042_00104	OP009387_00103	OQ475017_00101
OG0000108		AF371960_00120				AY894343_00122	BD143114_00078	GQ273492_00117			KC244182_00120		KT804738_00118				MG570131_00117	MG570132_00117	MK098185_00121	MK098186_00118	MK098187_00121	MK689685_00117	MK689686_00119	MN432490_00121				MT798582_00029	MT926123_00119	MT986830_00124	MW139932_00122			OK042108_00078	OK042109_00079	OL310752_00070	OL774653_00015	OL774654_00120	OL774655_00122		ON075463_00117	ON740976_00120	ON743042_00122	OP009387_00120	OQ475017_00119
OG0000109		AF371960_00072		AY532606_00074	AY779031_00079	AY894343_00071	BD143114_00005				KC244182_00071		KT804738_00068						MK098185_00072	MK098186_00069	MK098187_00072	MK689685_00069	MK689686_00070	MN432490_00072				MT798582_00092	MT926123_00073	MT986830_00074	MW139932_00073			OK042108_00005	OK042109_00006	OL310752_00102	OL774653_00090	OL774654_00071	OL774655_00074		ON075463_00069	ON740976_00071	ON743042_00073	OP009387_00071	OQ475017_00069
OG0000110		AF371960_00118			AY779031_00128	AY894343_00120	BD143114_00080	GQ273492_00115			KC244182_00119		KT804738_00116				MG570131_00115	MG570132_00115	MK098185_00119	MK098186_00116	MK098187_00119		MK689686_00117	MN432490_00119				MT798582_00031		MT986830_00122	MW139932_00120			OK042108_00080	OK042109_00081	OL310752_00068	OL774653_00013	OL774654_00118	OL774655_00120		ON075463_00116	ON740976_00118	ON743042_00120	OP009387_00118	OQ475017_00117
OG0000111				AY532606_00096	AY779031_00101	AY894343_00094	BD143114_00106	GQ273492_00090			KC244182_00093		KT804738_00090				MG570131_00090	MG570132_00090	MK098185_00093	MK098186_00090	MK098187_00093	MK689685_00092	MK689686_00091	MN432490_00095				MT798582_00113		MT986830_00098	MW139932_00094			OK042108_00106	OK042109_00107	OL310752_00038	OL774653_00112	OL774654_00092	OL774655_00094		ON075463_00090	ON740976_00092	ON743042_00094		OQ475017_00091
OG0000112				AY532606_00082	AY779031_00088	AY894343_00080	BD143114_00120	GQ273492_00077			KC244182_00080		KT804738_00076				MG570131_00077	MG570132_00077	MK098185_00080	MK098186_00077	MK098187_00080		MK689686_00078	MN432490_00082						MT986830_00084	MW139932_00081	NC_005946_00006		OK042108_00119	OK042109_00120		OL774653_00098	OL774654_00079	OL774655_00081		ON075463_00077	ON740976_00079	ON743042_00081	OP009387_00081	OQ475017_00077
OG0000113					AY779031_00022		BD143114_00054	GQ273492_00021			KC244182_00021								MK098185_00021	MK098186_00021	MK098187_00021			MN432490_00022	MN562489_00095		MT521409_00096	MT798582_00005	MT926123_00021	MT986830_00021	MW139932_00022		NC_027778_00076	OK042108_00056	OK042109_00055	OL310752_00005	OL774653_00038	OL774654_00021	OL774655_00021	OM037668_00042		ON740976_00020	ON743042_00021	OP009387_00022	OQ475017_00021
OG0000114		AF371960_00011		AY532606_00010	AY779031_00011		BD143114_00064	GQ273492_00011									MG570131_00012	MG570132_00012	MK098185_00011	MK098186_00011	MK098187_00011	MK689685_00011		MN432490_00011	MN562489_00084		MT521409_00085		MT926123_00011	MT986830_00011	MW139932_00011		NC_027778_00065		OK042109_00065			OL774654_00011	OL774655_00011	OM037668_00053			ON743042_00011	OP009387_00011	OQ475017_00011
OG0000115		AF371960_00054		AY532606_00054		AY894343_00053	BD143114_00022	GQ273492_00053			KC244182_00053		KT804738_00052				MG570131_00054	MG570132_00054					MK689686_00053	MN432490_00055	MN562489_00035		MT521409_00036	MT798582_00052	MT926123_00055	MT986830_00056			NC_027778_00015	OK042108_00023	OK042109_00023					OM037668_00101	ON075463_00052	ON740976_00054	ON743042_00056	OP009387_00054	OQ475017_00053
OG0000116		AF371960_00067		AY532606_00068	AY779031_00071	AY894343_00066	BD143114_00010						KT804738_00063						MK098185_00067	MK098186_00064	MK098187_00067	MK689685_00064	MK689686_00065					MT798582_00097	MT926123_00068	MT986830_00068	MW139932_00068			OK042108_00010	OK042109_00011	OL310752_00030	OL774653_00085	OL774654_00066	OL774655_00069		ON075463_00064	ON740976_00066	ON743042_00068		
OG0000117		AF371960_00094		AY532606_00095	AY779031_00100		BD143114_00107	GQ273492_00089			KC244182_00092						MG570131_00089	MG570132_00089	MK098185_00092	MK098186_00089	MK098187_00092	MK689685_00091		MN432490_00094	MN562489_00054		MT521409_00055		MT926123_00094		MW139932_00093		NC_027778_00034	OK042108_00107	OK042109_00108				OL774655_00093	OM037668_00082		ON740976_00091		OP009387_00093	
OG0000118	AF303741_00007, AF303741_00066, AF303741_00094, AF303741_00095, AF303741_00109, AF303741_00173								HF920633_00040, HF920633_00057, HF920633_00107, HF920633_00117, HF920633_00143, HF920633_00170, HF920633_00172	HF920637_00034, HF920637_00096, HF920637_00102, HF920637_00130, HF920637_00158, HF920637_00184, HF920637_00206, HF920637_00208		KF938901_00085, KF938901_00140																																	
OG0000119	AF303741_00106, AF303741_00170		AY521625_00036						HF920633_00086	HF920637_00018, HF920637_00138				KX643370_00048, KX643370_00076, KX643370_00079, KX643370_00108, KX643370_00125, KX643370_00132, KX643370_00133		MF599468_00036, MF599468_00096										MN803438_00012, MN803438_00021, MN803438_00094, MN803438_00107, MN803438_00112, MN803438_00120, MN803438_00125						NC_005946_00020													
OG0000120				AY532606_00108	AY779031_00113	AY894343_00105	BD143114_00095				KC244182_00104		KT804738_00101						MK098185_00104	MK098186_00101	MK098187_00104		MK689686_00102								MW139932_00105			OK042108_00095	OK042109_00096	OL310752_00097	OL774653_00123	OL774654_00103	OL774655_00105		ON075463_00101	ON740976_00103	ON743042_00105	OP009387_00104	OQ475017_00102
OG0000121				AY532606_00118		AY894343_00114	BD143114_00086	GQ273492_00109			KC244182_00113		KT804738_00110				MG570131_00109	MG570132_00109	MK098185_00113	MK098186_00110	MK098187_00113		MK689686_00111								MW139932_00114			OK042108_00086	OK042109_00087		OL774653_00007	OL774654_00112	OL774655_00114		ON075463_00110	ON740976_00112	ON743042_00114		OQ475017_00111
OG0000122	AF303741_00005, AF303741_00065								HF920633_00116	HF920637_00183						MF599468_00023, MF599468_00024, MF599468_00029, MF599468_00038, MF599468_00054, MF599468_00055, MF599468_00070, MF599468_00091, MF599468_00099, MF599468_00100, MF599468_00101, MF599468_00102, MF599468_00103, MF599468_00104, MF599468_00114, MF599468_00128, MF599468_00145																													
OG0000123	AF303741_00121, AF303741_00178, AF303741_00195								HF920633_00007, HF920633_00130, HF920633_00147, HF920633_00174	HF920637_00029, HF920637_00147, HF920637_00198, HF920637_00218		KF938901_00020, KF938901_00049, KF938901_00091, KF938901_00115			LS484712_00198																														
OG0000124		AF371960_00026		AY532606_00024	AY779031_00028			GQ273492_00026										MG570132_00027	MK098185_00028		MK098187_00028			MN432490_00027				MT798582_00083	MT926123_00027	MT986830_00028							OL774653_00045		OL774655_00028						OQ475017_00026
OG0000125		AF371960_00074												KX643370_00009, KX643370_00017								MK689685_00071		MN432490_00074	MN562489_00075	MN803438_00082	MT521409_00076		MT926123_00075	MT986830_00076			NC_027778_00056							OM037668_00062				OP009387_00073	
OG0000126							BD143114_00048												MK098185_00030	MK098186_00027	MK098187_00030										MW139932_00030			OK042108_00049		OL310752_00105	OL774653_00048	OL774654_00028	OL774655_00031			ON740976_00027	ON743042_00028		OQ475017_00028
OG0000127	AF303741_00088								HF920633_00059, HF920633_00081, HF920633_00119			KF938901_00001, KF938901_00030, KF938901_00084, KF938901_00119, KF938901_00127, KF938901_00135, KF938901_00151, KF938901_00158																																	
OG0000128				AY532606_00023			BD143114_00050										MG570131_00026	MG570132_00026		MK098186_00025		MK689685_00024									MW139932_00027			OK042108_00051		OL310752_00001		OL774654_00025				ON740976_00025	ON743042_00026		
OG0000129																									MN562489_00003, MN562489_00004, MN562489_00071		MT521409_00003, MT521409_00004, MT521409_00072						NC_027778_00052, NC_027778_00124, NC_027778_00125							OM037668_00066, OM037668_00131, OM037668_00132					
OG0000130				AY532606_00048		AY894343_00047					KC244182_00047												MK689686_00047					MT798582_00058		MT986830_00050				OK042108_00029	OK042109_00029							ON740976_00048	ON743042_00050	OP009387_00048	
OG0000131						AY894343_00092							KT804738_00088										MK689686_00090					MT798582_00114		MT986830_00096						OL310752_00040	OL774653_00110	OL774654_00091			ON075463_00089		ON743042_00093		OQ475017_00089
OG0000132															LS484712_00025, LS484712_00026, LS484712_00027, LS484712_00028, LS484712_00030, LS484712_00031, LS484712_00032, LS484712_00034, LS484712_00252, LS484712_00253, LS484712_00254																														
OG0000133	AF303741_00089, AF303741_00130								HF920633_00004	HF920637_00057, HF920637_00058, HF920637_00093, HF920637_00094, HF920637_00199, HF920637_00201, HF920637_00216																																			
OG0000134	AF303741_00101								HF920633_00156	HF920637_00123		KF938901_00108		KX643370_00042											MN562489_00069	MN803438_00005	MT521409_00070						NC_027778_00049							OM037668_00068					
OG0000135	AF303741_00126		AY521625_00098						HF920633_00135	HF920637_00219		KF938901_00086		KX643370_00121	LS484712_00057	MF599468_00002										MN803438_00115						NC_005946_00001													
OG0000136														KX643370_00041											MN562489_00066, MN562489_00122	MN803438_00022	MT521409_00067, MT521409_00123						NC_027778_00046, NC_027778_00104							OM037668_00015, OM037668_00071					
OG0000137															LS484712_00008, LS484712_00009, LS484712_00010, LS484712_00064, LS484712_00065, LS484712_00068, LS484712_00069, LS484712_00070, LS484712_00072, LS484712_00255																														
OG0000138	AF303741_00031		AY521625_00056						HF920633_00132	HF920637_00105		KF938901_00048		KX643370_00139	LS484712_00251											MN803438_00105						NC_005946_00039													
OG0000139	AF303741_00100, AF303741_00162								HF920633_00053	HF920637_00181		KF938901_00065		KX643370_00145	LS484712_00063	MF599468_00051										MN803438_00137																			
OG0000140		AF371960_00077				AY894343_00075					KC244182_00075											MK689685_00074		MN432490_00077					MT926123_00078	MT986830_00079					OK042109_00002									OP009387_00076	
OG0000141			AY521625_00046																						MN562489_00009, MN562489_00070		MT521409_00009, MT521409_00071						NC_027778_00050, NC_027778_00130							OM037668_00067, OM037668_00126					
OG0000142				AY532606_00025	AY779031_00029																	MK689685_00025						MT798582_00081			MW139932_00028					OL310752_00103	OL774653_00046	OL774654_00026	OL774655_00029						
OG0000143					AY779031_00021						KC244182_00020							MG570132_00022					MK689686_00020	MN432490_00021				MT798582_00006			MW139932_00021										ON075463_00020			OP009387_00021	
OG0000144					AY779031_00026														MK098185_00025		MK098187_00025										MW139932_00026			OK042108_00052			OL774653_00042		OL774655_00025			ON740976_00024	ON743042_00025		
OG0000145														KX643370_00012, KX643370_00085, KX643370_00100											MN562489_00101	MN803438_00011, MN803438_00096	MT521409_00102						NC_027778_00082							OM037668_00036					
OG0000146																MF599468_00032, MF599468_00068, MF599468_00069, MF599468_00109, MF599468_00110, MF599468_00111, MF599468_00136, MF599468_00137, MF599468_00138																													
OG0000147																									MN562489_00007, MN562489_00014		MT521409_00007, MT521409_00014						NC_027778_00128, NC_027778_00135, NC_027778_00136							OM037668_00121, OM037668_00128					
OG0000148	AF303741_00072		AY521625_00133						HF920633_00026	HF920637_00060		KF938901_00069			LS484712_00133	MF599468_00161																NC_005946_00054													
OG0000149	AF303741_00157								HF920633_00064	HF920637_00014		KF938901_00007		KX643370_00043	LS484712_00197	MF599468_00027										MN803438_00006																			
OG0000150	AF303741_00185								HF920633_00014, HF920633_00027, HF920633_00092, HF920633_00104, HF920633_00153	HF920637_00084, HF920637_00169																																			
OG0000151		AF371960_00025			AY779031_00027														MK098185_00027		MK098187_00027								MT926123_00026	MT986830_00027							OL774653_00044		OL774655_00027						
OG0000152			AY521625_00002											KX643370_00047											MN562489_00136	MN803438_00010	MT521409_00137					NC_005946_00052	NC_027778_00119							OM037668_00001					
OG0000153	AF303741_00070, AF303741_00099								HF920633_00019, HF920633_00099, HF920633_00100, HF920633_00129	HF920637_00151																																			
OG0000154	AF303741_00090, AF303741_00145								HF920633_00088	HF920637_00011, HF920637_00180		KF938901_00112			LS484712_00211																														
OG0000155	AF303741_00182								HF920633_00096, HF920633_00114	HF920637_00071, HF920637_00162		KF938901_00066, KF938901_00153																																	
OG0000156	AF303741_00183								HF920633_00036	HF920637_00168		KF938901_00106		KX643370_00140		MF599468_00074										MN803438_00135																			
OG0000157	AF303741_00192		AY521625_00044						HF920633_00106	HF920637_00150		KF938901_00118				MF599468_00142																NC_005946_00063													
OG0000158			AY521625_00003, AY521625_00078, AY521625_00079, AY521625_00080, AY521625_00081, AY521625_00082, AY521625_00127																																										
OG0000159			AY521625_00018						HF920633_00024			KF938901_00027		KX643370_00149		MF599468_00060										MN803438_00003						NC_005946_00044													
OG0000160			AY521625_00025, AY521625_00026, AY521625_00027, AY521625_00029, AY521625_00030, AY521625_00032, AY521625_00033																																										
OG0000161			AY521625_00126							HF920637_00072				KX643370_00090		MF599468_00066, MF599468_00156										MN803438_00078						NC_005946_00075													
OG0000162															LS484712_00082, LS484712_00083, LS484712_00084, LS484712_00085, LS484712_00086, LS484712_00087, LS484712_00088																														
OG0000163																MF599468_00047, MF599468_00049, MF599468_00118, MF599468_00119, MF599468_00157, MF599468_00158, MF599468_00159																													
OG0000164	AF303741_00009									HF920637_00013															MN562489_00115		MT521409_00116						NC_027778_00097							OM037668_00022					
OG0000165	AF303741_00049, AF303741_00078, AF303741_00083, AF303741_00147								HF920633_00030	HF920637_00116																																			
OG0000166	AF303741_00056								HF920633_00134	HF920637_00056		KF938901_00102			LS484712_00116	MF599468_00141																													
OG0000167	AF303741_00067, AF303741_00068								HF920633_00039	HF920637_00140		KF938901_00075			LS484712_00113																														
OG0000168	AF303741_00076								HF920633_00105	HF920637_00095		KF938901_00117			LS484712_00140	MF599468_00004																													
OG0000169	AF303741_00087								HF920633_00082	HF920637_00049		KF938901_00103			LS484712_00195	MF599468_00162																													
OG0000170	AF303741_00091								HF920633_00169	HF920637_00120		KF938901_00128			LS484712_00212	MF599468_00067																													
OG0000171	AF303741_00096								HF920633_00177	HF920637_00045		KF938901_00121			LS484712_00112	MF599468_00105																													
OG0000172	AF303741_00105		AY521625_00014						HF920633_00144			KF938901_00101				MF599468_00081																NC_005946_00004													
OG0000173	AF303741_00117															MF599468_00098									MN562489_00114		MT521409_00115						NC_027778_00096							OM037668_00023					
OG0000174	AF303741_00169								HF920633_00145	HF920637_00077, HF920637_00148		KF938901_00104				MF599468_00045																													
OG0000175	AF303741_00179								HF920633_00046	HF920637_00067		KF938901_00150			LS484712_00184	MF599468_00155																													
OG0000176	AF303741_00181								HF920633_00031, HF920633_00161	HF920637_00069		KF938901_00006, KF938901_00105																																	
OG0000177			AY521625_00005						HF920633_00171			KF938901_00017		KX643370_00060												MN803438_00028						NC_005946_00026													
OG0000178			AY521625_00011											KX643370_00059		MF599468_00089, MF599468_00108										MN803438_00030						NC_005946_00033													
OG0000179			AY521625_00140						HF920633_00034			KF938901_00009		KX643370_00080												MN803438_00092						NC_005946_00029													
OG0000180				AY532606_00027		AY894343_00026					KC244182_00026		KT804738_00026										MK689686_00026																		ON075463_00026				
OG0000181						AY894343_00093							KT804738_00089																	MT986830_00097						OL310752_00039	OL774653_00111								OQ475017_00090
OG0000182								GQ273492_00025											MK098185_00026		MK098187_00026																OL774653_00043		OL774655_00026						OQ475017_00025
OG0000183														KX643370_00114											MN562489_00048	MN803438_00130	MT521409_00049						NC_027778_00028							OM037668_00088					
OG0000184															LS484712_00089, LS484712_00090, LS484712_00225, LS484712_00268, LS484712_00269, LS484712_00270																														
OG0000185	AF303741_00001, AF303741_00141, AF303741_00142									HF920637_00062, HF920637_00122																																			
OG0000186	AF303741_00003								HF920633_00128	HF920637_00020		KF938901_00116				MF599468_00129																													
OG0000187	AF303741_00004								HF920633_00110	HF920637_00139		KF938901_00133				MF599468_00022																													
OG0000188	AF303741_00015								HF920633_00149	HF920637_00100		KF938901_00141				MF599468_00079																													
OG0000189	AF303741_00017								HF920633_00165	HF920637_00212		KF938901_00014				MF599468_00037																													
OG0000190	AF303741_00085								HF920633_00103	HF920637_00047		KF938901_00100				MF599468_00025																													
OG0000191	AF303741_00086								HF920633_00020, HF920633_00021	HF920637_00048		KF938901_00099																																	
OG0000192	AF303741_00104								HF920633_00032			KF938901_00073				MF599468_00052, MF599468_00061																													
OG0000193	AF303741_00112								HF920633_00022	HF920637_00085		KF938901_00152				MF599468_00043																													
OG0000194	AF303741_00122								HF920633_00131	HF920637_00019		KF938901_00063			LS484712_00196																														
OG0000195	AF303741_00136								HF920633_00120	HF920637_00193		KF938901_00134				MF599468_00015																													
OG0000196	AF303741_00146								HF920633_00146	HF920637_00043		KF938901_00139			LS484712_00224																														
OG0000197	AF303741_00148								HF920633_00056	HF920637_00160		KF938901_00070				MF599468_00172																													
OG0000198	AF303741_00150								HF920633_00123	HF920637_00192		KF938901_00146				MF599468_00044																													
OG0000199	AF303741_00151								HF920633_00050	HF920637_00070		KF938901_00077			LS484712_00060																														
OG0000200	AF303741_00161								HF920633_00098	HF920637_00194		KF938901_00079				MF599468_00065																													
OG0000201	AF303741_00174									HF920637_00133, HF920637_00136, HF920637_00142						MF599468_00016																													
OG0000202	AF303741_00177								HF920633_00035	HF920637_00035		KF938901_00010			LS484712_00163																														
OG0000203	AF303741_00184								HF920633_00029	HF920637_00009		KF938901_00008			LS484712_00120																														
OG0000204	AF303741_00193								HF920633_00121	HF920637_00149		KF938901_00113			LS484712_00106																														
OG0000205	AF303741_00197								HF920633_00125	HF920637_00005		KF938901_00148				MF599468_00125																													
