Orthogroup	23043610003	23043610005	AB104413	AF371960	AP017456	AY894343	BD143114	GQ273492	KC244182	KT781098	KT804738	MG570131	MG570132	MK098185	MK098186	MK098187	MK637631	MK689685	MK689686	MN432490	MN562489	MT128666	MT128667	MT521409	MT798582	MT926123	MT986830	MW139932	MW273353	MW273354	MW883593	MW883594	MW883595	MW883596	MW883597	MW883598	MW883599	MW883600	MW883601	MW883602	MW883603	MW883606	NC_003494	OK042108	OK042109	OL774653	OL774654	OL774655	OM037668	ON075463	ON212400	ON740976	ON743042	OP009387	OP896201	OQ475017	OQ513807	OR356116	OR536350	OR670976	PP151097	PP974677	PQ335173_PQ335174	occupancy
OG0000107	AF371960.1_00062 hypothetical protein	AF371960.1_00062 hypothetical protein	DNA-binding protein_refgen DNA-binding protein	AF371960.1_00062 hypothetical protein	DNA-binding protein_refgen DNA-binding protein	NA	DNA-binding protein_ref_gen DNA-binding protein	GQ273492.1_00061 hypothetical protein	DNA-binding protein_ref_gen DNA-binding protein	AF371960.1_00062 hypothetical protein	DNA-binding protein_refgen DNA-binding protein	MG570131.1_00061 hypothetical protein	MG570132.1_00061 hypothetical protein	DNA-binding protein_refgen DNA-binding protein	DNA-binding protein_refgen DNA-binding protein	DNA-binding protein_refgen DNA-binding protein	MK637631_00089 hypothetical protein	AF371960.1_00062 hypothetical protein	DNA-binding protein_refgen DNA-binding protein	NA	OM037668.1_00095 hypothetical protein	AF371960.1_00062 hypothetical protein	AF371960.1_00062 hypothetical protein	OM037668.1_00095 hypothetical protein	NA	AF371960.1_00062 hypothetical protein	AF371960.1_00062 hypothetical protein	DNA-binding protein_refgen DNA-binding protein	AF371960.1_00062 hypothetical protein	AF371960.1_00062 hypothetical protein	AF371960.1_00062 hypothetical protein	AF371960.1_00062 hypothetical protein	NA	AF371960.1_00062 hypothetical protein	AF371960.1_00062 hypothetical protein	DNA-binding protein DNA-binding protein	AF371960.1_00062 hypothetical protein	AF371960.1_00062 hypothetical protein	AF371960.1_00062 hypothetical protein	AF371960.1_00062 hypothetical protein	AF371960.1_00062 hypothetical protein	AF371960.1_00062 hypothetical protein	AF371960.1_00062 hypothetical protein	DNADNA-binding protein_refgen DNA-binding protein	DNA-binding protein_refgen DNA-binding protein	DNA-binding protein_refgen DNA-binding protein	DNA-binding protein_refgen DNA-binding protein	DNA-binding protein_refgen DNA-binding protein	OM037668.1_00095 hypothetical protein	DNA-binding protein_refgen DNA-binding protein	AF371960.1_00062 hypothetical protein	DNA-binding protein_refgen DNA-binding protein	DNA-binding protein DNA-binding protein	NA	AF371960.1_00062 hypothetical protein	OQ475017.1_00060 OQ475017.1 - hypothetical protein translation	AF371960.1_00062 hypothetical protein	AF371960.1_00062 hypothetical protein	AF371960.1_00062 hypothetical protein	AF371960.1_00062 hypothetical protein	NA	NA	PQ335173_PQ335174_00080 PQ335173_PQ335174 - hypothetical protein translation	88.88888888888889
OG0000108	AF371960.1_00071 hypothetical protein	AF371960.1_00071 hypothetical protein	MK689686.1_00069 hypothetical protein	AF371960.1_00071 hypothetical protein	MK689686.1_00069 hypothetical protein	MK689686.1_00069 hypothetical protein	MK689686.1_00069 hypothetical protein	NA	NA	MK689686.1_00069 hypothetical protein	MK689686.1_00069 hypothetical protein	MG570131.1_00069 hypothetical protein	MG570132.1_00069 hypothetical protein	MK689686.1_00069 hypothetical protein	MK689686.1_00069 hypothetical protein	MK689686.1_00069 hypothetical protein	NA	AF371960.1_00071 hypothetical protein	MK689686.1_00069 hypothetical protein	AF371960.1_00071 hypothetical protein	NA	AF371960.1_00071 hypothetical protein	AF371960.1_00071 hypothetical protein	NA	MK689686.1_00069 hypothetical protein	AF371960.1_00071 hypothetical protein	AF371960.1_00071 hypothetical protein	MK689686.1_00069 hypothetical protein	AF371960.1_00071 hypothetical protein	AF371960.1_00071 hypothetical protein	AF371960.1_00071 hypothetical protein	AF371960.1_00071 hypothetical protein	AF371960.1_00071 hypothetical protein	AF371960.1_00071 hypothetical protein	AF371960.1_00071 hypothetical protein	MK689686.1_00069 hypothetical protein	AF371960.1_00071 hypothetical protein	AF371960.1_00071 hypothetical protein	AF371960.1_00071 hypothetical protein	AF371960.1_00071 hypothetical protein	AF371960.1_00071 hypothetical protein	AF371960.1_00071 hypothetical protein	AF371960.1_00071 hypothetical protein	MK689686.1_00069 hypothetical protein	MK689686.1_00069 hypothetical protein	MK689686.1_00069 hypothetical protein	MK689686.1_00069 hypothetical protein	MK689686.1_00069 hypothetical protein	NA	MK689686.1_00069 hypothetical protein	AF371960.1_00071 hypothetical protein	MK689686.1_00069 hypothetical protein	MK689686.1_00069 hypothetical protein	AF371960.1_00071 hypothetical protein	AF371960.1_00071 hypothetical protein	OQ475017.1_00068 OQ475017.1 - hypothetical protein translation	AF371960.1_00071 hypothetical protein	AF371960.1_00071 hypothetical protein	AF371960.1_00071 hypothetical protein	AF371960.1_00071 hypothetical protein	AF371960.1_00071 hypothetical protein	AF371960.1_00071 hypothetical protein	NA	88.88888888888889
OG0000109	AF371960.1_00120 hypothetical protein	AF371960.1_00120 hypothetical protein	MK689686.1_00119 hypothetical protein	AF371960.1_00120 hypothetical protein	MK689686.1_00119 hypothetical protein	MK689686.1_00119 hypothetical protein	MK689686.1_00119 hypothetical protein	GQ273492.1_00117 hypothetical protein	MK689686.1_00119 hypothetical protein	AF371960.1_00120 hypothetical protein	MK689686.1_00119 hypothetical protein	MG570131.1_00117 hypothetical protein	MG570132.1_00117 hypothetical protein	MK689686.1_00119 hypothetical protein	MK689686.1_00119 hypothetical protein	MK689686.1_00119 hypothetical protein	NA	AF371960.1_00120 hypothetical protein	MK689686.1_00119 hypothetical protein	AF371960.1_00120 hypothetical protein	NA	NA	NA	NA	MK689686.1_00119 hypothetical protein	AF371960.1_00120 hypothetical protein	AF371960.1_00120 hypothetical protein	MK689686.1_00119 hypothetical protein	AF371960.1_00120 hypothetical protein	AF371960.1_00120 hypothetical protein	AF371960.1_00120 hypothetical protein	AF371960.1_00120 hypothetical protein	AF371960.1_00120 hypothetical protein	AF371960.1_00120 hypothetical protein	AF371960.1_00120 hypothetical protein	MK689686.1_00119 hypothetical protein	AF371960.1_00120 hypothetical protein	AF371960.1_00120 hypothetical protein	AF371960.1_00120 hypothetical protein	AF371960.1_00120 hypothetical protein	AF371960.1_00120 hypothetical protein	AF371960.1_00120 hypothetical protein	AF371960.1_00120 hypothetical protein	MK689686.1_00119 hypothetical protein	MK689686.1_00119 hypothetical protein	MK689686.1_00119 hypothetical protein	MK689686.1_00119 hypothetical protein	MK689686.1_00119 hypothetical protein	NA	MK689686.1_00119 hypothetical protein	AF371960.1_00120 hypothetical protein	MK689686.1_00119 hypothetical protein	MK689686.1_00119 hypothetical protein	AF371960.1_00120 hypothetical protein	AF371960.1_00120 hypothetical protein	OQ475017.1_00119 OQ475017.1 - hypothetical protein translation	AF371960.1_00120 hypothetical protein	AF371960.1_00120 hypothetical protein	NA	AF371960.1_00120 hypothetical protein	AF371960.1_00120 hypothetical protein	AF371960.1_00120 hypothetical protein	PQ335173_PQ335174_00029 PQ335173_PQ335174 - hypothetical protein translation	88.88888888888889
OG0000110	AF371960.1_00072 hypothetical protein	AF371960.1_00072 hypothetical protein	MK689686.1_00070 hypothetical protein	AF371960.1_00072 hypothetical protein	MK689686.1_00070 hypothetical protein	MK689686.1_00070 hypothetical protein	MK689686.1_00070 hypothetical protein	NA	MK689686.1_00070 hypothetical protein	MK689686.1_00070 hypothetical protein	MK689686.1_00070 hypothetical protein	NA	NA	MK689686.1_00070 hypothetical protein	MK689686.1_00070 hypothetical protein	MK689686.1_00070 hypothetical protein	NA	AF371960.1_00072 hypothetical protein	MK689686.1_00070 hypothetical protein	AF371960.1_00072 hypothetical protein	NA	AF371960.1_00072 hypothetical protein	AF371960.1_00072 hypothetical protein	NA	MK689686.1_00070 hypothetical protein	AF371960.1_00072 hypothetical protein	AF371960.1_00072 hypothetical protein	MK689686.1_00070 hypothetical protein	AF371960.1_00072 hypothetical protein	AF371960.1_00072 hypothetical protein	AF371960.1_00072 hypothetical protein	AF371960.1_00072 hypothetical protein	AF371960.1_00072 hypothetical protein	AF371960.1_00072 hypothetical protein	AF371960.1_00072 hypothetical protein	MK689686.1_00070 hypothetical protein	AF371960.1_00072 hypothetical protein	AF371960.1_00072 hypothetical protein	AF371960.1_00072 hypothetical protein	AF371960.1_00072 hypothetical protein	AF371960.1_00072 hypothetical protein	AF371960.1_00072 hypothetical protein	AF371960.1_00072 hypothetical protein	MK689686.1_00070 hypothetical protein	MK689686.1_00070 hypothetical protein	MK689686.1_00070 hypothetical protein	MK689686.1_00070 hypothetical protein	MK689686.1_00070 hypothetical protein	NA	MK689686.1_00070 hypothetical protein	AF371960.1_00072 hypothetical protein	MK689686.1_00070 hypothetical protein	MK689686.1_00070 hypothetical protein	AF371960.1_00072 hypothetical protein	AF371960.1_00072 hypothetical protein	OQ475017.1_00069 OQ475017.1 - hypothetical protein translation	AF371960.1_00072 hypothetical protein	AF371960.1_00072 hypothetical protein	AF371960.1_00072 hypothetical protein	AF371960.1_00072 hypothetical protein	AF371960.1_00072 hypothetical protein	AF371960.1_00072 hypothetical protein	NA	87.3015873015873
OG0000111	AF371960.1_00114 hypothetical protein	AF371960.1_00114 hypothetical protein	MK689686.1_00113 hypothetical protein	AF371960.1_00114 hypothetical protein	MK689686.1_00113 hypothetical protein	NA	MK689686.1_00113 hypothetical protein	GQ273492.1_00111 hypothetical protein	MK689686.1_00113 hypothetical protein	AF371960.1_00114 hypothetical protein	MK689686.1_00113 hypothetical protein	MG570131.1_00111 hypothetical protein	MG570132.1_00111 hypothetical protein	MK689686.1_00113 hypothetical protein	MK689686.1_00113 hypothetical protein	MK689686.1_00113 hypothetical protein	NA	AF371960.1_00114 hypothetical protein	MK689686.1_00113 hypothetical protein	AF371960.1_00114 hypothetical protein	NA	AF371960.1_00114 hypothetical protein	NA	NA	MK689686.1_00113 hypothetical protein	NA	AF371960.1_00114 hypothetical protein	MK689686.1_00113 hypothetical protein	AF371960.1_00114 hypothetical protein	AF371960.1_00114 hypothetical protein	AF371960.1_00114 hypothetical protein	AF371960.1_00114 hypothetical protein	AF371960.1_00114 hypothetical protein	AF371960.1_00114 hypothetical protein	AF371960.1_00114 hypothetical protein	MK689686.1_00113 hypothetical protein	AF371960.1_00114 hypothetical protein	AF371960.1_00114 hypothetical protein	AF371960.1_00114 hypothetical protein	AF371960.1_00114 hypothetical protein	AF371960.1_00114 hypothetical protein	AF371960.1_00114 hypothetical protein	AF371960.1_00114 hypothetical protein	MK689686.1_00113 hypothetical protein	MK689686.1_00113 hypothetical protein	MK689686.1_00113 hypothetical protein	MK689686.1_00113 hypothetical protein	MK689686.1_00113 hypothetical protein	NA	MK689686.1_00113 hypothetical protein	AF371960.1_00114 hypothetical protein	MK689686.1_00113 hypothetical protein	MK689686.1_00113 hypothetical protein	AF371960.1_00114 hypothetical protein	AF371960.1_00114 hypothetical protein	OQ475017.1_00113 OQ475017.1 - hypothetical protein translation	AF371960.1_00114 hypothetical protein	AF371960.1_00114 hypothetical protein	NA	AF371960.1_00114 hypothetical protein	AF371960.1_00114 hypothetical protein	AF371960.1_00114 hypothetical protein	TSIV_ORF39 PQ335173_PQ335174 - hypothetical protein translation	87.3015873015873
OG0000112	AF371960.1_00077 hypothetical protein	AF371960.1_00077 hypothetical protein	ORF070_refgen ORF070	AF371960.1_00077 hypothetical protein	ORF070_refgen ORF070	ORF070_ref_gen ORF070	ORF070_ref_gen ORF070	NA	ORF069_ref_gen ORF070	AF371960.1_00077 hypothetical protein	ORF070_refgen ORF070	NA	NA	ORF070_refgen ORF070	ORF070_refgen ORF070	ORF070_refgen ORF070	NA	AF371960.1_00077 hypothetical protein	ORF070_refgen ORF070	AF371960.1_00077 hypothetical protein	NA	AF371960.1_00077 hypothetical protein	AF371960.1_00077 hypothetical protein	NA	ORF070_refgen ORF070	AF371960.1_00077 hypothetical protein	AF371960.1_00077 hypothetical protein	ORF070_refgen ORF070	AF371960.1_00077 hypothetical protein	AF371960.1_00077 hypothetical protein	AF371960.1_00077 hypothetical protein	AF371960.1_00077 hypothetical protein	AF371960.1_00077 hypothetical protein	AF371960.1_00077 hypothetical protein	AF371960.1_00077 hypothetical protein	ORF070_refgen ORF070	AF371960.1_00077 hypothetical protein	AF371960.1_00077 hypothetical protein	AF371960.1_00077 hypothetical protein	AF371960.1_00077 hypothetical protein	AF371960.1_00077 hypothetical protein	AF371960.1_00077 hypothetical protein	AF371960.1_00077 hypothetical protein	ORF070_refgen ORF070	ORF070_refgen ORF070	ORF070_refgen ORF070	ORF070_refgen ORF070	ORF070_refgen ORF070	NA	ORF070_refgen ORF070	AF371960.1_00077 hypothetical protein	ORF070_refgen ORF070	ORF070_refgen ORF070	AF371960.1_00077 hypothetical protein	AF371960.1_00077 hypothetical protein	NA	AF371960.1_00077 hypothetical protein	AF371960.1_00077 hypothetical protein	AF371960.1_00077 hypothetical protein	AF371960.1_00077 hypothetical protein	AF371960.1_00077 hypothetical protein	AF371960.1_00077 hypothetical protein	NA	85.71428571428571
OG0000113	MK689686.1_00020 hypothetical protein	MK689686.1_00020 hypothetical protein	MK689686.1_00020 hypothetical protein	NA	MK689686.1_00020 hypothetical protein	MK689686.1_00020 hypothetical protein	MK689686.1_00020 hypothetical protein	NA	MK689686.1_00020 hypothetical protein	MK689686.1_00020 hypothetical protein	MK689686.1_00020 hypothetical protein	NA	MG570132.1_00022 hypothetical protein	MK689686.1_00020 hypothetical protein	MK689686.1_00020 hypothetical protein	MK689686.1_00020 hypothetical protein	NA	MK689686.1_00020 hypothetical protein	MK689686.1_00020 hypothetical protein	NA	NA	MK689686.1_00020 hypothetical protein	MK689686.1_00020 hypothetical protein	NA	MK689686.1_00020 hypothetical protein	MK689686.1_00020 hypothetical protein	MK689686.1_00020 hypothetical protein	MK689686.1_00020 hypothetical protein	MK689686.1_00020 hypothetical protein	MK689686.1_00020 hypothetical protein	MK689686.1_00020 hypothetical protein	MK689686.1_00020 hypothetical protein	MK689686.1_00020 hypothetical protein	MK689686.1_00020 hypothetical protein	MK689686.1_00020 hypothetical protein	MK689686.1_00020 hypothetical protein	MK689686.1_00020 hypothetical protein	MK689686.1_00020 hypothetical protein	MK689686.1_00020 hypothetical protein	MK689686.1_00020 hypothetical protein	MK689686.1_00020 hypothetical protein	MK689686.1_00020 hypothetical protein	MK689686.1_00020 hypothetical protein	MK689686.1_00020 hypothetical protein	MK689686.1_00020 hypothetical protein	MK689686.1_00020 hypothetical protein	MK689686.1_00020 hypothetical protein	MK689686.1_00020 hypothetical protein	NA	MK689686.1_00020 hypothetical protein	MK689686.1_00020 hypothetical protein	MK689686.1_00020 hypothetical protein	MK689686.1_00020 hypothetical protein	MK689686.1_00020 hypothetical protein	MK689686.1_00020 hypothetical protein	NA	MK689686.1_00020 hypothetical protein	MK689686.1_00020 hypothetical protein	MK689686.1_00020 hypothetical protein	MK689686.1_00020 hypothetical protein	MK689686.1_00020 hypothetical protein	MK689686.1_00020 hypothetical protein	PQ335173_PQ335174_00004 PQ335173_PQ335174 - hypothetical protein translation	85.71428571428571
OG0000114	NA	NA	MK689686.1_00058 hypothetical protein	AF371960.1_00060 hypothetical protein	MK689686.1_00058 hypothetical protein	MK689686.1_00058 hypothetical protein	MK689686.1_00058 hypothetical protein	GQ273492.1_00059 hypothetical protein	MK689686.1_00058 hypothetical protein	AF371960.1_00060 hypothetical protein	MK689686.1_00058 hypothetical protein	MG570131.1_00059 hypothetical protein	MG570132.1_00059 hypothetical protein	MK689686.1_00058 hypothetical protein	MK689686.1_00058 hypothetical protein	MK689686.1_00058 hypothetical protein	MK637631_00057 hypothetical protein	AF371960.1_00060 hypothetical protein	MK689686.1_00058 hypothetical protein	AF371960.1_00060 hypothetical protein	OM037668.1_00085 hypothetical protein	NA	NA	OM037668.1_00085 hypothetical protein	MK689686.1_00058 hypothetical protein	AF371960.1_00060 hypothetical protein	MK689686.1_00058 hypothetical protein	MK689686.1_00058 hypothetical protein	AF371960.1_00060 hypothetical protein	AF371960.1_00060 hypothetical protein	AF371960.1_00060 hypothetical protein	NA	AF371960.1_00060 hypothetical protein	AF371960.1_00060 hypothetical protein	AF371960.1_00060 hypothetical protein	MK689686.1_00058 hypothetical protein	AF371960.1_00060 hypothetical protein	AF371960.1_00060 hypothetical protein	AF371960.1_00060 hypothetical protein	NA	AF371960.1_00060 hypothetical protein	AF371960.1_00060 hypothetical protein	AF371960.1_00060 hypothetical protein	MK689686.1_00058 hypothetical protein	MK689686.1_00058 hypothetical protein	MK689686.1_00058 hypothetical protein	MK689686.1_00058 hypothetical protein	MK689686.1_00058 hypothetical protein	OM037668.1_00085 hypothetical protein	MK689686.1_00058 hypothetical protein	AF371960.1_00060 hypothetical protein	MK689686.1_00058 hypothetical protein	MK689686.1_00058 hypothetical protein	AF371960.1_00060 hypothetical protein	NA	OQ475017.1_00058 OQ475017.1 - hypothetical protein translation	AF371960.1_00060 hypothetical protein	NA	NA	AF371960.1_00060 hypothetical protein	NA	AF371960.1_00060 hypothetical protein	PQ335173_PQ335174_00082 PQ335173_PQ335174 - hypothetical protein translation	84.12698412698413
OG0000115	AF371960.1_00016 hypothetical protein	AF371960.1_00016 hypothetical protein	GQ273492.1_00016 hypothetical protein	AF371960.1_00016 hypothetical protein	GQ273492.1_00016 hypothetical protein	NA	GQ273492.1_00016 hypothetical protein	GQ273492.1_00016 hypothetical protein	NA	AF371960.1_00016 hypothetical protein	NA	MG570131.1_00017 hypothetical protein	MG570132.1_00017 hypothetical protein	NA	GQ273492.1_00016 hypothetical protein	NA	NA	AF371960.1_00016 hypothetical protein	NA	AF371960.1_00016 hypothetical protein	NA	AF371960.1_00016 hypothetical protein	AF371960.1_00016 hypothetical protein	NA	GQ273492.1_00016 hypothetical protein	AF371960.1_00016 hypothetical protein	AF371960.1_00016 hypothetical protein	NA	AF371960.1_00016 hypothetical protein	AF371960.1_00016 hypothetical protein	AF371960.1_00016 hypothetical protein	AF371960.1_00016 hypothetical protein	AF371960.1_00016 hypothetical protein	AF371960.1_00016 hypothetical protein	AF371960.1_00016 hypothetical protein	NA	AF371960.1_00016 hypothetical protein	AF371960.1_00016 hypothetical protein	AF371960.1_00016 hypothetical protein	AF371960.1_00016 hypothetical protein	AF371960.1_00016 hypothetical protein	AF371960.1_00016 hypothetical protein	AF371960.1_00016 hypothetical protein	GQ273492.1_00016 hypothetical protein	NA	NA	NA	NA	NA	NA	AF371960.1_00016 hypothetical protein	NA	NA	AF371960.1_00016 hypothetical protein	AF371960.1_00016 hypothetical protein	OQ475017.1_00016 OQ475017.1 - hypothetical protein translation	AF371960.1_00016 hypothetical protein	AF371960.1_00016 hypothetical protein	AF371960.1_00016 hypothetical protein	AF371960.1_00016 hypothetical protein	AF371960.1_00016 hypothetical protein	AF371960.1_00016 hypothetical protein	PQ335173_PQ335174_00009 PQ335173_PQ335174 - hypothetical protein translation	69.84126984126983
OG0000116	AF371960.1_00011 hypothetical protein, GQ273492.1_00010 hypothetical protein	AF371960.1_00011 hypothetical protein	NA	AF371960.1_00011 hypothetical protein	NA	AF371960.1_00011 hypothetical protein	NA	NA	NA	AF371960.1_00011 hypothetical protein	NA	MG570131.1_00012 hypothetical protein	MG570132.1_00012 hypothetical protein	NA	NA	NA	MK637631_00027 hypothetical protein	AF371960.1_00011 hypothetical protein	NA	AF371960.1_00011 hypothetical protein	OM037668.1_00053 hypothetical protein	AF371960.1_00011 hypothetical protein	AF371960.1_00011 hypothetical protein	OM037668.1_00053 hypothetical protein	NA	AF371960.1_00011 hypothetical protein	AF371960.1_00011 hypothetical protein	NA	AF371960.1_00011 hypothetical protein	AF371960.1_00011 hypothetical protein	AF371960.1_00011 hypothetical protein	AF371960.1_00011 hypothetical protein	AF371960.1_00011 hypothetical protein	AF371960.1_00011 hypothetical protein	AF371960.1_00011 hypothetical protein	NA	AF371960.1_00011 hypothetical protein	AF371960.1_00011 hypothetical protein	AF371960.1_00011 hypothetical protein	AF371960.1_00011 hypothetical protein	AF371960.1_00011 hypothetical protein	AF371960.1_00011 hypothetical protein	AF371960.1_00011 hypothetical protein	NA	NA	NA	NA	NA	OM037668.1_00053 hypothetical protein	NA	AF371960.1_00011 hypothetical protein	NA	NA	AF371960.1_00011 hypothetical protein	AF371960.1_00011 hypothetical protein	OQ475017.1_00011 OQ475017.1 - hypothetical protein translation	AF371960.1_00011 hypothetical protein	AF371960.1_00011 hypothetical protein	AF371960.1_00011 hypothetical protein	AF371960.1_00011 hypothetical protein	AF371960.1_00011 hypothetical protein	AF371960.1_00011 hypothetical protein	PQ335173_PQ335174_00014 PQ335173_PQ335174 - hypothetical protein translation	66.66666666666666
OG0000117	AF371960.1_00054 hypothetical protein	AF371960.1_00054 hypothetical protein	NA	AF371960.1_00054 hypothetical protein	NA	NA	NA	NA	NA	AF371960.1_00054 hypothetical protein	NA	MG570131.1_00054 hypothetical protein	MG570132.1_00054 hypothetical protein	NA	NA	NA	MK637631_00083 hypothetical protein	AF371960.1_00054 hypothetical protein	NA	AF371960.1_00054 hypothetical protein	OM037668.1_00101 hypothetical protein	AF371960.1_00054 hypothetical protein	AF371960.1_00054 hypothetical protein	OM037668.1_00101 hypothetical protein	NA	AF371960.1_00054 hypothetical protein	AF371960.1_00054 hypothetical protein	NA	AF371960.1_00054 hypothetical protein	AF371960.1_00054 hypothetical protein	AF371960.1_00054 hypothetical protein	AF371960.1_00054 hypothetical protein	AF371960.1_00054 hypothetical protein	AF371960.1_00054 hypothetical protein	AF371960.1_00054 hypothetical protein	NA	AF371960.1_00054 hypothetical protein	AF371960.1_00054 hypothetical protein	AF371960.1_00054 hypothetical protein	AF371960.1_00054 hypothetical protein	AF371960.1_00054 hypothetical protein	AF371960.1_00054 hypothetical protein	AF371960.1_00054 hypothetical protein	NA	NA	NA	NA	NA	OM037668.1_00101 hypothetical protein	NA	AF371960.1_00054 hypothetical protein	NA	NA	AF371960.1_00054 hypothetical protein	AF371960.1_00054 hypothetical protein	OQ475017.1_00053 OQ475017.1 - hypothetical protein translation	AF371960.1_00054 hypothetical protein	AF371960.1_00054 hypothetical protein	AF371960.1_00054 hypothetical protein	AF371960.1_00054 hypothetical protein	AF371960.1_00054 hypothetical protein	AF371960.1_00054 hypothetical protein	PQ335173_PQ335174_00087 PQ335173_PQ335174 - hypothetical protein translation	65.07936507936508
OG0000118	ORF023R_refgen ORF023R	ORF023R_refgen ORF023R	laminin-type epidermal growth factor-like protein_refgen laminin-type epidermal growth factor-like protein	ORF023R_refgen ORF023R	laminin-type epidermal growth factor-like protein_refgen laminin-type epidermal growth factor-like protein	laminin-type epidermal growth factor-like protein_ref_gen laminin-type epidermal growth factor-like protein	laminin-type epidermal growth factor-like protein_ref_gen laminin-type epidermal growth factor-like protein	laminin-type epidermal growth factor-like protein_refgen laminin-type epidermal growth factor-like protein	laminin-type epidermal growth factor-like protein_ref_gen laminin-type epidermal growth factor-like protein	ORF023R_refgen ORF023R	laminin-type epidermal growth factor-like protein_refgen laminin-type epidermal growth factor-like protein	MG570131.1_00026 hypothetical protein	MG570132.1_00026 hypothetical protein	laminin-type epidermal growth factor-like protein_refgen laminin-type epidermal growth factor-like protein	laminin-type epidermal growth factor-like protein_refgen laminin-type epidermal growth factor-like protein	laminin-type epidermal growth factor-like protein_refgen laminin-type epidermal growth factor-like protein	NA	ORF023R_refgen ORF023R	laminin-type epidermal growth factor-like protein_refgen laminin-type epidermal growth factor-like protein	NA	NA	ORF023R_refgen ORF023R	ORF023R_refgen ORF023R	NA	NA	ORF023R_ref gen ORF023R	NA	NA	NA	ORF023R_refgen ORF023R	NA	NA	NA	NA	NA	NA	ORF023R_refgen ORF023R	NA	NA	NA	ORF023R_refgen ORF023R	NA	ORF023R_refgen ORF023R	laminin-type epidermal growth factor-like protein_refgen laminin-type epidermal growth factor-like protein	laminin-type epidermal growth factor-like protein_refgen laminin-type epidermal growth factor-like protein	laminin-type epidermal growth factor-like protein_refgen laminin-type epidermal growth factor-like protein	NA	laminin-type epidermal growth factor-like protein_refgen laminin-type epidermal growth factor-like protein	NA	laminin-type epidermal growth factor-like protein_refgen laminin-type epidermal growth factor-like protein	NA	laminin-type epidermal growth factor-like protein_refgen laminin-type epidermal growth factor-like protein	NA	ORF023R_ref gen ORF023R	ORF023R_refgen ORF023R	NA	ORF023R_refgen ORF023R	ORF023R_refgen ORF023R	ORF023R_refgen ORF023R	NA	ORF023R_refgen ORF023R	NA	TSIV_ORF1 PQ335173_PQ335174 - ORF1 gene translation	60.317460317460316
OG0000119	AF371960.1_00074 hypothetical protein	AF371960.1_00074 hypothetical protein	NA	AF371960.1_00074 hypothetical protein	NA	NA	NA	NA	NA	AF371960.1_00074 hypothetical protein	NA	NA	NA	NA	NA	NA	MK637631_00058 hypothetical protein	AF371960.1_00074 hypothetical protein	NA	AF371960.1_00074 hypothetical protein	OM037668.1_00062 hypothetical protein	AF371960.1_00074 hypothetical protein	AF371960.1_00074 hypothetical protein	OM037668.1_00062 hypothetical protein	NA	AF371960.1_00074 hypothetical protein	AF371960.1_00074 hypothetical protein	NA	NA	AF371960.1_00074 hypothetical protein	AF371960.1_00074 hypothetical protein	AF371960.1_00074 hypothetical protein	AF371960.1_00074 hypothetical protein	AF371960.1_00074 hypothetical protein	AF371960.1_00074 hypothetical protein	NA	AF371960.1_00074 hypothetical protein	AF371960.1_00074 hypothetical protein	AF371960.1_00074 hypothetical protein	AF371960.1_00074 hypothetical protein	AF371960.1_00074 hypothetical protein	AF371960.1_00074 hypothetical protein	AF371960.1_00074 hypothetical protein	NA	NA	NA	NA	NA	OM037668.1_00062 hypothetical protein	NA	AF371960.1_00074 hypothetical protein	NA	NA	AF371960.1_00074 hypothetical protein	AF371960.1_00074 hypothetical protein	NA	AF371960.1_00074 hypothetical protein	AF371960.1_00074 hypothetical protein	NA	NA	AF371960.1_00074 hypothetical protein	AF371960.1_00074 hypothetical protein	NA	53.96825396825397
OG0000120	NA	NA	MK689686.1_00078 hypothetical protein	NA	MK689686.1_00078 hypothetical protein	MK689686.1_00078 hypothetical protein	MK689686.1_00078 hypothetical protein	GQ273492.1_00077 hypothetical protein	MK689686.1_00078 hypothetical protein	NA	MK689686.1_00078 hypothetical protein	MG570131.1_00077 hypothetical protein	MG570132.1_00077 hypothetical protein	MK689686.1_00078 hypothetical protein	MK689686.1_00078 hypothetical protein	MK689686.1_00078 hypothetical protein	MK637631_00107 hypothetical protein	NA	MK689686.1_00078 hypothetical protein	MK689686.1_00078 hypothetical protein	NA	NA	NA	NA	NA	NA	MK689686.1_00078 hypothetical protein	GQ273492.1_00077 hypothetical protein	NA	NA	NA	NA	MK689686.1_00078 hypothetical protein	NA	NA	MK689686.1_00078 hypothetical protein	NA	NA	NA	NA	NA	NA	NA	MK689686.1_00078 hypothetical protein	MK689686.1_00078 hypothetical protein	GQ273492.1_00077 hypothetical protein	GQ273492.1_00077 hypothetical protein	GQ273492.1_00077 hypothetical protein	NA	MK689686.1_00078 hypothetical protein	NA	MK689686.1_00078 hypothetical protein	MK689686.1_00078 hypothetical protein	MK689686.1_00078 hypothetical protein	NA	OQ475017.1_00077 OQ475017.1 - hypothetical protein translation	NA	NA	NA	NA	MK689686.1_00078 hypothetical protein	MK689686.1_00078 hypothetical protein	NA	49.2063492063492
