Orthogroup	AB104413	AF371960	AP017456	AY894343	BD143114	GQ273492	KC244182	KT781098	KT804738	MG570131	MG570132	MK098185	MK098186	MK098187	MK689685	MK689686	MN432490	MT128666	MT128667	MT798582	MT926123	MT986830	MW139932	MW273353	MW273354	MW883593	MW883594	MW883595	MW883596	MW883597	MW883598	MW883599	MW883600	MW883601	MW883602	MW883603	MW883606	NC_003494	OK042108	OK042109	OL774653	OL774654	OL774655	ON075463	ON212400	ON740976	ON743042	OP009387	OP896201	OQ475017	OQ513807	OR356116	OR536350	OR670976	PP151097	PP974677	occupancy	complete_level	num_values_present	missing_values
OG0000089	MK689686.1_00006 hypothetical protein	AF371960.1_00006 hypothetical protein	MK689686.1_00006 hypothetical protein	MK689686.1_00006 hypothetical protein	MK689686.1_00006 hypothetical protein	NA	MK689686.1_00006 hypothetical protein	AF371960.1_00006 hypothetical protein	MK689686.1_00006 hypothetical protein	MG570131.1_00006 hypothetical protein	MG570132.1_00006 hypothetical protein	MK689686.1_00006 hypothetical protein	MK689686.1_00006 hypothetical protein	MK689686.1_00006 hypothetical protein	AF371960.1_00006 hypothetical protein	MK689686.1_00006 hypothetical protein	AF371960.1_00006 hypothetical protein	AF371960.1_00006 hypothetical protein	AF371960.1_00006 hypothetical protein	MK689686.1_00006 hypothetical protein	AF371960.1_00006 hypothetical protein	AF371960.1_00006 hypothetical protein	MK689686.1_00006 hypothetical protein	AF371960.1_00006 hypothetical protein	AF371960.1_00006 hypothetical protein	AF371960.1_00006 hypothetical protein	AF371960.1_00006 hypothetical protein	AF371960.1_00006 hypothetical protein	AF371960.1_00006 hypothetical protein	AF371960.1_00006 hypothetical protein	MK689686.1_00006 hypothetical protein	AF371960.1_00006 hypothetical protein	AF371960.1_00006 hypothetical protein	AF371960.1_00006 hypothetical protein	AF371960.1_00006 hypothetical protein	AF371960.1_00006 hypothetical protein	AF371960.1_00006 hypothetical protein	AF371960.1_00006 hypothetical protein	MK689686.1_00006 hypothetical protein	MK689686.1_00006 hypothetical protein	MK689686.1_00006 hypothetical protein	MK689686.1_00006 hypothetical protein	MK689686.1_00006 hypothetical protein	MK689686.1_00006 hypothetical protein	AF371960.1_00006 hypothetical protein	MK689686.1_00006 hypothetical protein	MK689686.1_00006 hypothetical protein	AF371960.1_00006 hypothetical protein	AF371960.1_00006 hypothetical protein	OQ475017.1_00006 OQ475017.1 - hypothetical protein translation	AF371960.1_00006 hypothetical protein	AF371960.1_00006 hypothetical protein	AF371960.1_00006 hypothetical protein	AF371960.1_00006 hypothetical protein	AF371960.1_00006 hypothetical protein	AF371960.1_00006 hypothetical protein	98.21428571428571	FALSE	3	SDDV, TSIV, n/a
OG0000090	MK689686.1_00010 hypothetical protein	AF371960.1_00010 hypothetical protein	MK689686.1_00010 hypothetical protein	MK689686.1_00010 hypothetical protein	MK689686.1_00010 hypothetical protein	NA	MK689686.1_00010 hypothetical protein	AF371960.1_00010 hypothetical protein	MK689686.1_00010 hypothetical protein	MG570131.1_00011 hypothetical protein	MG570132.1_00011 hypothetical protein	MK689686.1_00010 hypothetical protein	MK689686.1_00010 hypothetical protein	MK689686.1_00010 hypothetical protein	AF371960.1_00010 hypothetical protein	MK689686.1_00010 hypothetical protein	AF371960.1_00010 hypothetical protein	AF371960.1_00010 hypothetical protein	AF371960.1_00010 hypothetical protein	MK689686.1_00010 hypothetical protein	AF371960.1_00010 hypothetical protein	AF371960.1_00010 hypothetical protein	MK689686.1_00010 hypothetical protein	AF371960.1_00010 hypothetical protein	AF371960.1_00010 hypothetical protein	AF371960.1_00010 hypothetical protein	AF371960.1_00010 hypothetical protein	AF371960.1_00010 hypothetical protein	AF371960.1_00010 hypothetical protein	AF371960.1_00010 hypothetical protein	MK689686.1_00010 hypothetical protein	AF371960.1_00010 hypothetical protein	AF371960.1_00010 hypothetical protein	AF371960.1_00010 hypothetical protein	AF371960.1_00010 hypothetical protein	AF371960.1_00010 hypothetical protein	AF371960.1_00010 hypothetical protein	AF371960.1_00010 hypothetical protein	MK689686.1_00010 hypothetical protein	MK689686.1_00010 hypothetical protein	MK689686.1_00010 hypothetical protein	MK689686.1_00010 hypothetical protein	MK689686.1_00010 hypothetical protein	MK689686.1_00010 hypothetical protein	AF371960.1_00010 hypothetical protein	MK689686.1_00010 hypothetical protein	MK689686.1_00010 hypothetical protein	AF371960.1_00010 hypothetical protein	AF371960.1_00010 hypothetical protein	OQ475017.1_00010 OQ475017.1 - hypothetical protein translation	AF371960.1_00010 hypothetical protein	AF371960.1_00010 hypothetical protein	AF371960.1_00010 hypothetical protein	AF371960.1_00010 hypothetical protein	AF371960.1_00010 hypothetical protein	AF371960.1_00010 hypothetical protein	98.21428571428571	FALSE	3	SDDV, TSIV, n/a
OG0000091	MK689686.1_00023 hypothetical protein	AF371960.1_00023 hypothetical protein	MK689686.1_00023 hypothetical protein	MK689686.1_00023 hypothetical protein	MK689686.1_00023 hypothetical protein	GQ273492.1_00024 hypothetical protein	MK689686.1_00023 hypothetical protein	AF371960.1_00023 hypothetical protein	GQ273492.1_00024 hypothetical protein	MG570131.1_00025 hypothetical protein	MG570132.1_00025 hypothetical protein	MK689686.1_00023 hypothetical protein	MK689686.1_00023 hypothetical protein	MK689686.1_00023 hypothetical protein	AF371960.1_00023 hypothetical protein	MK689686.1_00023 hypothetical protein	AF371960.1_00023 hypothetical protein	AF371960.1_00023 hypothetical protein	AF371960.1_00023 hypothetical protein	MK689686.1_00023 hypothetical protein	AF371960.1_00023 hypothetical protein	AF371960.1_00023 hypothetical protein	MK689686.1_00023 hypothetical protein	AF371960.1_00023 hypothetical protein	AF371960.1_00023 hypothetical protein	AF371960.1_00023 hypothetical protein	AF371960.1_00023 hypothetical protein	AF371960.1_00023 hypothetical protein	AF371960.1_00023 hypothetical protein	AF371960.1_00023 hypothetical protein	MK689686.1_00023 hypothetical protein	AF371960.1_00023 hypothetical protein	AF371960.1_00023 hypothetical protein	AF371960.1_00023 hypothetical protein	AF371960.1_00023 hypothetical protein	AF371960.1_00023 hypothetical protein	AF371960.1_00023 hypothetical protein	AF371960.1_00023 hypothetical protein	MK689686.1_00023 hypothetical protein	GQ273492.1_00024 hypothetical protein	NA	MK689686.1_00023 hypothetical protein	MK689686.1_00023 hypothetical protein	MK689686.1_00023 hypothetical protein	AF371960.1_00023 hypothetical protein	GQ273492.1_00024 hypothetical protein	GQ273492.1_00024 hypothetical protein	AF371960.1_00023 hypothetical protein	AF371960.1_00023 hypothetical protein	OQ475017.1_00024 OQ475017.1 - hypothetical protein translation	AF371960.1_00023 hypothetical protein	AF371960.1_00023 hypothetical protein	AF371960.1_00023 hypothetical protein	AF371960.1_00023 hypothetical protein	AF371960.1_00023 hypothetical protein	AF371960.1_00023 hypothetical protein	98.21428571428571	FALSE	3	SDDV, TSIV, n/a
OG0000092	MK689686.1_00031 hypothetical protein	AF371960.1_00033 hypothetical protein	MK689686.1_00031 hypothetical protein	MK689686.1_00031 hypothetical protein	MK689686.1_00031 hypothetical protein	GQ273492.1_00032 hypothetical protein	MK689686.1_00031 hypothetical protein	AF371960.1_00033 hypothetical protein	MK689686.1_00031 hypothetical protein	MG570131.1_00033 hypothetical protein	MG570132.1_00033 hypothetical protein	MK689686.1_00031 hypothetical protein	MK689686.1_00031 hypothetical protein	MK689686.1_00031 hypothetical protein	AF371960.1_00033 hypothetical protein	MK689686.1_00031 hypothetical protein	AF371960.1_00033 hypothetical protein	AF371960.1_00033 hypothetical protein	AF371960.1_00033 hypothetical protein	MK689686.1_00031 hypothetical protein	AF371960.1_00033 hypothetical protein	AF371960.1_00033 hypothetical protein	MK689686.1_00031 hypothetical protein	AF371960.1_00033 hypothetical protein	AF371960.1_00033 hypothetical protein	AF371960.1_00033 hypothetical protein	AF371960.1_00033 hypothetical protein	AF371960.1_00033 hypothetical protein	AF371960.1_00033 hypothetical protein	AF371960.1_00033 hypothetical protein	MK689686.1_00031 hypothetical protein	AF371960.1_00033 hypothetical protein	AF371960.1_00033 hypothetical protein	AF371960.1_00033 hypothetical protein	AF371960.1_00033 hypothetical protein	AF371960.1_00033 hypothetical protein	AF371960.1_00033 hypothetical protein	AF371960.1_00033 hypothetical protein	MK689686.1_00031 hypothetical protein	MK689686.1_00031 hypothetical protein	MK689686.1_00031 hypothetical protein	MK689686.1_00031 hypothetical protein	NA	MK689686.1_00031 hypothetical protein	AF371960.1_00033 hypothetical protein	MK689686.1_00031 hypothetical protein	MK689686.1_00031 hypothetical protein	AF371960.1_00033 hypothetical protein	AF371960.1_00033 hypothetical protein	OQ475017.1_00032 OQ475017.1 - hypothetical protein translation	AF371960.1_00033 hypothetical protein	AF371960.1_00033 hypothetical protein	AF371960.1_00033 hypothetical protein	AF371960.1_00033 hypothetical protein	AF371960.1_00033 hypothetical protein	AF371960.1_00033 hypothetical protein	98.21428571428571	FALSE	3	SDDV, TSIV, n/a
OG0000093	MK689686.1_00033 hypothetical protein	AF371960.1_00035 hypothetical protein	MK689686.1_00033 hypothetical protein	MK689686.1_00033 hypothetical protein	MK689686.1_00033 hypothetical protein	GQ273492.1_00034 hypothetical protein	MK689686.1_00033 hypothetical protein	AF371960.1_00035 hypothetical protein	MK689686.1_00033 hypothetical protein	MG570131.1_00035 hypothetical protein	MG570132.1_00035 hypothetical protein	MK689686.1_00033 hypothetical protein	MK689686.1_00033 hypothetical protein	MK689686.1_00033 hypothetical protein	AF371960.1_00035 hypothetical protein	MK689686.1_00033 hypothetical protein	AF371960.1_00035 hypothetical protein	AF371960.1_00035 hypothetical protein	AF371960.1_00035 hypothetical protein	MK689686.1_00033 hypothetical protein	AF371960.1_00035 hypothetical protein	AF371960.1_00035 hypothetical protein	MK689686.1_00033 hypothetical protein	AF371960.1_00035 hypothetical protein	AF371960.1_00035 hypothetical protein	AF371960.1_00035 hypothetical protein	AF371960.1_00035 hypothetical protein	AF371960.1_00035 hypothetical protein	AF371960.1_00035 hypothetical protein	AF371960.1_00035 hypothetical protein	MK689686.1_00033 hypothetical protein	AF371960.1_00035 hypothetical protein	AF371960.1_00035 hypothetical protein	AF371960.1_00035 hypothetical protein	AF371960.1_00035 hypothetical protein	AF371960.1_00035 hypothetical protein	AF371960.1_00035 hypothetical protein	AF371960.1_00035 hypothetical protein	MK689686.1_00033 hypothetical protein	MK689686.1_00033 hypothetical protein	MK689686.1_00033 hypothetical protein	MK689686.1_00033 hypothetical protein	MK689686.1_00033 hypothetical protein	MK689686.1_00033 hypothetical protein	AF371960.1_00035 hypothetical protein	MK689686.1_00033 hypothetical protein	MK689686.1_00033 hypothetical protein	AF371960.1_00035 hypothetical protein	AF371960.1_00035 hypothetical protein	OQ475017.1_00034 OQ475017.1 - hypothetical protein translation	NA	AF371960.1_00035 hypothetical protein	AF371960.1_00035 hypothetical protein	AF371960.1_00035 hypothetical protein	AF371960.1_00035 hypothetical protein	AF371960.1_00035 hypothetical protein	98.21428571428571	FALSE	3	SDDV, TSIV, n/a
OG0000094	MK689686.1_00034 DNA-directed RNA polymerase subunit 2	AF371960.1_00036 DNA-directed RNA polymerase subunit 2	MK689686.1_00034 DNA-directed RNA polymerase subunit 2	MK689686.1_00034 DNA-directed RNA polymerase subunit 2	MK689686.1_00034 DNA-directed RNA polymerase subunit 2	DNA-directed RNA polymerase II second largest subunit-like protein_refgen DNA-directed RNA polymerase II second largest subunit-like protein	MK689686.1_00034 DNA-directed RNA polymerase subunit 2	AF371960.1_00036 DNA-directed RNA polymerase subunit 2	MK689686.1_00034 DNA-directed RNA polymerase subunit 2	MG570131.1_00036 DNA-directed RNA polymerase subunit 2	MG570132.1_00036 DNA-directed RNA polymerase subunit 2	MK689686.1_00034 DNA-directed RNA polymerase subunit 2	MK689686.1_00034 DNA-directed RNA polymerase subunit 2	MK689686.1_00034 DNA-directed RNA polymerase subunit 2	AF371960.1_00036 DNA-directed RNA polymerase subunit 2	MK689686.1_00034 DNA-directed RNA polymerase subunit 2	AF371960.1_00036 DNA-directed RNA polymerase subunit 2	AF371960.1_00036 DNA-directed RNA polymerase subunit 2	AF371960.1_00036 DNA-directed RNA polymerase subunit 2	MK689686.1_00034 DNA-directed RNA polymerase subunit 2	AF371960.1_00036 DNA-directed RNA polymerase subunit 2	AF371960.1_00036 DNA-directed RNA polymerase subunit 2	MK689686.1_00034 DNA-directed RNA polymerase subunit 2	AF371960.1_00036 DNA-directed RNA polymerase subunit 2	AF371960.1_00036 DNA-directed RNA polymerase subunit 2	AF371960.1_00036 DNA-directed RNA polymerase subunit 2	AF371960.1_00036 DNA-directed RNA polymerase subunit 2	AF371960.1_00036 DNA-directed RNA polymerase subunit 2	AF371960.1_00036 DNA-directed RNA polymerase subunit 2	AF371960.1_00036 DNA-directed RNA polymerase subunit 2	MK689686.1_00034 DNA-directed RNA polymerase subunit 2	AF371960.1_00036 DNA-directed RNA polymerase subunit 2	AF371960.1_00036 DNA-directed RNA polymerase subunit 2	AF371960.1_00036 DNA-directed RNA polymerase subunit 2	AF371960.1_00036 DNA-directed RNA polymerase subunit 2	AF371960.1_00036 DNA-directed RNA polymerase subunit 2	AF371960.1_00036 DNA-directed RNA polymerase subunit 2	AF371960.1_00036 DNA-directed RNA polymerase subunit 2	MK689686.1_00034 DNA-directed RNA polymerase subunit 2	MK689686.1_00034 DNA-directed RNA polymerase subunit 2	MK689686.1_00034 DNA-directed RNA polymerase subunit 2	MK689686.1_00034 DNA-directed RNA polymerase subunit 2	MK689686.1_00034 DNA-directed RNA polymerase subunit 2	MK689686.1_00034 DNA-directed RNA polymerase subunit 2	AF371960.1_00036 DNA-directed RNA polymerase subunit 2	MK689686.1_00034 DNA-directed RNA polymerase subunit 2	MK689686.1_00034 DNA-directed RNA polymerase subunit 2	AF371960.1_00036 DNA-directed RNA polymerase subunit 2	AF371960.1_00036 DNA-directed RNA polymerase subunit 2	OQ475017.1_00035 OQ475017.1 - DNA-directed RNA polymerase subunit 2 translation	NA	AF371960.1_00036 DNA-directed RNA polymerase subunit 2	AF371960.1_00036 DNA-directed RNA polymerase subunit 2	AF371960.1_00036 DNA-directed RNA polymerase subunit 2	AF371960.1_00036 DNA-directed RNA polymerase subunit 2	AF371960.1_00036 DNA-directed RNA polymerase subunit 2	98.21428571428571	FALSE	3	SDDV, TSIV, n/a
OG0000095	MK689686.1_00036 hypothetical protein	AF371960.1_00038 hypothetical protein	MK689686.1_00036 hypothetical protein	MK689686.1_00036 hypothetical protein	MK689686.1_00036 hypothetical protein	GQ273492.1_00037 hypothetical protein	MK689686.1_00036 hypothetical protein	AF371960.1_00038 hypothetical protein	MK689686.1_00036 hypothetical protein	MG570131.1_00038 hypothetical protein	MG570132.1_00038 hypothetical protein	MK689686.1_00036 hypothetical protein	MK689686.1_00036 hypothetical protein	MK689686.1_00036 hypothetical protein	AF371960.1_00038 hypothetical protein	MK689686.1_00036 hypothetical protein	AF371960.1_00038 hypothetical protein	AF371960.1_00038 hypothetical protein	AF371960.1_00038 hypothetical protein	MK689686.1_00036 hypothetical protein	AF371960.1_00038 hypothetical protein	AF371960.1_00038 hypothetical protein	MK689686.1_00036 hypothetical protein	AF371960.1_00038 hypothetical protein	AF371960.1_00038 hypothetical protein	AF371960.1_00038 hypothetical protein	AF371960.1_00038 hypothetical protein	AF371960.1_00038 hypothetical protein	AF371960.1_00038 hypothetical protein	AF371960.1_00038 hypothetical protein	MK689686.1_00036 hypothetical protein	AF371960.1_00038 hypothetical protein	AF371960.1_00038 hypothetical protein	AF371960.1_00038 hypothetical protein	AF371960.1_00038 hypothetical protein	AF371960.1_00038 hypothetical protein	AF371960.1_00038 hypothetical protein	AF371960.1_00038 hypothetical protein	MK689686.1_00036 hypothetical protein	MK689686.1_00036 hypothetical protein	MK689686.1_00036 hypothetical protein	MK689686.1_00036 hypothetical protein	MK689686.1_00036 hypothetical protein	MK689686.1_00036 hypothetical protein	AF371960.1_00038 hypothetical protein	MK689686.1_00036 hypothetical protein	MK689686.1_00036 hypothetical protein	AF371960.1_00038 hypothetical protein	AF371960.1_00038 hypothetical protein	OQ475017.1_00037 OQ475017.1 - hypothetical protein translation	AF371960.1_00038 hypothetical protein	AF371960.1_00038 hypothetical protein	AF371960.1_00038 hypothetical protein	AF371960.1_00038 hypothetical protein	AF371960.1_00038 hypothetical protein	NA	98.21428571428571	FALSE	3	SDDV, TSIV, n/a
OG0000096	MK689686.1_00038 hypothetical protein	AF371960.1_00040 hypothetical protein	MK689686.1_00038 hypothetical protein	MK689686.1_00038 hypothetical protein	MK689686.1_00038 hypothetical protein	GQ273492.1_00039 hypothetical protein	MK689686.1_00038 hypothetical protein	MK689686.1_00038 hypothetical protein	MK689686.1_00038 hypothetical protein	MG570131.1_00040 hypothetical protein	MG570132.1_00040 hypothetical protein	MK689686.1_00038 hypothetical protein	MK689686.1_00038 hypothetical protein	MK689686.1_00038 hypothetical protein	AF371960.1_00040 hypothetical protein	MK689686.1_00038 hypothetical protein	AF371960.1_00040 hypothetical protein	AF371960.1_00040 hypothetical protein	AF371960.1_00040 hypothetical protein	MK689686.1_00038 hypothetical protein	AF371960.1_00040 hypothetical protein	NA	MK689686.1_00038 hypothetical protein	AF371960.1_00040 hypothetical protein	AF371960.1_00040 hypothetical protein	AF371960.1_00040 hypothetical protein	AF371960.1_00040 hypothetical protein	AF371960.1_00040 hypothetical protein	AF371960.1_00040 hypothetical protein	AF371960.1_00040 hypothetical protein	MK689686.1_00038 hypothetical protein	AF371960.1_00040 hypothetical protein	AF371960.1_00040 hypothetical protein	AF371960.1_00040 hypothetical protein	AF371960.1_00040 hypothetical protein	AF371960.1_00040 hypothetical protein	AF371960.1_00040 hypothetical protein	AF371960.1_00040 hypothetical protein	MK689686.1_00038 hypothetical protein	MK689686.1_00038 hypothetical protein	MK689686.1_00038 hypothetical protein	MK689686.1_00038 hypothetical protein	MK689686.1_00038 hypothetical protein	MK689686.1_00038 hypothetical protein	AF371960.1_00040 hypothetical protein	MK689686.1_00038 hypothetical protein	MK689686.1_00038 hypothetical protein	AF371960.1_00040 hypothetical protein	AF371960.1_00040 hypothetical protein	OQ475017.1_00039 OQ475017.1 - hypothetical protein translation	AF371960.1_00040 hypothetical protein	AF371960.1_00040 hypothetical protein	AF371960.1_00040 hypothetical protein	AF371960.1_00040 hypothetical protein	AF371960.1_00040 hypothetical protein	AF371960.1_00040 hypothetical protein	98.21428571428571	FALSE	3	SDDV, TSIV, n/a
OG0000097	MK689686.1_00068 hypothetical protein	AF371960.1_00070 hypothetical protein	MK689686.1_00068 hypothetical protein	MK689686.1_00068 hypothetical protein	MK689686.1_00068 hypothetical protein	GQ273492.1_00068 hypothetical protein	MK689686.1_00068 hypothetical protein	MK689686.1_00068 hypothetical protein	MK689686.1_00068 hypothetical protein	MG570131.1_00068 hypothetical protein	MG570132.1_00068 hypothetical protein	MK689686.1_00068 hypothetical protein	MK689686.1_00068 hypothetical protein	MK689686.1_00068 hypothetical protein	AF371960.1_00070 hypothetical protein	MK689686.1_00068 hypothetical protein	AF371960.1_00070 hypothetical protein	AF371960.1_00070 hypothetical protein	AF371960.1_00070 hypothetical protein	MK689686.1_00068 hypothetical protein	AF371960.1_00070 hypothetical protein	AF371960.1_00070 hypothetical protein	MK689686.1_00068 hypothetical protein	AF371960.1_00070 hypothetical protein	AF371960.1_00070 hypothetical protein	AF371960.1_00070 hypothetical protein	AF371960.1_00070 hypothetical protein	AF371960.1_00070 hypothetical protein	AF371960.1_00070 hypothetical protein	AF371960.1_00070 hypothetical protein	MK689686.1_00068 hypothetical protein	AF371960.1_00070 hypothetical protein	AF371960.1_00070 hypothetical protein	AF371960.1_00070 hypothetical protein	AF371960.1_00070 hypothetical protein	AF371960.1_00070 hypothetical protein	AF371960.1_00070 hypothetical protein	AF371960.1_00070 hypothetical protein	MK689686.1_00068 hypothetical protein	MK689686.1_00068 hypothetical protein	MK689686.1_00068 hypothetical protein	MK689686.1_00068 hypothetical protein	MK689686.1_00068 hypothetical protein	MK689686.1_00068 hypothetical protein	AF371960.1_00070 hypothetical protein	MK689686.1_00068 hypothetical protein	MK689686.1_00068 hypothetical protein	AF371960.1_00070 hypothetical protein	AF371960.1_00070 hypothetical protein	OQ475017.1_00067 OQ475017.1 - hypothetical protein translation	NA	AF371960.1_00070 hypothetical protein	AF371960.1_00070 hypothetical protein	AF371960.1_00070 hypothetical protein	AF371960.1_00070 hypothetical protein	AF371960.1_00070 hypothetical protein	98.21428571428571	FALSE	3	SDDV, TSIV, n/a
OG0000098	MK689686.1_00071 hypothetical protein	AF371960.1_00073 hypothetical protein	MK689686.1_00071 hypothetical protein	NA	MK689686.1_00071 hypothetical protein	GQ273492.1_00070 hypothetical protein	MK689686.1_00071 hypothetical protein	AF371960.1_00073 hypothetical protein	MK689686.1_00071 hypothetical protein	MG570131.1_00070 hypothetical protein	MG570132.1_00070 hypothetical protein	MK689686.1_00071 hypothetical protein	MK689686.1_00071 hypothetical protein	MK689686.1_00071 hypothetical protein	AF371960.1_00073 hypothetical protein	MK689686.1_00071 hypothetical protein	AF371960.1_00073 hypothetical protein	AF371960.1_00073 hypothetical protein	AF371960.1_00073 hypothetical protein	MK689686.1_00071 hypothetical protein	AF371960.1_00073 hypothetical protein	AF371960.1_00073 hypothetical protein	MK689686.1_00071 hypothetical protein	AF371960.1_00073 hypothetical protein	AF371960.1_00073 hypothetical protein	AF371960.1_00073 hypothetical protein	AF371960.1_00073 hypothetical protein	AF371960.1_00073 hypothetical protein	AF371960.1_00073 hypothetical protein	AF371960.1_00073 hypothetical protein	MK689686.1_00071 hypothetical protein	AF371960.1_00073 hypothetical protein	AF371960.1_00073 hypothetical protein	AF371960.1_00073 hypothetical protein	AF371960.1_00073 hypothetical protein	AF371960.1_00073 hypothetical protein	AF371960.1_00073 hypothetical protein	AF371960.1_00073 hypothetical protein	MK689686.1_00071 hypothetical protein	MK689686.1_00071 hypothetical protein	MK689686.1_00071 hypothetical protein	MK689686.1_00071 hypothetical protein	MK689686.1_00071 hypothetical protein	MK689686.1_00071 hypothetical protein	AF371960.1_00073 hypothetical protein	MK689686.1_00071 hypothetical protein	MK689686.1_00071 hypothetical protein	AF371960.1_00073 hypothetical protein	AF371960.1_00073 hypothetical protein	OQ475017.1_00070 OQ475017.1 - hypothetical protein translation	AF371960.1_00073 hypothetical protein	AF371960.1_00073 hypothetical protein	AF371960.1_00073 hypothetical protein	AF371960.1_00073 hypothetical protein	AF371960.1_00073 hypothetical protein	AF371960.1_00073 hypothetical protein	98.21428571428571	FALSE	3	SDDV, TSIV, n/a
OG0000099	MK689686.1_00074 hypothetical protein	AF371960.1_00078 hypothetical protein	MK689686.1_00074 hypothetical protein	MK689686.1_00074 hypothetical protein	AF371960.1_00078 hypothetical protein	GQ273492.1_00073 hypothetical protein	MK689686.1_00074 hypothetical protein	AF371960.1_00078 hypothetical protein	MK689686.1_00074 hypothetical protein	MG570131.1_00073 hypothetical protein	MG570132.1_00073 hypothetical protein	MK689686.1_00074 hypothetical protein	MK689686.1_00074 hypothetical protein	MK689686.1_00074 hypothetical protein	AF371960.1_00078 hypothetical protein	MK689686.1_00074 hypothetical protein	AF371960.1_00078 hypothetical protein	AF371960.1_00078 hypothetical protein	AF371960.1_00078 hypothetical protein	MK689686.1_00074 hypothetical protein	AF371960.1_00078 hypothetical protein	AF371960.1_00078 hypothetical protein	MK689686.1_00074 hypothetical protein	AF371960.1_00078 hypothetical protein	AF371960.1_00078 hypothetical protein	AF371960.1_00078 hypothetical protein	AF371960.1_00078 hypothetical protein	AF371960.1_00078 hypothetical protein	AF371960.1_00078 hypothetical protein	AF371960.1_00078 hypothetical protein	MK689686.1_00074 hypothetical protein	AF371960.1_00078 hypothetical protein	AF371960.1_00078 hypothetical protein	AF371960.1_00078 hypothetical protein	AF371960.1_00078 hypothetical protein	AF371960.1_00078 hypothetical protein	AF371960.1_00078 hypothetical protein	AF371960.1_00078 hypothetical protein	AF371960.1_00078 hypothetical protein	AF371960.1_00078 hypothetical protein	MK689686.1_00074 hypothetical protein	MK689686.1_00074 hypothetical protein	MK689686.1_00074 hypothetical protein	MK689686.1_00074 hypothetical protein	AF371960.1_00078 hypothetical protein	MK689686.1_00074 hypothetical protein	MK689686.1_00074 hypothetical protein	AF371960.1_00078 hypothetical protein	AF371960.1_00078 hypothetical protein	OQ475017.1_00073 OQ475017.1 - hypothetical protein translation	NA	AF371960.1_00078 hypothetical protein	AF371960.1_00078 hypothetical protein	AF371960.1_00078 hypothetical protein	AF371960.1_00078 hypothetical protein	AF371960.1_00078 hypothetical protein	98.21428571428571	FALSE	3	SDDV, TSIV, n/a
OG0000100	MK689686.1_00089 hypothetical protein	AF371960.1_00093 hypothetical protein	MK689686.1_00089 hypothetical protein	MK689686.1_00089 hypothetical protein	MK689686.1_00089 hypothetical protein	GQ273492.1_00088 hypothetical protein	MK689686.1_00089 hypothetical protein	AF371960.1_00093 hypothetical protein	MK689686.1_00089 hypothetical protein	MG570131.1_00088 hypothetical protein	MG570132.1_00088 hypothetical protein	MK689686.1_00089 hypothetical protein	MK689686.1_00089 hypothetical protein	MK689686.1_00089 hypothetical protein	AF371960.1_00093 hypothetical protein	MK689686.1_00089 hypothetical protein	AF371960.1_00093 hypothetical protein	AF371960.1_00093 hypothetical protein	AF371960.1_00093 hypothetical protein	MK689686.1_00089 hypothetical protein	AF371960.1_00093 hypothetical protein	AF371960.1_00093 hypothetical protein	MK689686.1_00089 hypothetical protein	AF371960.1_00093 hypothetical protein	AF371960.1_00093 hypothetical protein	AF371960.1_00093 hypothetical protein	AF371960.1_00093 hypothetical protein	AF371960.1_00093 hypothetical protein	AF371960.1_00093 hypothetical protein	AF371960.1_00093 hypothetical protein	MK689686.1_00089 hypothetical protein	AF371960.1_00093 hypothetical protein	AF371960.1_00093 hypothetical protein	AF371960.1_00093 hypothetical protein	AF371960.1_00093 hypothetical protein	AF371960.1_00093 hypothetical protein	AF371960.1_00093 hypothetical protein	AF371960.1_00093 hypothetical protein	MK689686.1_00089 hypothetical protein	MK689686.1_00089 hypothetical protein	MK689686.1_00089 hypothetical protein	MK689686.1_00089 hypothetical protein	MK689686.1_00089 hypothetical protein	MK689686.1_00089 hypothetical protein	AF371960.1_00093 hypothetical protein	MK689686.1_00089 hypothetical protein	MK689686.1_00089 hypothetical protein	AF371960.1_00093 hypothetical protein	AF371960.1_00093 hypothetical protein	NA	AF371960.1_00093 hypothetical protein	AF371960.1_00093 hypothetical protein	AF371960.1_00093 hypothetical protein	AF371960.1_00093 hypothetical protein	AF371960.1_00093 hypothetical protein	AF371960.1_00093 hypothetical protein	98.21428571428571	FALSE	3	SDDV, TSIV, n/a
