Orthogroup	AB104413	AF371960	AP017456	AY894343	BD143114	GQ273492	KC244182	KT781098	KT804738	MG570131	MG570132	MK098185	MK098186	MK098187	MK689685	MK689686	MN432490	MN562489	MT128666	MT128667	MT521409	MT798582	MT926123	MT986830	MW139932	MW273353	MW273354	MW883593	MW883594	MW883595	MW883596	MW883597	MW883598	MW883599	MW883600	MW883601	MW883602	MW883603	MW883606	NC_003494	OK042108	OK042109	OL774653	OL774654	OL774655	OM037668	ON075463	ON212400	ON740976	ON743042	OP009387	OP896201	OQ475017	OQ513807	OR356116	OR536350	OR670976	PP151097	PP974677	PQ335173_PQ335174
OG0000095	MK689686.1_00091 hypothetical protein	ORF094L_refgen ORF094L	MK689686.1_00091 hypothetical protein	MK689686.1_00091 hypothetical protein	MK689686.1_00091 hypothetical protein	GQ273492.1_00090 hypothetical protein	MK689686.1_00091 hypothetical protein	ORF094L_refgen ORF094L	MK689686.1_00091 hypothetical protein	MG570131.1_00090 hypothetical protein	MG570132.1_00090 hypothetical protein	MK689686.1_00091 hypothetical protein	MK689686.1_00091 hypothetical protein	MK689686.1_00091 hypothetical protein	ORF094L_refgen ORF094L	MK689686.1_00091 hypothetical protein	ORF094L_ref ren ORF094L		ORF094L_refgen ORF094L	ORF094L_refgen ORF094L		MK689686.1_00091 hypothetical protein	ORF094L_ref gen ORF094L	ORF094L_ref gen ORF094L	MK689686.1_00091 hypothetical protein	ORF094L_refgen ORF094L	ORF094L_refgen ORF094L	ORF094L_refgen ORF094L	ORF094L_refgen ORF094L	ORF094L_refgen ORF094L	ORF094L_refgen ORF094L	ORF094L_refgen ORF094L	MK689686.1_00091 hypothetical protein	ORF094L_refgen ORF094L	ORF094L_refgen ORF094L	ORF094L_refgen ORF094L	ORF094L_refgen ORF094L	ORF094L_refgen ORF094L	ORF094L_refgen ORF094L	ORF094L_refgen ORF094L	MK689686.1_00091 hypothetical protein	MK689686.1_00091 hypothetical protein	MK689686.1_00091 hypothetical protein	MK689686.1_00091 hypothetical protein	MK689686.1_00091 hypothetical protein		MK689686.1_00091 hypothetical protein	ORF094L_refgen ORF094L	MK689686.1_00091 hypothetical protein	MK689686.1_00091 hypothetical protein	ORF094L_ref gen ORF094L	ORF094L_refgen ORF094L	OQ475017.1_00091 OQ475017.1 - hypothetical protein translation	ORF094L_refgen ORF094L	ORF094L_refgen ORF094L	ORF094L_refgen ORF094L	ORF094L_refgen ORF094L	ORF094L_refgen ORF094L	ORF094L_refgen ORF094L	
OG0000096	MK689686.1_00099 hypothetical protein	AF371960.1_00102 hypothetical protein	MK689686.1_00099 hypothetical protein	MK689686.1_00099 hypothetical protein	MK689686.1_00099 hypothetical protein	GQ273492.1_00098 hypothetical protein	MK689686.1_00099 hypothetical protein	AF371960.1_00102 hypothetical protein	MK689686.1_00099 hypothetical protein	MG570131.1_00098 hypothetical protein	MG570132.1_00098 hypothetical protein	MK689686.1_00099 hypothetical protein	MK689686.1_00099 hypothetical protein	MK689686.1_00099 hypothetical protein	AF371960.1_00102 hypothetical protein	MK689686.1_00099 hypothetical protein	AF371960.1_00102 hypothetical protein		AF371960.1_00102 hypothetical protein	AF371960.1_00102 hypothetical protein		MK689686.1_00099 hypothetical protein	AF371960.1_00102 hypothetical protein	AF371960.1_00102 hypothetical protein	MK689686.1_00099 hypothetical protein	AF371960.1_00102 hypothetical protein	AF371960.1_00102 hypothetical protein	AF371960.1_00102 hypothetical protein	AF371960.1_00102 hypothetical protein	AF371960.1_00102 hypothetical protein	AF371960.1_00102 hypothetical protein	AF371960.1_00102 hypothetical protein	MK689686.1_00099 hypothetical protein	AF371960.1_00102 hypothetical protein	AF371960.1_00102 hypothetical protein	AF371960.1_00102 hypothetical protein	AF371960.1_00102 hypothetical protein	AF371960.1_00102 hypothetical protein	AF371960.1_00102 hypothetical protein	AF371960.1_00102 hypothetical protein	MK689686.1_00099 hypothetical protein	MK689686.1_00099 hypothetical protein	MK689686.1_00099 hypothetical protein	MK689686.1_00099 hypothetical protein	MK689686.1_00099 hypothetical protein		MK689686.1_00099 hypothetical protein	AF371960.1_00102 hypothetical protein	MK689686.1_00099 hypothetical protein	MK689686.1_00099 hypothetical protein	AF371960.1_00102 hypothetical protein	AF371960.1_00102 hypothetical protein	OQ475017.1_00099 OQ475017.1 - hypothetical protein translation	AF371960.1_00102 hypothetical protein	AF371960.1_00102 hypothetical protein	AF371960.1_00102 hypothetical protein	AF371960.1_00102 hypothetical protein	AF371960.1_00102 hypothetical protein	AF371960.1_00102 hypothetical protein	
OG0000097	MK689686.1_00101 hypothetical protein	AF371960.1_00104 hypothetical protein	MK689686.1_00101 hypothetical protein	MK689686.1_00101 hypothetical protein	MK689686.1_00101 hypothetical protein	GQ273492.1_00100 hypothetical protein	MK689686.1_00101 hypothetical protein	AF371960.1_00104 hypothetical protein	MK689686.1_00101 hypothetical protein	MG570131.1_00100 hypothetical protein	MG570132.1_00100 hypothetical protein	MK689686.1_00101 hypothetical protein	MK689686.1_00101 hypothetical protein	MK689686.1_00101 hypothetical protein	AF371960.1_00104 hypothetical protein	MK689686.1_00101 hypothetical protein	AF371960.1_00104 hypothetical protein		AF371960.1_00104 hypothetical protein	AF371960.1_00104 hypothetical protein		MK689686.1_00101 hypothetical protein	AF371960.1_00104 hypothetical protein	AF371960.1_00104 hypothetical protein	MK689686.1_00101 hypothetical protein	AF371960.1_00104 hypothetical protein	AF371960.1_00104 hypothetical protein	AF371960.1_00104 hypothetical protein	AF371960.1_00104 hypothetical protein	AF371960.1_00104 hypothetical protein	AF371960.1_00104 hypothetical protein	AF371960.1_00104 hypothetical protein	MK689686.1_00101 hypothetical protein	AF371960.1_00104 hypothetical protein	AF371960.1_00104 hypothetical protein	AF371960.1_00104 hypothetical protein	AF371960.1_00104 hypothetical protein	AF371960.1_00104 hypothetical protein	AF371960.1_00104 hypothetical protein	AF371960.1_00104 hypothetical protein	MK689686.1_00101 hypothetical protein	MK689686.1_00101 hypothetical protein	MK689686.1_00101 hypothetical protein	MK689686.1_00101 hypothetical protein	MK689686.1_00101 hypothetical protein		MK689686.1_00101 hypothetical protein	AF371960.1_00104 hypothetical protein	MK689686.1_00101 hypothetical protein	MK689686.1_00101 hypothetical protein	AF371960.1_00104 hypothetical protein	AF371960.1_00104 hypothetical protein	OQ475017.1_00101 OQ475017.1 - hypothetical protein translation	AF371960.1_00104 hypothetical protein	AF371960.1_00104 hypothetical protein	AF371960.1_00104 hypothetical protein	AF371960.1_00104 hypothetical protein	AF371960.1_00104 hypothetical protein	AF371960.1_00104 hypothetical protein	
OG0000098	MK689686.1_00106 hypothetical protein	AF371960.1_00108 hypothetical protein	MK689686.1_00106 hypothetical protein	MK689686.1_00106 hypothetical protein	MK689686.1_00106 hypothetical protein	ORF100R_refgen ORF100R	MK689686.1_00106 hypothetical protein	AF371960.1_00108 hypothetical protein	MK689686.1_00106 hypothetical protein	MG570131.1_00104 hypothetical protein	MG570132.1_00104 hypothetical protein	MK689686.1_00106 hypothetical protein	MK689686.1_00106 hypothetical protein	MK689686.1_00106 hypothetical protein	AF371960.1_00108 hypothetical protein	MK689686.1_00106 hypothetical protein	AF371960.1_00108 hypothetical protein		AF371960.1_00108 hypothetical protein	AF371960.1_00108 hypothetical protein		MK689686.1_00106 hypothetical protein	AF371960.1_00108 hypothetical protein	AF371960.1_00108 hypothetical protein	MK689686.1_00106 hypothetical protein	AF371960.1_00108 hypothetical protein	AF371960.1_00108 hypothetical protein	AF371960.1_00108 hypothetical protein	AF371960.1_00108 hypothetical protein	AF371960.1_00108 hypothetical protein	AF371960.1_00108 hypothetical protein	AF371960.1_00108 hypothetical protein	MK689686.1_00106 hypothetical protein	AF371960.1_00108 hypothetical protein	AF371960.1_00108 hypothetical protein	AF371960.1_00108 hypothetical protein	AF371960.1_00108 hypothetical protein	AF371960.1_00108 hypothetical protein	AF371960.1_00108 hypothetical protein	AF371960.1_00108 hypothetical protein	MK689686.1_00106 hypothetical protein	MK689686.1_00106 hypothetical protein	MK689686.1_00106 hypothetical protein	MK689686.1_00106 hypothetical protein	MK689686.1_00106 hypothetical protein		MK689686.1_00106 hypothetical protein	AF371960.1_00108 hypothetical protein	MK689686.1_00106 hypothetical protein	MK689686.1_00106 hypothetical protein	AF371960.1_00108 hypothetical protein	AF371960.1_00108 hypothetical protein	OQ475017.1_00106 OQ475017.1 - hypothetical protein translation	AF371960.1_00108 hypothetical protein	AF371960.1_00108 hypothetical protein	AF371960.1_00108 hypothetical protein	AF371960.1_00108 hypothetical protein	AF371960.1_00108 hypothetical protein	AF371960.1_00108 hypothetical protein	
OG0000099	MK689686.1_00115 hypothetical protein	AF371960.1_00116 hypothetical protein	MK689686.1_00115 hypothetical protein	MK689686.1_00115 hypothetical protein	MK689686.1_00115 hypothetical protein	GQ273492.1_00113 hypothetical protein	MK689686.1_00115 hypothetical protein	AF371960.1_00116 hypothetical protein	MK689686.1_00115 hypothetical protein	MG570131.1_00113 hypothetical protein	MG570132.1_00113 hypothetical protein	MK689686.1_00115 hypothetical protein	MK689686.1_00115 hypothetical protein	MK689686.1_00115 hypothetical protein	AF371960.1_00116 hypothetical protein	MK689686.1_00115 hypothetical protein	AF371960.1_00116 hypothetical protein		AF371960.1_00116 hypothetical protein	AF371960.1_00116 hypothetical protein		MK689686.1_00115 hypothetical protein	AF371960.1_00116 hypothetical protein	AF371960.1_00116 hypothetical protein	MK689686.1_00115 hypothetical protein	AF371960.1_00116 hypothetical protein	AF371960.1_00116 hypothetical protein	AF371960.1_00116 hypothetical protein	AF371960.1_00116 hypothetical protein	AF371960.1_00116 hypothetical protein	AF371960.1_00116 hypothetical protein	AF371960.1_00116 hypothetical protein	MK689686.1_00115 hypothetical protein	AF371960.1_00116 hypothetical protein	AF371960.1_00116 hypothetical protein	AF371960.1_00116 hypothetical protein	AF371960.1_00116 hypothetical protein	AF371960.1_00116 hypothetical protein	AF371960.1_00116 hypothetical protein	AF371960.1_00116 hypothetical protein	MK689686.1_00115 hypothetical protein	MK689686.1_00115 hypothetical protein	MK689686.1_00115 hypothetical protein	MK689686.1_00115 hypothetical protein	MK689686.1_00115 hypothetical protein		MK689686.1_00115 hypothetical protein	AF371960.1_00116 hypothetical protein	MK689686.1_00115 hypothetical protein	MK689686.1_00115 hypothetical protein	AF371960.1_00116 hypothetical protein	AF371960.1_00116 hypothetical protein	OQ475017.1_00115 OQ475017.1 - hypothetical protein translation	AF371960.1_00116 hypothetical protein	AF371960.1_00116 hypothetical protein	AF371960.1_00116 hypothetical protein	AF371960.1_00116 hypothetical protein	AF371960.1_00116 hypothetical protein	AF371960.1_00116 hypothetical protein	
OG0000100	ORF025_refgen ORF025	AF371960.1_00029 hypothetical protein	ORF025_refgen ORF025	ORF025_ref_gen ORF025	ORF025_ref_gen ORF025	GQ273492.1_00028 hypothetical protein	ORF025_ref_gen ORF025	AF371960.1_00029 hypothetical protein	ORF025_refgen ORF025	MG570131.1_00029 hypothetical protein	MG570132.1_00029 hypothetical protein	ORF025_refgen ORF025	ORF025_refgen ORF025	ORF025_refgen ORF025	AF371960.1_00029 hypothetical protein	ORF025_refgen ORF025	AF371960.1_00029 hypothetical protein		AF371960.1_00029 hypothetical protein	AF371960.1_00029 hypothetical protein		ORF025_refgen ORF025	AF371960.1_00029 hypothetical protein	AF371960.1_00029 hypothetical protein	ORF025_refgen ORF025	AF371960.1_00029 hypothetical protein	AF371960.1_00029 hypothetical protein	AF371960.1_00029 hypothetical protein	AF371960.1_00029 hypothetical protein	AF371960.1_00029 hypothetical protein	AF371960.1_00029 hypothetical protein	AF371960.1_00029 hypothetical protein	ORF025_refgen ORF025	AF371960.1_00029 hypothetical protein	AF371960.1_00029 hypothetical protein	AF371960.1_00029 hypothetical protein	AF371960.1_00029 hypothetical protein	AF371960.1_00029 hypothetical protein	AF371960.1_00029 hypothetical protein	AF371960.1_00029 hypothetical protein	ORF025_refgen ORF025	ORF025_refgen ORF025	ORF025_refgen ORF025	ORF025_refgen ORF025	ORF025_refgen ORF025		ORF025_refgen ORF025	AF371960.1_00029 hypothetical protein	ORF025_refgen ORF025	ORF025_refgen ORF025	AF371960.1_00029 hypothetical protein	AF371960.1_00029 hypothetical protein		AF371960.1_00029 hypothetical protein	AF371960.1_00029 hypothetical protein	AF371960.1_00029 hypothetical protein	AF371960.1_00029 hypothetical protein	AF371960.1_00029 hypothetical protein	AF371960.1_00029 hypothetical protein	
OG0000101	MK689686.1_00004 hypothetical protein	AF371960.1_00004 hypothetical protein	MK689686.1_00004 hypothetical protein	MK689686.1_00004 hypothetical protein	MK689686.1_00004 hypothetical protein	GQ273492.1_00004 hypothetical protein	MK689686.1_00004 hypothetical protein	AF371960.1_00004 hypothetical protein	MK689686.1_00004 hypothetical protein	MG570131.1_00004 hypothetical protein	MG570132.1_00004 hypothetical protein	MK689686.1_00004 hypothetical protein	MK689686.1_00004 hypothetical protein	MK689686.1_00004 hypothetical protein	AF371960.1_00004 hypothetical protein	MK689686.1_00004 hypothetical protein	AF371960.1_00004 hypothetical protein		AF371960.1_00004 hypothetical protein	AF371960.1_00004 hypothetical protein		MK689686.1_00004 hypothetical protein	AF371960.1_00004 hypothetical protein	AF371960.1_00004 hypothetical protein	MK689686.1_00004 hypothetical protein	AF371960.1_00004 hypothetical protein	AF371960.1_00004 hypothetical protein	AF371960.1_00004 hypothetical protein	AF371960.1_00004 hypothetical protein	AF371960.1_00004 hypothetical protein	AF371960.1_00004 hypothetical protein	AF371960.1_00004 hypothetical protein	MK689686.1_00004 hypothetical protein	AF371960.1_00004 hypothetical protein	AF371960.1_00004 hypothetical protein	AF371960.1_00004 hypothetical protein	AF371960.1_00004 hypothetical protein		AF371960.1_00004 hypothetical protein	AF371960.1_00004 hypothetical protein	MK689686.1_00004 hypothetical protein	MK689686.1_00004 hypothetical protein	MK689686.1_00004 hypothetical protein	MK689686.1_00004 hypothetical protein	MK689686.1_00004 hypothetical protein		MK689686.1_00004 hypothetical protein	AF371960.1_00004 hypothetical protein	MK689686.1_00004 hypothetical protein	MK689686.1_00004 hypothetical protein	AF371960.1_00004 hypothetical protein	AF371960.1_00004 hypothetical protein	OQ475017.1_00004 OQ475017.1 - hypothetical protein translation	AF371960.1_00004 hypothetical protein	AF371960.1_00004 hypothetical protein	AF371960.1_00004 hypothetical protein	AF371960.1_00004 hypothetical protein	AF371960.1_00004 hypothetical protein	AF371960.1_00004 hypothetical protein	
OG0000102	MK689686.1_00033 hypothetical protein	AF371960.1_00035 hypothetical protein	MK689686.1_00033 hypothetical protein	MK689686.1_00033 hypothetical protein	MK689686.1_00033 hypothetical protein	GQ273492.1_00034 hypothetical protein	MK689686.1_00033 hypothetical protein	AF371960.1_00035 hypothetical protein	MK689686.1_00033 hypothetical protein	MG570131.1_00035 hypothetical protein	MG570132.1_00035 hypothetical protein	MK689686.1_00033 hypothetical protein	MK689686.1_00033 hypothetical protein	MK689686.1_00033 hypothetical protein	AF371960.1_00035 hypothetical protein	MK689686.1_00033 hypothetical protein	AF371960.1_00035 hypothetical protein		AF371960.1_00035 hypothetical protein	AF371960.1_00035 hypothetical protein		MK689686.1_00033 hypothetical protein	AF371960.1_00035 hypothetical protein	AF371960.1_00035 hypothetical protein	MK689686.1_00033 hypothetical protein	AF371960.1_00035 hypothetical protein	AF371960.1_00035 hypothetical protein	AF371960.1_00035 hypothetical protein	AF371960.1_00035 hypothetical protein	AF371960.1_00035 hypothetical protein	AF371960.1_00035 hypothetical protein	AF371960.1_00035 hypothetical protein	MK689686.1_00033 hypothetical protein	AF371960.1_00035 hypothetical protein	AF371960.1_00035 hypothetical protein	AF371960.1_00035 hypothetical protein	AF371960.1_00035 hypothetical protein	AF371960.1_00035 hypothetical protein	AF371960.1_00035 hypothetical protein	AF371960.1_00035 hypothetical protein	MK689686.1_00033 hypothetical protein	MK689686.1_00033 hypothetical protein	MK689686.1_00033 hypothetical protein	MK689686.1_00033 hypothetical protein	MK689686.1_00033 hypothetical protein		MK689686.1_00033 hypothetical protein	AF371960.1_00035 hypothetical protein	MK689686.1_00033 hypothetical protein	MK689686.1_00033 hypothetical protein	AF371960.1_00035 hypothetical protein	AF371960.1_00035 hypothetical protein	OQ475017.1_00034 OQ475017.1 - hypothetical protein translation		AF371960.1_00035 hypothetical protein	AF371960.1_00035 hypothetical protein	AF371960.1_00035 hypothetical protein	AF371960.1_00035 hypothetical protein	AF371960.1_00035 hypothetical protein	
OG0000103	MK689686.1_00038 hypothetical protein	AF371960.1_00040 hypothetical protein	MK689686.1_00038 hypothetical protein	MK689686.1_00038 hypothetical protein	MK689686.1_00038 hypothetical protein	GQ273492.1_00039 hypothetical protein	MK689686.1_00038 hypothetical protein	MK689686.1_00038 hypothetical protein	MK689686.1_00038 hypothetical protein	MG570131.1_00040 hypothetical protein	MG570132.1_00040 hypothetical protein	MK689686.1_00038 hypothetical protein	MK689686.1_00038 hypothetical protein	MK689686.1_00038 hypothetical protein	AF371960.1_00040 hypothetical protein	MK689686.1_00038 hypothetical protein	AF371960.1_00040 hypothetical protein		AF371960.1_00040 hypothetical protein	AF371960.1_00040 hypothetical protein		MK689686.1_00038 hypothetical protein	AF371960.1_00040 hypothetical protein		MK689686.1_00038 hypothetical protein	AF371960.1_00040 hypothetical protein	AF371960.1_00040 hypothetical protein	AF371960.1_00040 hypothetical protein	AF371960.1_00040 hypothetical protein	AF371960.1_00040 hypothetical protein	AF371960.1_00040 hypothetical protein	AF371960.1_00040 hypothetical protein	MK689686.1_00038 hypothetical protein	AF371960.1_00040 hypothetical protein	AF371960.1_00040 hypothetical protein	AF371960.1_00040 hypothetical protein	AF371960.1_00040 hypothetical protein	AF371960.1_00040 hypothetical protein	AF371960.1_00040 hypothetical protein	AF371960.1_00040 hypothetical protein	MK689686.1_00038 hypothetical protein	MK689686.1_00038 hypothetical protein	MK689686.1_00038 hypothetical protein	MK689686.1_00038 hypothetical protein	MK689686.1_00038 hypothetical protein		MK689686.1_00038 hypothetical protein	AF371960.1_00040 hypothetical protein	MK689686.1_00038 hypothetical protein	MK689686.1_00038 hypothetical protein	AF371960.1_00040 hypothetical protein	AF371960.1_00040 hypothetical protein	OQ475017.1_00039 OQ475017.1 - hypothetical protein translation	AF371960.1_00040 hypothetical protein	AF371960.1_00040 hypothetical protein	AF371960.1_00040 hypothetical protein	AF371960.1_00040 hypothetical protein	AF371960.1_00040 hypothetical protein	AF371960.1_00040 hypothetical protein	
OG0000104	MK689686.1_00103 hypothetical protein	ORF106L_refgen ORF106L	MK689686.1_00103 hypothetical protein	MK689686.1_00103 hypothetical protein	MK689686.1_00103 hypothetical protein	GQ273492.1_00101 hypothetical protein	MK689686.1_00103 hypothetical protein	ORF106L_refgen ORF106L	MK689686.1_00103 hypothetical protein	MG570131.1_00101 hypothetical protein	MG570132.1_00101 hypothetical protein	MK689686.1_00103 hypothetical protein	MK689686.1_00103 hypothetical protein	MK689686.1_00103 hypothetical protein	ORF106L_refgen ORF106L	MK689686.1_00103 hypothetical protein	ORF106L_ref ren ORF106L		ORF106L_refgen ORF106L	ORF106L_refgen ORF106L		MK689686.1_00103 hypothetical protein	ORF106L_ref gen ORF106L	ORF106L_ref gen ORF106L	MK689686.1_00103 hypothetical protein	ORF106L_refgen ORF106L	ORF106L_refgen ORF106L	ORF106L_refgen ORF106L	ORF106L_refgen ORF106L	ORF106L_refgen ORF106L	ORF106L_refgen ORF106L	ORF106L_refgen ORF106L	MK689686.1_00103 hypothetical protein	ORF106L_refgen ORF106L	ORF106L_refgen ORF106L	ORF106L_refgen ORF106L	ORF106L_refgen ORF106L	ORF106L_refgen ORF106L	ORF106L_refgen ORF106L	ORF106L_refgen ORF106L	MK689686.1_00103 hypothetical protein	MK689686.1_00103 hypothetical protein		MK689686.1_00103 hypothetical protein	MK689686.1_00103 hypothetical protein		MK689686.1_00103 hypothetical protein	ORF106L_refgen ORF106L	MK689686.1_00103 hypothetical protein	MK689686.1_00103 hypothetical protein	ORF106L_ref gen ORF106L	ORF106L_refgen ORF106L	OQ475017.1_00103 OQ475017.1 - hypothetical protein translation	ORF106L_refgen ORF106L	ORF106L_refgen ORF106L	ORF106L_refgen ORF106L	ORF106L_refgen ORF106L	ORF106L_refgen ORF106L	ORF106L_refgen ORF106L	
OG0000105	MK689686.1_00104 hypothetical protein	AF371960.1_00106 hypothetical protein	MK689686.1_00104 hypothetical protein	MK689686.1_00104 hypothetical protein	MK689686.1_00104 hypothetical protein	GQ273492.1_00102 hypothetical protein	MK689686.1_00104 hypothetical protein	AF371960.1_00106 hypothetical protein	MK689686.1_00104 hypothetical protein	MG570131.1_00102 hypothetical protein	MG570132.1_00102 hypothetical protein	MK689686.1_00104 hypothetical protein	MK689686.1_00104 hypothetical protein	MK689686.1_00104 hypothetical protein	AF371960.1_00106 hypothetical protein	MK689686.1_00104 hypothetical protein	AF371960.1_00106 hypothetical protein		AF371960.1_00106 hypothetical protein	AF371960.1_00106 hypothetical protein		MK689686.1_00104 hypothetical protein	AF371960.1_00106 hypothetical protein	AF371960.1_00106 hypothetical protein	MK689686.1_00104 hypothetical protein	AF371960.1_00106 hypothetical protein	AF371960.1_00106 hypothetical protein	AF371960.1_00106 hypothetical protein	AF371960.1_00106 hypothetical protein	AF371960.1_00106 hypothetical protein	AF371960.1_00106 hypothetical protein	AF371960.1_00106 hypothetical protein	MK689686.1_00104 hypothetical protein	AF371960.1_00106 hypothetical protein	AF371960.1_00106 hypothetical protein	AF371960.1_00106 hypothetical protein	AF371960.1_00106 hypothetical protein	AF371960.1_00106 hypothetical protein	AF371960.1_00106 hypothetical protein	AF371960.1_00106 hypothetical protein	MK689686.1_00104 hypothetical protein	MK689686.1_00104 hypothetical protein		MK689686.1_00104 hypothetical protein	MK689686.1_00104 hypothetical protein		MK689686.1_00104 hypothetical protein	AF371960.1_00106 hypothetical protein	MK689686.1_00104 hypothetical protein	MK689686.1_00104 hypothetical protein	AF371960.1_00106 hypothetical protein	AF371960.1_00106 hypothetical protein	OQ475017.1_00104 OQ475017.1 - hypothetical protein translation	AF371960.1_00106 hypothetical protein	AF371960.1_00106 hypothetical protein	AF371960.1_00106 hypothetical protein	AF371960.1_00106 hypothetical protein	AF371960.1_00106 hypothetical protein	AF371960.1_00106 hypothetical protein	
OG0000106	MK689686.1_00037 hypothetical protein	AF371960.1_00039 hypothetical protein	MK689686.1_00037 hypothetical protein	MK689686.1_00037 hypothetical protein	MK689686.1_00037 hypothetical protein	GQ273492.1_00038 hypothetical protein		AF371960.1_00039 hypothetical protein	MK689686.1_00037 hypothetical protein	MG570131.1_00039 hypothetical protein	MG570132.1_00039 hypothetical protein	MK689686.1_00037 hypothetical protein	MK689686.1_00037 hypothetical protein	MK689686.1_00037 hypothetical protein	AF371960.1_00039 hypothetical protein	MK689686.1_00037 hypothetical protein	AF371960.1_00039 hypothetical protein		AF371960.1_00039 hypothetical protein	AF371960.1_00039 hypothetical protein		MK689686.1_00037 hypothetical protein	AF371960.1_00039 hypothetical protein	AF371960.1_00039 hypothetical protein	MK689686.1_00037 hypothetical protein	AF371960.1_00039 hypothetical protein	AF371960.1_00039 hypothetical protein	AF371960.1_00039 hypothetical protein	AF371960.1_00039 hypothetical protein	AF371960.1_00039 hypothetical protein	AF371960.1_00039 hypothetical protein	AF371960.1_00039 hypothetical protein	MK689686.1_00037 hypothetical protein	AF371960.1_00039 hypothetical protein	AF371960.1_00039 hypothetical protein	AF371960.1_00039 hypothetical protein	AF371960.1_00039 hypothetical protein	AF371960.1_00039 hypothetical protein	AF371960.1_00039 hypothetical protein	AF371960.1_00039 hypothetical protein	MK689686.1_00037 hypothetical protein	MK689686.1_00037 hypothetical protein	MK689686.1_00037 hypothetical protein	MK689686.1_00037 hypothetical protein	MK689686.1_00037 hypothetical protein		MK689686.1_00037 hypothetical protein	AF371960.1_00039 hypothetical protein	MK689686.1_00037 hypothetical protein		AF371960.1_00039 hypothetical protein	AF371960.1_00039 hypothetical protein	OQ475017.1_00038 OQ475017.1 - hypothetical protein translation	AF371960.1_00039 hypothetical protein	AF371960.1_00039 hypothetical protein	AF371960.1_00039 hypothetical protein	AF371960.1_00039 hypothetical protein	AF371960.1_00039 hypothetical protein		PQ335173_PQ335174_00101 PQ335173_PQ335174 - hypothetical protein translation
OG0000107	MK689686.1_00069 hypothetical protein	AF371960.1_00071 hypothetical protein	MK689686.1_00069 hypothetical protein	MK689686.1_00069 hypothetical protein	MK689686.1_00069 hypothetical protein			MK689686.1_00069 hypothetical protein	MK689686.1_00069 hypothetical protein	MG570131.1_00069 hypothetical protein	MG570132.1_00069 hypothetical protein	MK689686.1_00069 hypothetical protein	MK689686.1_00069 hypothetical protein	MK689686.1_00069 hypothetical protein	AF371960.1_00071 hypothetical protein	MK689686.1_00069 hypothetical protein	AF371960.1_00071 hypothetical protein		AF371960.1_00071 hypothetical protein	AF371960.1_00071 hypothetical protein		MK689686.1_00069 hypothetical protein	AF371960.1_00071 hypothetical protein	AF371960.1_00071 hypothetical protein	MK689686.1_00069 hypothetical protein	AF371960.1_00071 hypothetical protein	AF371960.1_00071 hypothetical protein	AF371960.1_00071 hypothetical protein	AF371960.1_00071 hypothetical protein	AF371960.1_00071 hypothetical protein	AF371960.1_00071 hypothetical protein	AF371960.1_00071 hypothetical protein	MK689686.1_00069 hypothetical protein	AF371960.1_00071 hypothetical protein	AF371960.1_00071 hypothetical protein	AF371960.1_00071 hypothetical protein	AF371960.1_00071 hypothetical protein	AF371960.1_00071 hypothetical protein	AF371960.1_00071 hypothetical protein	AF371960.1_00071 hypothetical protein	MK689686.1_00069 hypothetical protein	MK689686.1_00069 hypothetical protein	MK689686.1_00069 hypothetical protein	MK689686.1_00069 hypothetical protein	MK689686.1_00069 hypothetical protein		MK689686.1_00069 hypothetical protein	AF371960.1_00071 hypothetical protein	MK689686.1_00069 hypothetical protein	MK689686.1_00069 hypothetical protein	AF371960.1_00071 hypothetical protein	AF371960.1_00071 hypothetical protein	OQ475017.1_00068 OQ475017.1 - hypothetical protein translation	AF371960.1_00071 hypothetical protein	AF371960.1_00071 hypothetical protein	AF371960.1_00071 hypothetical protein	AF371960.1_00071 hypothetical protein	AF371960.1_00071 hypothetical protein	AF371960.1_00071 hypothetical protein	
