Orthogroup	AF303741	AF371960	AY521625	AY894343	BD143114	GQ273492	HF920633	HF920637	KC244182	KF938901	KT804738	KX643370	LS484712	MF599468	MG570131	MG570132	MK098185	MK098186	MK098187	MK689685	MK689686	MN432490	MN562489	MN803438	MT521409	MT798582	MT926123	MT986830	MW139932	NC_005946	OK042108	OK042109	OL774653	OL774654	OL774655	OM037668	ON075463	ON740976	ON743042	OP009387	OQ475017
OG0000152			AY521625.1_00046 AY521625.1 - hypothetical protein translation																				OM037668.1_00067 hypothetical protein, OM037668.1_00126 hypothetical protein		OM037668.1_00067 hypothetical protein, OM037668.1_00126 hypothetical protein											OM037668.1_00067 hypothetical protein, OM037668.1_00126 hypothetical protein					
OG0000153			AY521625.1_00126 AY521625.1 - hypothetical protein translation					HF920637.1_00072 HF920637.1 - hypothetical protein translation				Lymph_LDV3_KX643370_00090 hypothetical protein		MF599468.1_00066 MF599468.1 - hypothetical protein translation, MF599468.1_00156 MF599468.1 - hypothetical protein translation										MN803438.1_00078 hypothetical protein						NC_005946.1_00075 hypothetical protein											
OG0000154														MF599468.1_00047 MF599468.1 - hypothetical protein translation, MF599468.1_00049 MF599468.1 - hypothetical protein translation, MF599468.1_00118 MF599468.1 - hypothetical protein translation, MF599468.1_00119 MF599468.1 - hypothetical protein translation, MF599468.1_00157 MF599468.1 - hypothetical protein translation, MF599468.1_00158 MF599468.1 - hypothetical protein translation, MF599468.1_00159 MF599468.1 - hypothetical protein translation																											
OG0000155	AF303741.1_00049 hypothetical protein, AF303741.1_00078 hypothetical protein, AF303741.1_00083 hypothetical protein, AF303741.1_00147 hypothetical protein						HF920633.1_00030 hypothetical protein	HF920637.1_00116 HF920637.1 - hypothetical protein translation																																	
OG0000156	AF303741.1_00056 hypothetical protein						HF920633.1_00134 hypothetical protein	HF920637.1_00056 HF920637.1 - hypothetical protein translation		KF938901.1_00102 hypothetical protein			LS484712.1_00116 hypothetical protein	MF599468.1_00141 MF599468.1 - hypothetical protein translation																											
OG0000157	AF303741.1_00067 hypothetical protein, AF303741.1_00068 hypothetical protein						HF920633.1_00039 hypothetical protein	HF920637.1_00140 HF920637.1 - hypothetical protein translation		KF938901.1_00075 hypothetical protein			LS484712.1_00113 hypothetical protein																												
OG0000158	AF303741.1_00076 hypothetical protein						HF920633.1_00105 hypothetical protein	HF920637.1_00095 HF920637.1 - hypothetical protein translation		KF938901.1_00117 hypothetical protein			LS484712.1_00140 hypothetical protein	MF599468.1_00004 MF599468.1 - hypothetical protein translation																											
OG0000159	AF303741.1_00087 hypothetical protein						HF920633.1_00082 hypothetical protein	HF920637.1_00049 HF920637.1 - hypothetical protein translation		KF938901.1_00103 hypothetical protein			LS484712.1_00195 hypothetical protein	MF599468.1_00162 MF599468.1 - hypothetical protein translation																											
OG0000160	AF303741.1_00091 DNA ligase						HF920633.1_00169 DNA ligase	HF920637.1_00120 HF920637.1 - DNA ligase translation		KF938901.1_00128 DNA ligase			LS484712.1_00212 hypothetical protein	MF599468.1_00067 MF599468.1 - DNA ligase translation																											
OG0000161	AF303741.1_00096 hypothetical protein						HF920633.1_00177 hypothetical protein	HF920637.1_00045 HF920637.1 - hypothetical protein translation		KF938901.1_00121 hypothetical protein			LS484712.1_00112 hypothetical protein	MF599468.1_00105 MF599468.1 - hypothetical protein translation																											
OG0000162	AF303741.1_00105 hypothetical protein		AY521625.1_00014 AY521625.1 - hypothetical protein translation				HF920633.1_00144 hypothetical protein			KF938901.1_00101 hypothetical protein				MF599468.1_00081 MF599468.1 - hypothetical protein translation																NC_005946.1_00004 hypothetical protein											
OG0000163	AF303741.1_00169 hypothetical protein						HF920633.1_00145 hypothetical protein	HF920637.1_00077 HF920637.1 - hypothetical protein translation, HF920637.1_00148 HF920637.1 - hypothetical protein translation		KF938901.1_00104 hypothetical protein				MF599468.1_00045 MF599468.1 - hypothetical protein translation																											
OG0000164	AF303741.1_00179 hypothetical protein						HF920633.1_00046 hypothetical protein	HF920637.1_00067 HF920637.1 - hypothetical protein translation		KF938901.1_00150 hypothetical protein			LS484712.1_00184 hypothetical protein	MF599468.1_00155 MF599468.1 - hypothetical protein translation																											
OG0000165	AF303741.1_00181 hypothetical protein						HF920633.1_00031 hypothetical protein, HF920633.1_00161 hypothetical protein	HF920637.1_00069 HF920637.1 - hypothetical protein translation		KF938901.1_00006 hypothetical protein, KF938901.1_00105 hypothetical protein																															
OG0000166	AF303741.1_00182 hypothetical protein						HF920633.1_00096 hypothetical protein	HF920637.1_00071 HF920637.1 - hypothetical protein translation, HF920637.1_00162 HF920637.1 - hypothetical protein translation		KF938901.1_00066 hypothetical protein, KF938901.1_00153 hypothetical protein																															
OG0000167			AY521625.1_00005 AY521625.1 - hypothetical protein translation				HF920633.1_00171 hypothetical protein			KF938901.1_00017 hypothetical protein		Lymph_LDV3_KX643370_00060 hypothetical protein												MN803438.1_00028 hypothetical protein						NC_005946.1_00026 hypothetical protein											
OG0000168			AY521625.1_00011 AY521625.1 - hypothetical protein translation									Lymph_LDV3_KX643370_00059 hypothetical protein		MF599468.1_00089 MF599468.1 - hypothetical protein translation, MF599468.1_00108 MF599468.1 - hypothetical protein translation										MN803438.1_00030 hypothetical protein						NC_005946.1_00033 hypothetical protein											
OG0000169			AY521625.1_00140 AY521625.1 - hypothetical protein translation				HF920633.1_00034 hypothetical protein			KF938901.1_00009 hypothetical protein		Lymph_LDV3_KX643370_00080 hypothetical protein												MN803438.1_00092 hypothetical protein						NC_005946.1_00029 hypothetical protein											
OG0000170													LS484712.1_00089 hypothetical protein, LS484712.1_00090 hypothetical protein, LS484712.1_00225 hypothetical protein, LS484712.1_00268 hypothetical protein, LS484712.1_00269 hypothetical protein, LS484712.1_00270 hypothetical protein																												
OG0000171																							OM037668.1_00121 hypothetical protein, OM037668.1_00128 hypothetical protein		OM037668.1_00121 hypothetical protein, OM037668.1_00128 hypothetical protein											OM037668.1_00121 hypothetical protein, OM037668.1_00128 hypothetical protein					
OG0000172	AF303741.1_00001 hypothetical protein, AF303741.1_00141 hypothetical protein, AF303741.1_00142 hypothetical protein							HF920637.1_00062 HF920637.1 - hypothetical protein translation, HF920637.1_00122 HF920637.1 - hypothetical protein translation																																	
OG0000173	AF303741.1_00003 hypothetical protein						HF920633.1_00128 hypothetical protein	HF920637.1_00020 HF920637.1 - hypothetical protein translation		KF938901.1_00116 hypothetical protein				MF599468.1_00129 MF599468.1 - hypothetical protein translation																											
OG0000174	AF303741.1_00004 hypothetical protein						HF920633.1_00110 hypothetical protein	HF920637.1_00139 HF920637.1 - hypothetical protein translation		KF938901.1_00133 hypothetical protein				MF599468.1_00022 MF599468.1 - hypothetical protein translation																											
OG0000175	AF303741.1_00009 hypothetical protein							HF920637.1_00013 HF920637.1 - hypothetical protein translation															OM037668.1_00022 hypothetical protein		OM037668.1_00022 hypothetical protein											OM037668.1_00022 hypothetical protein					
OG0000176	AF303741.1_00015 DNA topoisomerase 2						HF920633.1_00149 DNA topoisomerase 2	HF920637.1_00100 HF920637.1 - DNA topoisomerase 2 translation		KF938901.1_00141 DNA topoisomerase 2				MF599468.1_00079 MF599468.1 - hypothetical protein translation																											
OG0000177	AF303741.1_00017 hypothetical protein						HF920633.1_00165 hypothetical protein	HF920637.1_00212 HF920637.1 - hypothetical protein translation		KF938901.1_00014 hypothetical protein				MF599468.1_00037 MF599468.1 - hypothetical protein translation																											
OG0000178	AF303741.1_00085 hypothetical protein						HF920633.1_00103 hypothetical protein	HF920637.1_00047 HF920637.1 - hypothetical protein translation		KF938901.1_00100 hypothetical protein				MF599468.1_00025 MF599468.1 - hypothetical protein translation																											
OG0000179	AF303741.1_00086 hypothetical protein						HF920633.1_00020 hypothetical protein, HF920633.1_00021 hypothetical protein	HF920637.1_00048 HF920637.1 - hypothetical protein translation		KF938901.1_00099 hypothetical protein																															
OG0000180	AF303741.1_00104 hypothetical protein						HF920633.1_00032 hypothetical protein			KF938901.1_00073 hypothetical protein				MF599468.1_00052 MF599468.1 - hypothetical protein translation, MF599468.1_00061 MF599468.1 - hypothetical protein translation																											
OG0000181	AF303741.1_00112 hypothetical protein						HF920633.1_00022 hypothetical protein	HF920637.1_00085 HF920637.1 - hypothetical protein translation		KF938901.1_00152 hypothetical protein				MF599468.1_00043 MF599468.1 - hypothetical protein translation																											
OG0000182	AF303741.1_00117 hypothetical protein													MF599468.1_00098 MF599468.1 - Thymidylate kinase translation									OM037668.1_00023 hypothetical protein		OM037668.1_00023 hypothetical protein											OM037668.1_00023 hypothetical protein					
OG0000183	AF303741.1_00122 hypothetical protein						HF920633.1_00131 hypothetical protein	HF920637.1_00019 HF920637.1 - hypothetical protein translation		KF938901.1_00063 hypothetical protein			LS484712.1_00196 hypothetical protein																												
OG0000184	AF303741.1_00136 hypothetical protein						HF920633.1_00120 hypothetical protein	HF920637.1_00193 HF920637.1 - hypothetical protein translation		KF938901.1_00134 hypothetical protein				MF599468.1_00015 MF599468.1 - hypothetical protein translation																											
OG0000185	AF303741.1_00146 hypothetical protein						HF920633.1_00146 hypothetical protein	HF920637.1_00043 HF920637.1 - hypothetical protein translation		KF938901.1_00139 hypothetical protein			LS484712.1_00224 hypothetical protein																												
OG0000186	AF303741.1_00148 hypothetical protein						HF920633.1_00056 hypothetical protein	HF920637.1_00160 HF920637.1 - hypothetical protein translation		KF938901.1_00070 hypothetical protein				MF599468.1_00172 MF599468.1 - hypothetical protein translation																											
OG0000187	AF303741.1_00150 hypothetical protein						HF920633.1_00123 hypothetical protein	HF920637.1_00192 HF920637.1 - hypothetical protein translation		KF938901.1_00146 hypothetical protein				MF599468.1_00044 MF599468.1 - hypothetical protein translation																											
OG0000188	AF303741.1_00151 hypothetical protein						HF920633.1_00050 hypothetical protein	HF920637.1_00070 HF920637.1 - hypothetical protein translation		KF938901.1_00077 hypothetical protein			LS484712.1_00060 hypothetical protein																												
OG0000189	AF303741.1_00161 hypothetical protein						HF920633.1_00098 hypothetical protein	HF920637.1_00194 HF920637.1 - hypothetical protein translation		KF938901.1_00079 hypothetical protein				MF599468.1_00065 MF599468.1 - hypothetical protein translation																											
OG0000190	AF303741.1_00174 hypothetical protein							HF920637.1_00133 HF920637.1 - hypothetical protein translation, HF920637.1_00136 HF920637.1 - hypothetical protein translation, HF920637.1_00142 HF920637.1 - hypothetical protein translation						MF599468.1_00016 MF599468.1 - hypothetical protein translation																											
OG0000191	AF303741.1_00177 hypothetical protein						HF920633.1_00035 hypothetical protein	HF920637.1_00035 HF920637.1 - hypothetical protein translation		KF938901.1_00010 hypothetical protein			LS484712.1_00163 hypothetical protein																												
OG0000192	AF303741.1_00184 hypothetical protein						HF920633.1_00029 hypothetical protein	HF920637.1_00009 HF920637.1 - hypothetical protein translation		KF938901.1_00008 hypothetical protein			LS484712.1_00120 hypothetical protein																												
OG0000193	AF303741.1_00193 hypothetical protein						HF920633.1_00121 hypothetical protein	HF920637.1_00149 HF920637.1 - hypothetical protein translation		KF938901.1_00113 hypothetical protein			LS484712.1_00106 hypothetical protein																												
OG0000194	AF303741.1_00197 hypothetical protein						HF920633.1_00125 hypothetical protein	HF920637.1_00005 HF920637.1 - hypothetical protein translation		KF938901.1_00148 hypothetical protein				MF599468.1_00125 MF599468.1 - hypothetical protein translation																											
OG0000195			AY521625.1_00066 AY521625.1 - hypothetical protein translation									Lymph_LDV3_KX643370_00021 hypothetical protein		MF599468.1_00006 MF599468.1 - hypothetical protein translation										MN803438.1_00044 hypothetical protein						NC_005946.1_00062 hypothetical protein											
OG0000196			AY521625.1_00076 AY521625.1 - hypothetical protein translation, AY521625.1_00106 AY521625.1 - hypothetical protein translation, AY521625.1_00107 AY521625.1 - hypothetical protein translation, AY521625.1_00108 AY521625.1 - hypothetical protein translation, AY521625.1_00109 AY521625.1 - hypothetical protein translation																																						
OG0000197			AY521625.1_00097 AY521625.1 - hypothetical protein translation									Lymph_LDV3_KX643370_00014 hypothetical protein, Lymph_LDV3_KX643370_00064 hypothetical protein, Lymph_LDV3_KX643370_00128 hypothetical protein												MN803438.1_00121 hypothetical protein																	
OG0000198							HF920633.1_00139 hypothetical protein	HF920637.1_00024 HF920637.1 - hypothetical protein translation		KF938901.1_00137 hypothetical protein		Lymph_LDV3_KX643370_00020 hypothetical protein												MN803438.1_00045 hypothetical protein																	
OG0000199												Lymph_LDV3_KX643370_00114 hypothetical protein											OM037668.1_00088 hypothetical protein	MN803438.1_00130 hypothetical protein	OM037668.1_00088 hypothetical protein											OM037668.1_00088 hypothetical protein					
OG0000200	AF303741.1_00008 hypothetical protein						HF920633.1_00101 hypothetical protein	HF920637.1_00215 HF920637.1 - hypothetical protein translation					LS484712.1_00052 hypothetical protein																												
OG0000201	AF303741.1_00012 hypothetical protein							HF920637.1_00065 HF920637.1 - hypothetical protein translation, HF920637.1_00115 HF920637.1 - hypothetical protein translation, HF920637.1_00177 HF920637.1 - hypothetical protein translation																																	
OG0000202	AF303741.1_00018 hypothetical protein						HF920633.1_00008 hypothetical protein	HF920637.1_00211 HF920637.1 - hypothetical protein translation		KF938901.1_00130 hypothetical protein																															
OG0000203	AF303741.1_00024 hypothetical protein							HF920637.1_00008 HF920637.1 - hypothetical protein translation, HF920637.1_00083 HF920637.1 - hypothetical protein translation, HF920637.1_00200 HF920637.1 - hypothetical protein translation																																	
OG0000204	AF303741.1_00042 hypothetical protein						HF920633.1_00063 hypothetical protein	HF920637.1_00188 HF920637.1 - hypothetical protein translation		KF938901.1_00057 hypothetical protein																															
OG0000205	AF303741.1_00044 hypothetical protein						HF920633.1_00160 hypothetical protein	HF920637.1_00187 HF920637.1 - hypothetical protein translation		KF938901.1_00082 hypothetical protein																															
OG0000206	AF303741.1_00064 hypothetical protein						HF920633.1_00061 hypothetical protein	HF920637.1_00074 HF920637.1 - hypothetical protein translation		KF938901.1_00109 hypothetical protein																															
OG0000207	AF303741.1_00074 hypothetical protein						HF920633.1_00018 hypothetical protein			KF938901.1_00029 hypothetical protein			LS484712.1_00233 hypothetical protein																												
OG0000208	AF303741.1_00107 hypothetical protein						HF920633.1_00023 hypothetical protein	HF920637.1_00204 HF920637.1 - hypothetical protein translation		KF938901.1_00098 hypothetical protein																															
OG0000209	AF303741.1_00120 hypothetical protein						HF920633.1_00102 hypothetical protein	HF920637.1_00124 HF920637.1 - hypothetical protein translation		KF938901.1_00136 hypothetical protein																															
OG0000210	AF303741.1_00124 hypothetical protein						HF920633.1_00074 hypothetical protein	HF920637.1_00144 HF920637.1 - hypothetical protein translation		KF938901.1_00045 hypothetical protein																															
OG0000211	AF303741.1_00135 hypothetical protein						HF920633.1_00087 hypothetical protein	HF920637.1_00167 HF920637.1 - hypothetical protein translation		KF938901.1_00090 hypothetical protein																															
OG0000212	AF303741.1_00159 hypothetical protein						HF920633.1_00041 hypothetical protein	HF920637.1_00040 HF920637.1 - hypothetical protein translation		KF938901.1_00155 hypothetical protein																															
OG0000213	AF303741.1_00160 hypothetical protein						HF920633.1_00013 hypothetical protein	HF920637.1_00195 HF920637.1 - hypothetical protein translation		KF938901.1_00035 hypothetical protein																															
OG0000214	AF303741.1_00175 hypothetical protein						HF920633.1_00113 hypothetical protein	HF920637.1_00012 HF920637.1 - hypothetical protein translation		KF938901.1_00062 hypothetical protein																															
OG0000215	AF303741.1_00203 hypothetical protein						HF920633.1_00037 hypothetical protein	HF920637.1_00022 HF920637.1 - hypothetical protein translation		KF938901.1_00107 hypothetical protein																															
OG0000216	AF303741.1_00204 hypothetical protein						HF920633.1_00155 hypothetical protein	HF920637.1_00021 HF920637.1 - hypothetical protein translation		KF938901.1_00154 hypothetical protein																															
OG0000217		AF371960.1_00059 hypothetical protein				GQ273492.1_00058 hypothetical protein														AF371960.1_00059 hypothetical protein							AF371960.1_00059 hypothetical protein														
OG0000218			AY521625.1_00023 AY521625.1 - hypothetical protein translation									Lymph_LDV3_KX643370_00106 hypothetical protein												MN803438.1_00110 hypothetical protein						NC_005946.1_00051 hypothetical protein											
OG0000219			AY521625.1_00057 AY521625.1 - hypothetical protein translation									Lymph_LDV3_KX643370_00005 hypothetical protein		MF599468.1_00062 MF599468.1 - hypothetical protein translation										MN803438.1_00140 hypothetical protein																	
OG0000220			AY521625.1_00061 AY521625.1 - hypothetical protein translation									Lymph_LDV3_KX643370_00046 hypothetical protein												MN803438.1_00008 hypothetical protein						NC_005946.1_00088 hypothetical protein											
OG0000221			AY521625.1_00094 AY521625.1 - hypothetical protein translation									Lymph_LDV3_KX643370_00054 hypothetical protein												MN803438.1_00026 hypothetical protein						NC_005946.1_00096 hypothetical protein											
OG0000222			AY521625.1_00116 AY521625.1 - hypothetical protein translation									Lymph_LDV3_KX643370_00146 hypothetical protein												MN803438.1_00136 hypothetical protein						NC_005946.1_00015 hypothetical protein											
OG0000223			AY521625.1_00128 AY521625.1 - hypothetical protein translation									Lymph_LDV3_KX643370_00102 hypothetical protein												MN803438.1_00099 hypothetical protein						NC_005946.1_00073 hypothetical protein											
OG0000224												Lymph_LDV3_KX643370_00019 hypothetical protein, Lymph_LDV3_KX643370_00024 G-protein coupled receptor US28												MN803438.1_00039 G-protein coupled receptor US28, MN803438.1_00081 G-protein coupled receptor US28																	
OG0000225												Lymph_LDV3_KX643370_00035 hypothetical protein, Lymph_LDV3_KX643370_00071 hypothetical protein												MN803438.1_00050 hypothetical protein, MN803438.1_00061 hypothetical protein																	
OG0000226												Lymph_LDV3_KX643370_00062 hypothetical protein, Lymph_LDV3_KX643370_00142 hypothetical protein												MN803438.1_00072 hypothetical protein, MN803438.1_00133 hypothetical protein																	
OG0000227												Lymph_LDV3_KX643370_00074 hypothetical protein, Lymph_LDV3_KX643370_00084 hypothetical protein												MN803438.1_00058 hypothetical protein, MN803438.1_00087 hypothetical protein																	
OG0000228													LS484712.1_00024 Golgi anti-apoptotic protein										OM037668.1_00017 Golgi anti-apoptotic protein		OM037668.1_00017 Golgi anti-apoptotic protein											OM037668.1_00017 Golgi anti-apoptotic protein					
OG0000229													LS484712.1_00154 hypothetical protein, LS484712.1_00156 hypothetical protein, LS484712.1_00158 hypothetical protein, LS484712.1_00161 hypothetical protein																												
OG0000230													LS484712.1_00227 hypothetical protein, LS484712.1_00229 hypothetical protein, LS484712.1_00231 hypothetical protein, LS484712.1_00249 hypothetical protein																												
OG0000231																							OM037668.1_00063 hypothetical protein		OM037668.1_00063 hypothetical protein					NC_005946.1_00007 hypothetical protein						OM037668.1_00063 hypothetical protein					
OG0000232	AF303741.1_00028 hypothetical protein						HF920633.1_00016 hypothetical protein			KF938901.1_00038 hypothetical protein																															
OG0000233	AF303741.1_00053 hypothetical protein							HF920637.1_00053 HF920637.1 - hypothetical protein translation		KF938901.1_00015 hypothetical protein																															
OG0000234	AF303741.1_00077 hypothetical protein							HF920637.1_00090 HF920637.1 - hypothetical protein translation						MF599468.1_00072 MF599468.1 - hypothetical protein translation																											
OG0000235	AF303741.1_00093 hypothetical protein							HF920637.1_00174 HF920637.1 - hypothetical protein translation		KF938901.1_00016 hypothetical protein																															
OG0000236	AF303741.1_00115 hypothetical protein						HF920633.1_00070 hypothetical protein			KF938901.1_00018 hypothetical protein																															
OG0000237	AF303741.1_00116 hypothetical protein						HF920633.1_00167 hypothetical protein			KF938901.1_00040 hypothetical protein																															
OG0000238	AF303741.1_00190 hypothetical protein							HF920637.1_00203 HF920637.1 - hypothetical protein translation						MF599468.1_00039 MF599468.1 - hypothetical protein translation																											
OG0000239	AF303741.1_00201 hypothetical protein							HF920637.1_00063 HF920637.1 - hypothetical protein translation		KF938901.1_00122 hypothetical protein																															
OG0000240	AF303741.1_00202 hypothetical protein							HF920637.1_00064 HF920637.1 - hypothetical protein translation						MF599468.1_00107 MF599468.1 - hypothetical protein translation																											
OG0000241			AY521625.1_00010 AY521625.1 - hypothetical protein translation									Lymph_LDV3_KX643370_00037 hypothetical protein																		NC_005946.1_00034 hypothetical protein											
OG0000242			AY521625.1_00043 AY521625.1 - hypothetical protein translation									Lymph_LDV3_KX643370_00151 hypothetical protein																		NC_005946.1_00064 hypothetical protein											
OG0000243			AY521625.1_00055 AY521625.1 - hypothetical protein translation									Lymph_LDV3_KX643370_00148 hypothetical protein												MN803438.1_00004 hypothetical protein																	
OG0000244							HF920633.1_00012 hypothetical protein			KF938901.1_00032 hypothetical protein, KF938901.1_00034 hypothetical protein																															
OG0000245							HF920633.1_00060 hypothetical protein			KF938901.1_00050 hypothetical protein			LS484712.1_00207 hypothetical protein																												
OG0000246							HF920633.1_00159 hypothetical protein			KF938901.1_00083 hypothetical protein			LS484712.1_00206 hypothetical protein																												
OG0000247							HF920633.1_00164 hypothetical protein			KF938901.1_00013 hypothetical protein			LS484712.1_00201 hypothetical protein																												
OG0000248												Lymph_LDV3_KX643370_00045 hypothetical protein, Lymph_LDV3_KX643370_00087 hypothetical protein												MN803438.1_00075 hypothetical protein																	
OG0000249												Lymph_LDV3_KX643370_00105 hypothetical protein												MN803438.1_00053 hypothetical protein, MN803438.1_00103 hypothetical protein																	
OG0000250													LS484712.1_00155 hypothetical protein, LS484712.1_00157 hypothetical protein, LS484712.1_00160 hypothetical protein																												
OG0000251													LS484712.1_00228 hypothetical protein, LS484712.1_00230 hypothetical protein, LS484712.1_00232 hypothetical protein																												
OG0000252													LS484712.1_00263 hypothetical protein, LS484712.1_00264 hypothetical protein, LS484712.1_00265 hypothetical protein																												
OG0000253													LS484712.1_00271 hypothetical protein, LS484712.1_00272 hypothetical protein, LS484712.1_00273 hypothetical protein																												
OG0000254																							OM037668.1_00002 hypothetical protein		OM037668.1_00002 hypothetical protein											OM037668.1_00002 hypothetical protein					
OG0000255																							OM037668.1_00007 hypothetical protein		OM037668.1_00007 hypothetical protein											OM037668.1_00007 hypothetical protein					
OG0000256																							OM037668.1_00010 hypothetical protein		OM037668.1_00010 hypothetical protein											OM037668.1_00010 hypothetical protein					
OG0000257																							OM037668.1_00012 hypothetical protein		OM037668.1_00012 hypothetical protein											OM037668.1_00012 hypothetical protein					
OG0000258																							OM037668.1_00014 hypothetical protein		OM037668.1_00014 hypothetical protein											OM037668.1_00014 hypothetical protein					
OG0000259																							OM037668.1_00025 hypothetical protein		OM037668.1_00025 hypothetical protein											OM037668.1_00025 hypothetical protein					
OG0000260																							OM037668.1_00026 hypothetical protein		OM037668.1_00026 hypothetical protein											OM037668.1_00026 hypothetical protein					
OG0000261																							OM037668.1_00027 hypothetical protein		OM037668.1_00027 hypothetical protein											OM037668.1_00027 hypothetical protein					
OG0000262																							OM037668.1_00029 hypothetical protein		OM037668.1_00029 hypothetical protein											OM037668.1_00029 hypothetical protein					
OG0000263																							OM037668.1_00034 hypothetical protein		OM037668.1_00034 hypothetical protein											OM037668.1_00034 hypothetical protein					
OG0000264																							OM037668.1_00037 hypothetical protein		OM037668.1_00037 hypothetical protein											OM037668.1_00037 hypothetical protein					
OG0000265																							OM037668.1_00039 hypothetical protein		OM037668.1_00039 hypothetical protein											OM037668.1_00039 hypothetical protein					
OG0000266																							OM037668.1_00044 hypothetical protein		OM037668.1_00044 hypothetical protein											OM037668.1_00044 hypothetical protein					
OG0000267																							OM037668.1_00049 hypothetical protein		OM037668.1_00049 hypothetical protein											OM037668.1_00049 hypothetical protein					
OG0000268																							OM037668.1_00052 hypothetical protein		OM037668.1_00052 hypothetical protein											OM037668.1_00052 hypothetical protein					
OG0000269																							OM037668.1_00055 hypothetical protein		OM037668.1_00055 hypothetical protein											OM037668.1_00055 hypothetical protein					
OG0000270																							OM037668.1_00058 hypothetical protein		OM037668.1_00058 hypothetical protein											OM037668.1_00058 hypothetical protein					
OG0000271																							OM037668.1_00060 hypothetical protein		OM037668.1_00060 hypothetical protein											OM037668.1_00060 hypothetical protein					
OG0000272																							OM037668.1_00061 hypothetical protein		OM037668.1_00061 hypothetical protein											OM037668.1_00061 hypothetical protein					
OG0000273																							OM037668.1_00065 hypothetical protein		OM037668.1_00065 hypothetical protein											OM037668.1_00065 hypothetical protein					
OG0000274																							OM037668.1_00069 hypothetical protein		OM037668.1_00069 hypothetical protein											OM037668.1_00069 hypothetical protein					
OG0000275																							OM037668.1_00070 hypothetical protein		OM037668.1_00070 hypothetical protein											OM037668.1_00070 hypothetical protein					
OG0000276																							OM037668.1_00072 hypothetical protein		OM037668.1_00072 hypothetical protein											OM037668.1_00072 hypothetical protein					
OG0000277																							OM037668.1_00092 hypothetical protein		OM037668.1_00092 hypothetical protein											OM037668.1_00092 hypothetical protein					
OG0000278																							OM037668.1_00093 hypothetical protein		OM037668.1_00093 hypothetical protein											OM037668.1_00093 hypothetical protein					
OG0000279																							OM037668.1_00094 hypothetical protein		OM037668.1_00094 hypothetical protein											OM037668.1_00094 hypothetical protein					
OG0000280																							OM037668.1_00102 hypothetical protein		OM037668.1_00102 hypothetical protein											OM037668.1_00102 hypothetical protein					
OG0000281																							OM037668.1_00103 hypothetical protein		OM037668.1_00103 hypothetical protein											OM037668.1_00103 hypothetical protein					
OG0000282																							OM037668.1_00104 hypothetical protein		OM037668.1_00104 hypothetical protein											OM037668.1_00104 hypothetical protein					
OG0000283																							OM037668.1_00107 hypothetical protein		OM037668.1_00107 hypothetical protein											OM037668.1_00107 hypothetical protein					
OG0000284																							OM037668.1_00108 hypothetical protein		OM037668.1_00108 hypothetical protein											OM037668.1_00108 hypothetical protein					
OG0000285																							OM037668.1_00109 hypothetical protein		OM037668.1_00109 hypothetical protein											OM037668.1_00109 hypothetical protein					
OG0000286																							OM037668.1_00111 hypothetical protein		OM037668.1_00111 hypothetical protein											OM037668.1_00111 hypothetical protein					
OG0000287																							OM037668.1_00112 hypothetical protein		OM037668.1_00112 hypothetical protein											OM037668.1_00112 hypothetical protein					
OG0000288																							OM037668.1_00114 hypothetical protein		OM037668.1_00114 hypothetical protein											OM037668.1_00114 hypothetical protein					
OG0000289																							OM037668.1_00116 hypothetical protein		OM037668.1_00116 hypothetical protein											OM037668.1_00116 hypothetical protein					
OG0000290																							OM037668.1_00117 hypothetical protein		OM037668.1_00117 hypothetical protein											OM037668.1_00117 hypothetical protein					
OG0000291																							OM037668.1_00118 hypothetical protein		OM037668.1_00118 hypothetical protein											OM037668.1_00118 hypothetical protein					
OG0000292																							OM037668.1_00119 hypothetical protein		OM037668.1_00119 hypothetical protein											OM037668.1_00119 hypothetical protein					
OG0000293																							OM037668.1_00120 hypothetical protein		OM037668.1_00120 hypothetical protein											OM037668.1_00120 hypothetical protein					
OG0000294																							SDDV_ORF016 mRNA decay activator protein		SDDV_ORF016 mRNA decay activator protein											SDDV_ORF016 mRNA decay activator protein					
OG0000295	AF303741.1_00002 hypothetical protein						HF920633.1_00075 hypothetical protein																																		
OG0000296	AF303741.1_00010 hypothetical protein							HF920637.1_00214 HF920637.1 - hypothetical protein translation																																	
OG0000297	AF303741.1_00014 hypothetical protein							HF920637.1_00154 HF920637.1 - hypothetical protein translation																																	
OG0000298	AF303741.1_00016 hypothetical protein						HF920633.1_00002 hypothetical protein																																		
OG0000299	AF303741.1_00020 hypothetical protein							HF920637.1_00155 HF920637.1 - hypothetical protein translation																																	
OG0000300	AF303741.1_00025 hypothetical protein							HF920637.1_00131 HF920637.1 - hypothetical protein translation																																	
OG0000301	AF303741.1_00027 hypothetical protein							HF920637.1_00107 HF920637.1 - hypothetical protein translation																																	
OG0000302	AF303741.1_00034 hypothetical protein							HF920637.1_00103 HF920637.1 - hypothetical protein translation																																	
OG0000303	AF303741.1_00040 hypothetical protein							HF920637.1_00191 HF920637.1 - hypothetical protein translation																																	
OG0000304	AF303741.1_00043 hypothetical protein						HF920633.1_00178 hypothetical protein																																		
OG0000305	AF303741.1_00045 hypothetical protein							HF920637.1_00186 HF920637.1 - hypothetical protein translation																																	
OG0000306	AF303741.1_00048 hypothetical protein						HF920633.1_00166 hypothetical protein																																		
